Abiotrophia_defectiva	Acidaminococcus_intestini	Acidaminococcus_unclassified	Actinobacillus_unclassified	Actinomyces_graevenitzii	Actinomyces_odontolyticus	Actinomyces_viscosus	Adlercreutzia_equolifaciens	Aggregatibacter_unclassified	Akkermansia_muciniphila	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_putredinis	Alistipes_senegalensis	Alistipes_shahii	Alistipes_sp_AP11	Alistipes_sp_HGB5	Alistipes_unclassified	Alloprevotella_tannerae	Alloprevotella_unclassified	Alloscardovia_omnicolens	Anaerostipes_hadrus	Anaerotruncus_colihominis	Anaerotruncus_unclassified	Atopobium_parvulum	Bacillus_subtilis	Bacteroidales_bacterium_ph8	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_coprocola	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_faecis	Bacteroides_finegoldii	Bacteroides_fragilis	Bacteroides_intestinalis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_ovatus	Bacteroides_plebeius	Bacteroides_sp_2_1_22	Bacteroides_sp_3_1_19	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_vulgatus	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Bifidobacterium_adolescentis	Bifidobacterium_angulatum	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_catenulatum	Bifidobacterium_longum	Bifidobacterium_pseudocatenulatum	Bilophila_unclassified	Bilophila_wadsworthia	Blautia_hydrogenotrophica	Brevibacterium_unclassified	Burkholderia_unclassified	Burkholderiales_bacterium_1_1_47	Butyricicoccus_pullicaecorum	Butyricimonas_synergistica	Butyrivibrio_crossotus	Butyrivibrio_unclassified	C2likevirus_unclassified	candidate_division_TM7_single_cell_isolate_TM7c	Cellulophaga_unclassified	Citrobacter_freundii	Citrobacter_unclassified	Clostridiaceae_bacterium_JC118	Clostridiales_bacterium_1_7_47FAA	Clostridium_asparagiforme	Clostridium_bartlettii	Clostridium_bolteae	Clostridium_citroniae	Clostridium_clostridioforme	Clostridium_hathewayi	Clostridium_innocuum	Clostridium_leptum	Clostridium_nexile	Clostridium_scindens	Clostridium_symbiosum	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_tanakaei	Collinsella_unclassified	Comamonas_unclassified	Coprobacillus_unclassified	Coprobacter_fastidiosus	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Coprococcus_sp_ART55_1	Coriobacteriaceae_bacterium_phI	Corynebacterium_durum	Debaryomyces_hansenii	Deinococcus_unclassified	Desulfovibrio_desulfuricans	Desulfovibrio_piger	Dialister_invisus	Dorea_formicigenerans	Dorea_longicatena	Eggerthella_lenta	Eggerthella_sp_1_3_56FAA	Eggerthella_unclassified	Eggerthia_catenaformis	Enterobacter_cloacae	Enterococcus_faecalis	Enterococcus_faecium	Eremothecium_unclassified	Erysipelotrichaceae_bacterium_2_2_44A	Erysipelotrichaceae_bacterium_21_3	Erysipelotrichaceae_bacterium_6_1_45	Escherichia_coli	Escherichia_unclassified	Eubacterium_cylindroides	Eubacterium_eligens	Eubacterium_hallii	Eubacterium_infirmum	Eubacterium_limosum	Eubacterium_ramulus	Eubacterium_rectale	Eubacterium_siraeum	Eubacterium_sp_3_1_31	Eubacterium_ventriosum	Faecalibacterium_prausnitzii	Flavonifractor_plautii	Gemella_haemolysans	Gemella_sanguinis	Gemella_unclassified	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_unclassified	Granulicella_unclassified	Haemophilus_haemolyticus	Haemophilus_influenzae	Haemophilus_parainfluenzae	Haemophilus_pittmaniae	Haemophilus_sputorum	Holdemania_filiformis	Holdemania_sp_AP2	Holdemania_unclassified	Klebsiella_oxytoca	Klebsiella_unclassified	Lachnospiraceae_bacterium_1_1_57FAA	Lachnospiraceae_bacterium_1_4_56FAA	Lachnospiraceae_bacterium_2_1_58FAA	Lachnospiraceae_bacterium_3_1_46FAA	Lachnospiraceae_bacterium_3_1_57FAA_CT1	Lachnospiraceae_bacterium_5_1_57FAA	Lachnospiraceae_bacterium_5_1_63FAA	Lachnospiraceae_bacterium_7_1_58FAA	Lachnospiraceae_bacterium_8_1_57FAA	Lactobacillus_acidophilus	Lactobacillus_casei_paracasei	Lactobacillus_curvatus	Lactobacillus_delbrueckii	Lactobacillus_helveticus	Lactobacillus_sakei	Lactobacillus_sanfranciscensis	Lactococcus_lactis	Lactococcus_phage_bIL67	Leuconostoc_unclassified	Megasphaera_micronuciformis	Megasphaera_unclassified	Methanobrevibacter_smithii	Methanobrevibacter_unclassified	Mitsuokella_unclassified	Naumovozyma_unclassified	Neisseria_unclassified	Odoribacter_splanchnicus	Odoribacter_unclassified	Olsenella_unclassified	Oscillibacter_sp_KLE_1728	Oscillibacter_sp_KLE_1745	Oscillibacter_unclassified	Pantoea_agglomerans	Pantoea_unclassified	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_merdae	Parabacteroides_unclassified	Paraprevotella_clara	Paraprevotella_unclassified	Paraprevotella_xylaniphila	Parasutterella_excrementihominis	Parvimonas_unclassified	Pedobacter_unclassified	Peptostreptococcaceae_noname_unclassified	Peptostreptococcus_stomatis	Peptostreptococcus_unclassified	Phascolarctobacterium_succinatutens	Porphyromonas_asaccharolytica	Prevotella_bivia	Prevotella_copri	Prevotella_disiens	Prevotella_histicola	Prevotella_melaninogenica	Prevotella_nigrescens	Prevotella_oris	Prevotella_pallens	Prevotella_salivae	Prevotella_stercorea	Prevotella_veroralis	Propionibacterium_acnes	Propionibacterium_freudenreichii	Pseudoflavonifractor_capillosus	Pseudomonas_fragi	Pseudomonas_unclassified	Pyramidobacter_piscolens	Roseburia_hominis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseburia_unclassified	Rothia_dentocariosa	Rothia_mucilaginosa	Rothia_unclassified	Ruminococcaceae_bacterium_D16	Ruminococcus_albus	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_flavefaciens	Ruminococcus_gnavus	Ruminococcus_lactaris	Ruminococcus_obeum	Ruminococcus_sp_5_1_39BFAA	Ruminococcus_torques	Saccharomyces_cerevisiae	Scardovia_unclassified	Scardovia_wiggsiae	Serratia_liquefaciens	Solobacterium_moorei	Streptococcus_agalactiae	Streptococcus_anginosus	Streptococcus_australis	Streptococcus_constellatus	Streptococcus_gallolyticus	Streptococcus_infantis	Streptococcus_intermedius	Streptococcus_lutetiensis	Streptococcus_macedonicus	Streptococcus_mitis_oralis_pneumoniae	Streptococcus_parasanguinis	Streptococcus_pasteurianus	Streptococcus_pseudopneumoniae	Streptococcus_salivarius	Streptococcus_sanguinis	Streptococcus_thermophilus	Streptococcus_vestibularis	Subdoligranulum_sp_4_3_54A2FAA	Subdoligranulum_unclassified	Subdoligranulum_variabile	Sutterella_wadsworthensis	Tropheryma_whipplei	Turicibacter_sanguinis	Turicibacter_unclassified	Varibaculum_cambriense	Variovorax_unclassified	Veillonella_atypica	Veillonella_dispar	Veillonella_parvula	Veillonella_unclassified	Weissella_confusa	Weissella_unclassified	Wheat_dwarf_virus
alien-11-0-0	0	0	0	0	0	0.00961	0	0.39271	0	0	0.16348	0	1.50997	0	0	0	0	1.17879	1.39492	0	0	0	0.03348	0	0.01267	0.0019	0	0	4.7928	0	0	0	0	0	0	0	0	0	0	3.64887	0	0	0	0	2.13076	1.25865	4.24422	0	1.21562	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07505	0	0	0	0	0.10252	0	0	0	0	0.00029	0.00073	0.0086	0.01846	0.00502	0.00181	0	0.00716	0.00035	0.00661	0	0.00069	0.00039	1.63237	0	0	0	0	0.00269	0.22033	0.61742	1.50876	0.00016	2.76277	0	0.00112	0	0	0	0	0.10491	0.7327	1.42224	0.00263	0	0.0293	0	0	0	0	0.00959	0.00205	0	0	2.11113	0.97324	0	0.51143	0.62934	0	0	0.81346	24.20318	0.00239	0	0.33736	10.67933	0.00822	0	0	0.00307	0.01681	0.00841	0.02172	0	0	0	0.12304	0.00023	0	0.04102	0	0	0	0	0.10505	0.02132	0.09648	0.10583	0	0	0.03476	0.01249	0	0	0.06518	0	0	0.00537	0	0.01595	0.0329	0	0	0	0	0	0	0	0.0223	0	0.35996	0	0.00061	0	0	0.10386	0	0	0.03913	0	0	3.53598	0	0	0	0.46731	0	0	0.10607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28404	0	0	0	0	0.30372	1.41579	2.49926	0	0	0.00818	0	0.00099	0.00133	2.0679	0.0225	0	0.05757	2.45044	0.33611	0.6725	2.53649	0.31317	0	0	0	0	0	0	0.02579	0	0	0.01975	0	0	0	0.0144	0.0191	0	0	0.04898	0.01609	0.83204	0	0	7.76333	0.0025	0	0	0	0	0	0.00487	0.08235	0.00492	0.04704	0.18604	0	0	0
alien-11-60-0	0	0	0	0	0.0057	0.0201	0	0.31295	0	0.00046	0.04219	0	0.33768	0.00299	0	0	0	0.18529	0.3372	0	0	0	0.0415	0	0.00478	0.01405	0	0	1.57096	0	0	0.00057	0	0	0	0	0	0	0	0.90924	0	0	0	0.00341	1.49678	0.93934	1.81427	0	0.27312	0	0.40419	0	1.33621	0	0	3.36923	0	0	0	0	0	0	0.36916	0	0	0	0	0.10865	0	0	0	0	0	0	0.00071	0	0	0	0	0	0	0.00255	0	0	0	1.5918	0	0	0	0	0	0.05277	0.48861	1.27374	0	0.86196	0	0.00358	0	0	0	0	0	0.5436	1.33609	0.00011	0	0.01079	0	0	0	0	0	0.00063	0	0.00014	0.25509	0.06772	0	0.368	0.94532	0.00053	0	0.69636	26.88143	0	0	0.32012	16.32629	0.00532	0	0	0.0048	0.00482	0.00483	0.02745	0	0	0	0.01022	0	0	0.01858	0	0	0.01303	0.02484	0.16295	0.01063	0.13472	0.06963	0	0	0.04574	0.00679	0	0	0.36056	0	0	0	0	0	0.01177	0	0	0	0	0	0	0	0	0	0.21465	0	0	0	0	0.06047	0	0	0.02119	0	0	1.88995	0	0	0	0.19057	0	0	0.28407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5e-04	0.04665	0	0	0	0	0.3509	3.92664	6.87925	0	0	0.03794	0	0.00497	0.00055	4.8337	0.00441	0	0.0491	2.80573	0.9909	0.73904	2.70381	0.00896	0	0	0	0.00131	0	0.00392	0.00562	0	0	0.01088	0	0	0	0.01184	0.07494	0	0	0.03198	0.01073	0.01012	0	0	6.89031	0.00581	0	0	0.00233	0.01884	0	0.00498	0.00866	0	0.00096	0.0129	0.00025	0	0
alien-11-7-0	0	0	0	0	0	8e-04	0	0.65769	0	0	0.31676	0	2.56232	0	0	0	0	2.16548	2.11337	0	0	0	0.01684	0.0011	0.02033	0.00025	0	0	4.34466	0	0	0	0	0	0	0	0	0	0	2.54397	0	0	0	0	4.5559	2.4175	7.01746	0	1.14426	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10803	0	0	0	0	0	0	0	0	0	0.01146	0.00208	0.03445	0.00301	0.00908	0.0076	0	0.06632	0	0.00697	0	0.00076	0.01894	0.65756	0	0	0	0	0	0.30907	0.31232	0.42925	7e-04	4.96254	0	0	0	0	0	0	0.02937	0.30669	0.35478	0.01046	0	0.04693	0	0	0	0	0	0	0	0	0.12926	0.0738	0	2.07992	0.22176	0	0	0.28754	9.14887	0.00925	0	0.02965	20.20302	0.0162	0	0	0	0.04067	0	0	0	0	0	0.01065	0	0	0.08179	0	0	0	0	0.11111	0.00264	0.02101	0.06631	0.00175	0	0.01545	0.01711	0	0	0.15	0	0	0	0	0	0.01683	0.93141	0	0	0	0	0	0.00237	0	0	0.9574	0	0.001	0	0	0.14708	0	0	0.03261	0	0	2.62607	0	0	0	0.51018	0	0	0.08996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03878	9e-04	0	0	0	0.31763	2.11482	4.62687	0	0	0.02326	0	0.01109	0.00133	4.15813	0.02786	0	0.00039	1.01515	0.30839	0.44387	0.64009	0	0	0	0	0	0	0	0.00249	0	0	0.00048	0	0	0	0.00085	0.00351	0	0	0.02331	0.00144	0.01647	0	0.15593	9.44511	0.008	0	0	0	0	0	0.0025	0	0	0	0.00399	0	0	0
bugkiller-11-0-0	0	0	0	0	0	0.02531	0	0	0	0	0	0.26041	0	0.02018	0	0	0	0	0	0	0	0	0.07782	0	0.00767	0.01378	0	0.44298	0.53583	0.06677	0	0.00923	0	0	0	0.3028	0	5.02325	0.0363	2.73427	0	0	0	13.78378	4.11231	0.86475	2.62239	0	0.00529	0.04611	0	0	0	0	0	4.715	0.31819	0.7237	0.09694	0	0	0	0	0.1038	0	0	0.01242	0	0	0	0	0	0.02779	0	0	0	0.14932	0	0	0.03979	0	0	0	0	0.04665	8.22993	0	0	0	0	0.00374	0	0.03038	1.20959	0	0	0	0	0	0	0	0	0	1.62536	1.73255	0.00799	0.4844	0.29743	0	0	0	0	0	0	0	0	0.38507	0.22421	0	3.17075	0.39305	0	0	2.27642	0.09523	0	0	0	19.26925	0.03768	0	0	0.00074	0	0.00148	0.02938	0	0	0	0.01247	0	0	0.07739	0	0	0	0	0.51161	0	0.00875	0.10148	0	0	0.06983	0.01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5733	0	0	0	0	0.25934	0	0	1.1536	0	0.05016	0.53823	0	0.02274	0	0	0	0	0	0	0	0	0	0	7.26728	0	0	0	0	0	0	0	0	0	0	0.06061	0	0.22907	0.24792	0	0	0.01112	0	0.06714	0	0	0	0.36232	0	0.01161	0	0	0.25234	0.00536	0.22647	0.62223	2.88232	0	0	0	0	0	0.00539	0.00287	0.00097	0	0	0	0	0	0	0	0.14885	0	0	0.27288	0.00351	0.01029	0	0	1.74597	0.00184	5.15244	0	0	0	0	0	0.02553	0.00151	0.08446	0.1741	0	0	0
bugkiller-11-60-0	0	0	0	0	0	0.03578	0	0.00444	0	0	0	0	0	0	0	0.015	0	0	0.01515	0	0	0	0.04136	0	0	0.01683	0.04949	0.14403	0.0088	0	0	0.00036	0	0	0.00026	0	0	4.46977	0	2.9115	0	0	0	12.29469	0.8872	4.59134	1.70496	0	0	0	0	0	0	0	0	10.98837	1.71271	0.00255	0	0	0	0	0	0.07359	0	0.00736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2782	0	0	0	0	0	0	0.06501	0.91057	0	0	0	0	0	0	0	0	0	0.78787	2.47148	0.02151	0	0.26929	0	0	0	0	0	0	0	0	0.03571	0.11869	0	1.68934	0.4533	3e-04	0	2.84627	0.21772	0	0	0	18.31065	0	0	0	0.00034	0	0.00123	0.00751	0	0	0	0	0	0	0	0	0	0	0	0.46497	0	5e-04	0.01817	0	0	0.02943	0	0.10358	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0.01705	0	0	0	0.01808	0.00182	0.07545	0.53044	0	0	0.33473	0	0	0	0	0	0	0	0	0	0	0	0.01339	10.85031	0	0	0	0	0	0	0	0.03156	0	0	0	0	0	0	0	0.68509	0	0	0	0	0	0	0	0	0	0	0	0.07203	0	0.26466	0.83181	1.29238	0	0	0	0.42624	0.00064	0	0	9e-04	0	0	0	0	0	0	0	0.0874	0	0	0.31427	0.01741	0	0	0	1.12652	0.00043	5.76973	0	0	0	0	0.00207	0.04694	0.00203	0.04657	0.05489	0	0	0
bugkiller-11-7-0	0	0	0	0	0	0.00284	0.00073	0.0082	0	0.02684	0.00037	0.00822	0.01529	0.00974	0	0	0	0	0	0	0	0	0.11306	0	0.02538	0	0	0.11144	0.44715	0.01992	0	0.02726	0.00079	0.00145	0	0.01393	0.00063	6.89289	0.01206	5.15351	0	0	0	9.31746	4.02094	2.31166	3.10948	0.00117	0.00479	0	0	0	0	0.00126	0	6.03653	1.00169	0.05012	0.00506	0	0	0	0	0.15075	0	0	0.02246	0	0	0.00615	0	0	0.00108	0	0	0	0.00273	0	0	0.00069	0	0	0	0	0.00085	4.10615	0	0	0	0	0.00203	0	0.05078	0.7062	0	0	0	0	2e-04	0	0	0	0	0.60287	2.29505	0.00475	0.25344	0.17978	0	0	0	0	0	0	0	0	0.01783	0.00689	0	13.36997	1.15575	0	0	2.60908	0.20971	0	0	0	14.59075	0.00751	0	0	0	0	0	0.00565	0	0	0	0.00648	0	0	0.00589	0	0	0	0	1.8248	0	0.01428	0.06081	0	0	0.08972	0.00241	0	0	0	0.00434	0.05189	0	0	0.0265	0	0	0	0	0	0	0	0	0	0	0.21759	0	0	0	0	0.07113	0	0	0.79385	0	0.00657	0.27214	0	0	0	0	0	0	0.01613	0	0	0	0	0	8.46406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00924	0.03188	0	0	0	0.00859	0	0.01662	0	0	0.31237	0.00104	0.41152	0.94965	1.31616	0	0	0	0	0	0.00589	0	0.00516	0	0	0	0	0	0	0.00051	0.04785	0	0	0.1334	0.00265	0.13341	0.00436	0	1.25498	0.00645	4.23866	0	0	0	0	0	0.02891	0.00134	0.013	0.02627	0.00056	0	0
daisy-11-0-0	0	0.00066	1.32582	0	0	0.00089	0	0	0	0.65613	0	0	0	0	0	0	0	0	0.31337	0	0	0	0.07812	0.03203	0	0	0	0	0	0	19.39268	0	4.64507	0	2.27073	0.50282	0	0	0.20062	0	0	0	2.11155	0.00029	1.31455	2.57711	6.80039	0	0	4.71771	0	0	0	0	0	1.65579	0.04136	0.79315	0.00026	0	0	0	0.06315	0	0.00051	0	0	0	0	0	0	0	0	0.00136	0.0056	0.00399	0.41004	0	0	0.02939	0	0.01076	0	0	0.0118	1.51141	0	0	0	0	0.00324	0	0.0217	0.6754	0	0	0	0	0	0	0.00601	0	0	0.42344	0.19219	0.00156	0.11443	0.0498	0	0	0	0	0	0	0.00366	0.01339	0	0.00193	0	11.46135	0.1731	0	0	0.21575	3.29568	0	0	0.90952	16.88152	0.04625	0	0	0	0	0	0.00555	0	0	0	0	0	0	0.09963	0	0	0	0	0	0.02762	0.02262	0.00141	0.01612	0	0.02582	0.04857	0	0	0	0	0	0	0	0	0.00094	0	0	0	0	0	0	0	0	0	0.4565	0	0	0	0	0.48026	0	0	0	0	1.11158	1.44779	0	0	0	0.0843	0	0	0	0	0	2.54223	0.00286	0	0	0.01175	0	0	0	0	0	0	0	0	0	0	0.04228	0	0	0	0.14997	0	3.03659	0	0	3e-04	0	0.00039	0	0	0	0	0.07189	0.55138	0.10222	1.40278	0.52089	0	0	0	0	0.00035	0	0	0.00728	0	0	0	0	0	0	0.00155	0.0396	0	0	0.0571	0	0.11861	0.0025	0	1.53007	0	0	0	0	0	0	0	0	0	0.00051	0.00835	0	0	0
daisy-11-60-0	0	0.01036	1.44502	0	0	0	0	0	0	2.20446	0	0	0	0	0	0	0	0	0.10853	0	0	0	0.1042	0.01186	0.00603	0.00235	0	0	0	0	17.50338	0	9.24322	0	5.12906	0.3735	0	0.00012	0.28579	0	0	0	7.07265	0.00019	1.60125	0.54825	14.28001	0	0	3.50621	0	0	0	0	0	0.74704	0.10701	0.60559	0	0	0	0	0.08021	0	0.00151	0	0	0	0	0	0	0	0	0.00215	0.00588	0.01367	0.52965	0	0	0.00242	0	0.11183	0	0	0.00758	0.54598	0	0	0	0	0	0	0.11149	0.50865	0	0	0	0	0	0.00223	0.00515	0	0	0.6794	0.2991	0	0	0.06681	0	0	0	0	0	0	0.00617	0.00758	0	0	0	1.49485	0.18429	0	0	0.31478	3.02514	0	0	0.75313	6.10684	0.03407	0	0	0.00062	0	0	0.00575	0	0.00129	0	0	0	0	0.05801	0	0	0	0	0.11249	0.04792	0.06222	0	0.00038	0	0.04881	0.04375	0	0	0	0	0.00307	0	0	0	0	0	0	0	0	0	0	0	0.00194	0	0.34254	0	0	0	0	0.48354	0	0	0	0	3.09174	3.4482	0	0	0	0.12124	0	0	0.00986	0	0	1.43954	0	0	0	0	0.00134	0.00376	0	0	0	0	0	0	0	0	0.04179	0	0	0	0.39601	3.40399	1.67597	0	0.00032	0	0.00278	0.00101	0	0	0	0	0.1276	0.60862	0.20546	1.4648	0.649	0.01111	0	0	0	0.00149	0	0	0.00335	0	0	0.00094	0	0	0	0.00713	0.07788	0	3e-04	0.11574	0.00212	0.4479	0.00496	0	1.59932	0	0	0	0	0	0	0	0.00933	0.00058	0.00196	0.00909	0	0	0
daisy-11-7-0	0	0.00172	1.88766	0	0.00157	0	0	0	0.00159	0.0463	0	0	0.00017	0.01082	0	0	0	0	0.07829	0.00134	0.00978	0	0.12809	0.0113	0	0.00576	0	0	0	0.00294	30.34675	0.00887	13.83645	0.00068	5.63126	0.51895	0	0	0.32215	0.00063	0	0	4.52276	0.00083	1.70853	1.04382	10.38818	0	0	1.24393	0	0	0	0	0	0.38805	0.07981	0.54439	0.00019	0	0	0	0.06877	0	0.00244	0	0	0.00607	0	0.00493	0	0	0	0.00216	0.00481	0.01426	1.121	0	0	0.00526	0	0.30396	0	0	0.01271	0.32092	0	0	0	0	0.00455	0	0.03139	0.33254	0	0	0	0	0	0	0.00277	0	0	0.58112	0.46133	0	0	0.02848	0	0	0	0	0	0	0	0.01034	0	0	0	0.33095	0.14366	0	0	0.36752	3.80775	0	0	1.12298	2.55552	0.04979	0.00651	0	0.00379	0	0.00222	0.01999	0	0.00702	0.011	0.06328	0	0	0.03049	0	0	0	0	0	0.11227	0.17566	0.00069	0.00568	0	0.03467	0.03544	0	0	0	0	0	0	0	0	0	0	0	0.00817	0	0	0	0	0	0.00969	0.42433	0	0	0	0	0.36619	0	0	0	0	2.63511	1.16476	0	0	0	0.1244	0	0	0	0	0	1.37742	0	0	0	0	0.02485	0.03578	0.00611	0.00146	0.00329	0.00273	0	0.00193	0	0	0.02751	0	0	0	0.8993	0	2.19599	0	0.01281	0.01821	0	0	0	0.00016	0	0	0.2924	0.56747	0.23637	1.96028	0.79142	0	0	0	0	0.00424	0	0	0.00892	0	0	0.01355	0	0	0	0.07671	0.10312	0	0.00102	0.11296	0.00233	0.19465	0	0	1.20934	0	0	0	0	0	0	0	0.03918	0.00752	0.01699	0.03676	0	0	0
halbarad-11-0-0	0	0	0	0	0	0.00345	0	0.10689	0	6.07943	1.1162	0	3.91847	11.85488	0.00305	0.68893	0.64442	0	0	0	0	0	0.02489	0.01169	0.08081	0	0	1.59457	0	0.02391	0	0.91337	0	0	0	0.21604	0.57914	0	0.01964	0.87743	0	0	0	12.08039	0.34754	0.55613	1.30237	0	0.71928	0	0	0	0	0	0	6.51044	0	0.3692	0.0205	0	0	0	0.01162	0	0	0	0	0	0	0	0	0	0	0.00905	0.01894	0.01535	0.00442	0	0	0	0	0.08555	0.10389	0	0.01378	0.02936	0.18825	0	0	0	0	0	0	1.10533	0	0.80653	0.85412	0	0	0	0.00226	0	0.59877	0.06943	0.8577	0.00081	0	0.01546	0	0	0	0	0	0.00068	0.00127	0.00382	0.0601	0.11485	0.04403	0.59942	0.28272	1e-04	0	0.01184	0.363	0	0	0.81095	13.10006	0.00868	0	0	0	0.00635	0	0.0071	0	0	0	0.00159	0	0	0	0	0.03074	0	0	0.05093	0	0	0.02467	0.01597	4e-04	0.01072	0.26153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03052	0.01687	0	0	0	1.07731	0	0.00536	0	0.64466	1.71193	0	0	1.02713	0	0.83191	0	0.07293	0.36196	0.00942	0.0209	0	0.00445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0623	0	0.01885	0.06588	0.0078	0.05548	1.30252	0	0	0.00403	0	0.07954	0.00035	4.76568	0.15383	0	0.00582	1.78478	0.51097	0.11338	0.72061	0	0	0.00054	0	0	0	0	0.02197	0	0	0.00398	0	0	0	0.00307	0	0	0	0.10866	0.01329	0.59462	0	0.18693	11.0695	0.00708	1.22785	0.0212	0	0.00109	0	0.0013	0	0	0	0.00504	0	0	0
