Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
GO:0004399	736.687	1680.691	828.778	3654.848	464.048	646.294	370.841	961.186	473.189	3043.579	503.303	356.269	407.301	451.646	944.118	741.315	2567.987	741.315	533.171	1383.939	1527.253	2567.987	1214.386	1802.616	2375.813	1972.547	1342.748	2091.06	4205.386	1953.427	3385.244	1881.876	2176.477	1948.357	912.839	3198.824	1383.72	973.113	2380.143	233.185	663.622	1469.902	682.406	589.744	1476.456	831.765	1003.822	655.415	385.139	1322.445	545.941	338.229	342.321	958.737	740.805	2044.235	581.899	2985.955	3043.579	1821.877	1008.319	84.888	1463.636	1917.164	678.443	765.05	2438.397	2466.588	1402.588	478.675	1544.608	1757.517	44.863	2446.965	1269.347	2018.438	1015.837	828.961	271.519	804.261
GO:0004400	670.196	2094.547	720.496	6715.172	678.038	639.587	529.178	1410.875	699.641	2520.753	454.235	463.398	420.256	470.649	1162.754	749.45	1886.501	749.45	716.287	2036.707	1822.403	1886.501	1673.75	1751.288	3068.208	1948.952	1897.414	2749.544	6020.971	1927.311	3350.01	2212.504	1945.444	2096.141	685.73	5218.787	1248.794	772.109	2786.378	176.721	1096.212	1344.818	927.307	742.479	1300.693	1099.136	1842.209	654.404	339.605	1464.641	842.382	232.61	200.26	1193.222	896.294	2235.237	752.601	3756.888	2520.753	2449.958	1117.055	120.558	1474.035	1453.04	668.566	1082.579	2083.754	2453.156	1610.927	509.578	2124.639	1802.24	84.601	3312.399	1159.1	2744.316	1007.406	843.524	322.687	1133.738
GO:0004401	513.463	2090.453	1610.522	7394.519	798.911	825.616	396.778	1590.824	691.987	3200.84	888.63	715.618	556.468	1193.89	2020.716	1190.41	5985.736	1190.41	937.924	1872.936	3052.501	5985.736	1761.096	2195.555	6391.377	4493.668	2112.202	3177.89	6627.847	3235.922	3372.742	3730.253	5015.341	3476.98	1165.619	5861.526	3334.062	2151.686	3748.312	353.434	1076.052	1817.205	742.958	958.885	1244.853	981.989	2195.134	811.03	477.048	1534.834	1192.635	376.577	479.073	882.245	1174.306	1746.881	656.508	5440.438	3200.84	2382.029	2000.202	172.059	1159.579	4858.624	897.73	1459.808	3631.504	2924.342	2151.334	668.892	2852.234	1674.112	75.452	3982.135	1348.826	5838.18	2758.938	863.066	686.7	1356.49
GO:0004402	3.219	0	0	0	1.069	0	2.689	3.765	0	0	0	0.537	0	0	0.538	0	4.838	0	5.912	0.538	0	4.838	0.538	0.538	0	0	1.609	0	0	3.762	0	2.69	0	0	1.612	0	0	0	0.537	0	0	0	5.362	0.538	0.538	0	0	0	3.224	0	0	0	0	6.442	2.152	0.538	0	2.688	0	10.752	0	6.743	1.076	0	0.538	0	0	11.937	0	0	0	1.613	0	0	1.073	0	0.538	0.538	0	1.075
GO:0004407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.764	0	0	0	0	0	9.928	0	0	0	0	0	0	0	0	0	0	0	0
GO:0004412	228.129	1363.466	285.904	4954.048	370.071	537.831	478.689	787.719	361.06	168.963	208.903	331.823	306.475	55.86	307.859	233.797	836.762	233.797	728.585	761.477	2369.805	836.762	781.767	632.683	572.881	644.134	1266.277	2285.597	4651.644	327.039	511.793	1923.814	435.916	1202.213	772.094	4187.176	2041.236	1369.029	3317.557	178.561	842.762	285.696	667.5	614.792	189.461	541.09	1173.402	427.679	289.748	1255.532	697.568	86.917	91.612	400.831	721.598	1287.451	400.143	2501.793	168.963	2519.246	1057.42	48.359	352.999	1251.528	239.56	676.932	633.969	1963.455	672.965	259.83	816.326	971.347	44.17	2079.111	354.764	2797.055	425.759	214.104	187.232	1326.366
GO:0004413	52.532	553.6	53.519	797.287	66.374	52.115	106.637	241.198	51.973	44.04	12.756	100.357	60.644	158.112	76.897	59.16	91.433	59.16	63.672	235.714	324.996	91.433	169.69	146.861	120.272	140.878	187.436	1178.985	1634.218	65.67	173.063	287.248	255.938	314.443	194.504	815.163	369.406	291.601	580.648	41.63	283.801	108.198	104.444	202.516	88.516	252.098	72.067	118.082	156.195	79.153	219.767	51.446	83.97	57.159	249.765	165.006	90.419	553.522	44.04	1944.738	129.172	141.465	69.213	250.888	38.01	187.751	223.789	876.169	64.171	49.226	47.677	242.029	95.375	160.06	158.57	1177.345	141.5	58.019	103.86	86.397
GO:0004414	0	21.697	24.464	730.285	14.763	0.772	11.237	9.777	6.159	38.236	22.645	13.155	8.76	0	6.17	14.464	3.097	14.464	133.866	22.251	20.506	3.097	6.063	32.705	34.063	232.597	59.769	91.911	73.838	12.059	37.187	188.762	1.559	125.422	31.65	4.775	3.86	0	29.721	18.524	11.261	29.858	40.293	64.409	3.857	12.058	0	6.168	7.06	5.165	0	4.824	0.964	1.034	61.532	20.456	2.062	87.993	38.236	19.522	138.197	0.78	38.838	11.2	22.242	395.723	77.572	56.371	23.298	104.793	76.314	75.558	0	4.956	45.118	0	37.391	9.251	32.919	166.337
GO:0004416	38.149	3.666	69.896	77.335	1.724	24.589	93.177	3.687	1.203	21.374	7.049	29.945	21.197	307.689	3.658	21.366	42.23	21.366	8.985	20.944	78.341	42.23	14.286	35.545	70.888	741.56	5.682	10.73	34.649	115.852	2.27	55.183	108.102	5.677	28.373	855.217	394.999	473.54	45.529	8.835	3.54	15.115	10.775	9.753	7.85	435.188	56.605	3.342	19.068	12.975	35.832	4.349	7.276	25.87	17.387	21.907	7.058	128.038	21.374	35.134	55.754	173.232	6.807	41.927	1.135	51.136	8.43	52.579	6.863	22.3	7.753	23.825	128.65	9.946	9.213	3.073	18.455	1.135	76.195	9.094
GO:0004417	114.642	914.602	131.828	4167.421	144.256	238.888	315.968	820.968	324.962	5772.288	82.457	327.997	308.573	132.902	158.214	148.901	338.3	148.901	310.448	1729.064	1306.887	338.3	1197.623	274.282	159.185	613.382	1248.802	2144.401	3847.28	139.025	4784.952	1189.227	303.349	537.212	434.506	3470.704	1143.602	851.303	736.819	55.157	493.49	153.644	572.14	516.889	2163.677	534.788	874.625	261.125	199.647	790.607	402.344	420.675	528.008	441.395	590.401	529.115	853.638	2000.643	5772.288	1957.007	812.432	119.849	198.059	564.712	155.79	508.166	321.528	915.704	432.973	214.868	670.602	1273.687	74.637	1150.267	1758.732	2376.976	214.006	1217.148	132.339	403.208
GO:0004418	103.625	427.999	159.73	3623.683	109.401	102.154	223.289	483.286	400.902	36.827	37.159	77.829	138.258	148.271	104.829	60.958	392.904	60.958	195.617	116.492	902.552	392.904	174.893	243.221	339.516	497.192	817.14	960.11	2633.583	155.191	243.274	767.832	193.55	212.434	316.435	3167.491	1105.497	711.361	1511.74	68.436	331.01	65.293	348.486	254.405	86.713	479.934	1030.575	108.239	80.737	116.379	421.064	20.932	49.562	221.711	340.948	751.631	200.522	1562.961	36.827	1115.658	180.247	105.302	144.458	548.177	59.473	511.514	113.43	695.462	388.313	174.966	628.443	293.062	96.002	1280.975	143.278	460.875	89.391	73.344	178.106	559.933
GO:0004420	9.803	79.707	25.835	100.375	5.979	66.702	108.84	6.529	0.815	18.185	0	5.919	4.236	19.174	2.541	12.615	49.819	12.615	21.359	127.945	161.314	49.819	19.294	45.151	0	0.861	5.875	3.279	24.539	3.744	7.982	47.991	140.701	5.428	34.783	151.192	166.123	207.69	27.055	5.8	10.574	3.738	24.456	7.77	10.342	5.103	16.579	20.105	5.725	12.367	20.625	8.98	3.283	7.512	7.355	28.851	7.622	70.214	18.185	253.643	389.791	86.161	12.71	34.667	0.818	22.229	6.776	47.973	0.818	4.121	8.278	25.143	6.179	33.546	5.859	22.978	5.718	0.821	26.775	121.602
GO:0004422	1109.438	2483.394	1048.834	4679.318	662.378	886.709	371.943	1188.02	763.71	4700.762	716.224	592.875	569.699	584.055	926.579	721.572	3071.508	721.572	1153.846	2287.594	1857.767	3071.508	2082.165	2170.058	3375.032	2281.362	2097.554	3631.938	5644.684	2590.892	4981.479	2151.362	3207.319	2880.555	941.328	4669.253	2519.972	1449.925	3313.308	264.138	1134.558	1833.968	936.519	1114.996	2107.792	1411.206	1622.293	825.121	520.879	1996.033	746.729	379.555	433.563	1237.587	1297.182	2944.368	956.334	4391.99	4700.762	4713.968	1406.767	259.866	2104.419	2572.339	794.502	1135.566	2724.462	3847.764	1764.275	499.577	2198.207	2615.166	83.648	3576.672	1756.491	3087.956	1424.063	1307.702	432.564	1227.494
GO:0004424	242.247	999.252	482.504	4776.604	400.296	543.863	414.964	1139.253	371.64	2871.244	348.558	442.604	441.051	476.488	1428.081	664.17	2073.028	664.17	563.756	1310.981	1745.567	2073.028	1155.46	1074.557	2214.647	1529.212	1228.372	1543.621	3497.055	946.797	2759.445	1522.619	1942.562	1329.998	567.265	2996.557	1175.03	951.508	1474.83	133.885	587.926	971.373	642.884	491.735	1188.549	613.055	1081.556	302.469	381.156	1227.438	531.504	316.574	450.316	601.979	641.591	889.323	562.115	2362.987	2871.244	1765.069	1165.864	108.964	508.482	1789.729	385.4	949.176	1345.298	1381.726	746.839	411.925	1121.374	1216.198	68.715	1552.455	1098.347	1627.9	1079.678	712.049	312.486	1058.864
GO:0004425	470.362	1417.884	591.262	4879.465	351.709	512.082	393.713	601.251	422.23	3267.15	323.469	255.603	155.484	362.125	350.425	390.552	1855.317	390.552	652.899	1204.793	1716.877	1855.317	852.012	1534.971	1865.37	1678.521	1121.053	1247.508	2469.101	1125.868	3579.908	1156.066	1890.328	1044.777	749.996	3025.638	1419.732	988.746	1760.047	150.402	470.825	1160.207	746.856	453.841	1630.036	669.966	1104.012	512.965	236.043	980.948	315.197	259.822	338.061	1350.323	579.297	1429.279	516.196	1955.049	3267.15	1426.536	941.307	146.817	1171.273	1550.519	444.762	1156.926	1485.089	1995.749	834.138	477.798	1193.418	1245.846	76.519	1748.446	1188.408	1871.515	684.099	830.218	206.449	980.516
GO:0004427	101.169	678.403	90.898	3431.354	84.831	161.199	252.774	206.273	73.97	92.501	89.4	81.128	313.179	156.188	83.295	353.953	512.154	353.953	467.535	489.112	737.876	512.154	541.06	204.892	387.604	595.624	320.051	585.726	1642.316	171.071	137.184	880.333	406.025	461.917	428.455	1519.057	1554.044	1219.072	945.352	125.325	259.133	96.958	217.467	193.92	89.898	420.724	418.591	119.387	241.016	166.063	121.243	56.341	14.26	167.449	213.823	220.152	53.766	577.566	92.501	888.723	482.856	236.78	143.023	557.26	125.892	1499.033	286.883	1091.547	313.461	491.349	369.101	310.445	76.44	163.238	124.354	2235.601	455.843	71.977	295.047	909.562
GO:0004435	0	31.803	49.397	304.957	1.242	49.769	0	32.681	0	29.859	11.102	3.756	3.425	0	12.328	21.233	2.643	21.233	8.52	590.375	0	2.643	357.335	18.609	9.929	14.206	10.54	0	0	81.876	0	82.313	6.199	269.607	0.991	30.726	0	0	263.649	1.236	160.754	13.649	9.585	40.179	29.866	2.471	0	2.052	0	116.401	2.644	0	6.716	10.94	49.073	49.159	12.321	21.139	29.859	100.173	25.08	3.288	105.711	211.255	66.334	171.485	5.782	1.953	8.631	10.813	17.354	18.652	0	6.166	19.595	84.793	25.399	14.648	15.118	17.786
GO:0004450	635.418	1256.651	473.485	5176.47	622.895	642.772	548.101	1494.336	508.875	4311.517	370.962	596.992	654.02	205.166	1365.817	762.796	2029.835	762.796	625.843	2155.309	2281.421	2029.835	1989.502	885.867	842.67	1359.524	1918.488	2497.821	4590.744	1169.799	4887.425	1853.254	1254.199	1781.529	909.93	4123.629	2116.115	1253.384	2122.807	211.091	686.416	700.486	793.419	584.91	2275.349	1127.318	1447.139	529.754	450.313	1880.955	775.937	466.471	606.459	958.468	784.064	2009.752	875.388	2987.881	4311.517	2619.553	1336.357	202.945	1188.857	1955.206	363.147	1025.118	1598.155	2586.293	1165.364	537.339	1315.044	1868.196	121.144	2053.361	1828.115	3002.79	1193.682	1130.338	288.309	882.655
GO:0004452	16.672	47.614	12.04	62.27	5.029	20.115	52.253	23.609	3.126	23.965	3.117	19.027	65.661	171.81	0	23.598	36.992	23.598	51.833	96.582	189.77	36.992	31.21	45.315	31.937	224.848	3.053	3.13	32.852	9.14	6.27	73.547	62.489	5.232	2.099	586.485	149.848	218.475	40.778	4.081	17.681	0	23.216	9.169	6.107	255.652	31.249	27.977	3.134	12.633	24.415	13.566	3.139	12.233	6.093	24.987	13.019	104.401	23.965	203.191	136	221.846	19.841	30.242	3.141	21.377	0	41.884	14.954	7.955	22.511	40.687	80.813	28.204	10.1	16.295	7.114	0	78.67	41.5
GO:0004455	913.178	2635.434	1139.086	5538.513	843.55	856.723	720.04	1450.178	635.928	611.635	599.43	532.263	520.438	620.276	903.58	894.696	2992.033	894.696	881.953	965.581	3288.83	2992.033	1106.075	2594.3	3058.256	2801.512	1743.502	2676.165	4849.174	2612.801	984.745	3498.08	2988.782	3234.398	1483.143	4768.704	2487.205	1661.611	4623.018	377.985	812.74	1625.104	900.945	763.066	363.76	1417.172	1329.43	918.027	698.941	2110.743	913.908	204.566	123.369	432.982	909.762	2680.935	367.322	3971.643	611.635	2134.02	1518.884	270.338	1862.745	2445.232	965.69	1149.355	3207.739	3888.411	1853.141	721.21	2076.325	1898.437	141.078	3305.335	698.465	4664.935	1624.907	379.944	461.627	1218.787
GO:0004459	230.29	1707.059	176.929	4356.946	472.632	293.592	489.481	1062.198	397.195	92.917	145.794	415.581	571.047	82.604	221.88	178.012	990.497	178.012	644.365	1220.226	2100.256	990.497	783.926	624.481	420.101	286.063	1127.387	1958.43	4206.728	210.853	700.313	1361.131	757.426	1637.497	570.909	4370.314	2321.24	1879.386	2093.907	107.327	783.345	173.161	738.486	606.114	242.035	513.082	1465.907	421.165	239.688	1377.068	444.518	152.894	181.569	784.913	733.562	1192.027	445.434	2387.89	92.917	3149.312	1674.272	229.801	301.886	995.434	374.588	313.638	204.949	2247.611	649.984	243.87	614.748	734.384	24.026	2117.368	393.59	1696.394	470.161	258.802	190.159	882.062
GO:0004462	114.77	1772.046	182.358	3891.638	265.975	93.805	211.625	533.111	363.284	58.894	92.608	77.842	177.903	243.48	262.646	163.521	1562.169	163.521	245.796	273.887	1608.325	1562.169	309.013	414.253	183.023	619.633	589.884	1192.052	2030.539	465.387	254.294	564.823	707.307	1069.54	137.929	1085.289	1392.466	699.921	1299.295	154.311	619.788	46.751	301.954	283.449	97.603	462.32	870.626	245.459	134.179	189.557	649.238	74.446	28.708	1374.293	322.367	212.717	126.527	1575.991	58.894	964.671	366.945	214.691	123.77	1177.294	153.786	201.962	269.254	1201.446	506.178	117.243	459.519	353.516	58.449	1360.791	167.857	2433.845	247.505	88.159	155.899	310.83
GO:0004467	48.562	297.845	311.136	204.876	104.671	88.103	185.984	106.865	66.408	125.035	183.633	30.851	58.331	147.554	243.919	65.188	1479.656	65.188	167.114	122.933	369.365	1479.656	162.564	286.25	1013.218	702.557	359.068	516.444	724.914	649.061	130.275	172.887	572.804	289.681	394.806	1113.671	1078.993	624.527	509.289	61.896	117.587	139.959	178.174	126.879	66.462	476.968	176.43	141.654	229.229	95.733	119.917	20.503	6.45	72.962	166.312	220.979	40.933	470.218	125.035	119.808	191.837	108.015	169.302	1177.758	65.978	150.921	399.495	1007.467	184.239	118.867	420.011	233.217	83.063	201.219	138.855	2289.726	257.829	86.188	100.737	195.627
GO:0004471	156.432	1415.378	245.741	4482.896	229.876	370.346	351.062	809.688	347.244	115.273	120.359	259.78	289.651	220.536	317.192	230.824	537.631	230.824	263.539	500.646	1560.153	537.631	529.346	385.093	351.864	822.278	1046.814	2193.978	5734.479	321.387	328.257	1926.118	448.21	1028.886	840.953	4142.732	1648.774	1181.276	1767.643	171.384	845.387	171.967	401.619	456.375	206.564	627.558	1077.33	307.028	486.803	801.471	776.68	92.937	148.719	354.999	575.225	858.552	248.013	2335.347	115.273	2656.175	967.418	225.486	233.135	1028.807	211.44	827.103	689.298	1488.254	623.367	229.11	635.443	720.33	124.818	1285.125	295.175	3693.871	333.331	149.348	162.883	666.586
GO:0004473	0.446	38.357	0.808	1.778	19.023	7.908	1.736	0	11.775	40.347	37.9	0.443	0	25.441	0	58.544	4.91	58.544	30.251	32.279	40.387	4.91	8.121	43.648	30.962	22.116	48.748	110.546	111.356	12.078	35.474	152.921	3.585	69.029	31.787	34.93	0	8.84	0	8.946	14.501	12.074	17.313	33.3	0.887	8.859	17.355	6.425	11.71	7.267	10.729	0	0	1.265	80.378	3.223	0	77.01	40.347	18.526	0	65.739	26.332	10.271	11.546	18.982	39.54	3.306	14.512	0.893	17.721	47.594	14.785	1.343	25.791	6.244	13.842	8.848	2.052	11.848
GO:0004474	3.31	1.933	2.521	14.912	3.02	10.169	39.095	1.275	0.469	22.88	0	0.644	3.143	139.784	1.918	7.547	0	7.547	2.701	3.87	25.179	0	0	19.495	83.497	319.054	1.116	0	5.576	4.294	0	19.334	5.623	0	0.942	797.912	82.5	137.751	0	0	0	0.643	9.401	4.443	1.743	379.548	16.582	2.569	0	0.644	0	1.261	0	2.513	2.216	3.8	0.644	51.452	22.88	6.513	61.232	165.886	1.746	0	0	11.143	0	2.502	0.631	13.014	4.434	14.522	138.991	0	3.158	1.275	5.138	0	32.534	4.613
GO:0004476	131.917	1288.292	575.441	2696.82	387.44	344.769	312.148	552.898	76.098	497.307	394.336	186.302	288.367	509.059	597.481	646.954	2507.833	646.954	356.551	1224.57	1542.17	2507.833	808.655	1560.739	2743.172	1869.553	858.979	993.449	1911.871	1145.562	649.905	758.897	1972.758	1042.739	293.514	1326.102	2494.08	2034.179	1689.844	112.46	389.738	880.133	435.105	416.482	313.312	420.73	486.412	267.45	130.826	759.599	156.953	121.998	106.024	239.619	475.272	769.201	189.115	1044.735	497.307	895.189	712.687	157.429	697.525	3045.269	494.868	1287.757	1058.129	1832.724	316.499	471.342	606.64	586.931	62.936	493.546	205.656	3004.791	901.201	264.178	225.853	845.951
GO:0004477	653.836	1933.208	904.651	4172.943	507.624	640.011	408.417	991.842	408.188	3294.488	463.478	345.498	326.195	434.528	669.998	798.288	2639.96	798.288	599.689	1526.289	2367.266	2639.96	1260.74	1810.143	1585.867	1956.65	1540.557	1965.343	3763.88	1849.841	3664.953	2025.643	1705.376	1972.385	750.766	3098.656	1765.813	1297.383	2480.885	217.991	695.687	897.122	680.463	657.301	1412.035	884.502	991.935	618.979	320.818	1466.548	641.834	264.512	313.061	661.374	811.058	1949.511	593.625	2637.761	3294.488	1934.655	1305.697	286.922	1483.017	1700.667	569.184	1151.319	2333.621	2421.475	1309.693	497.237	1720.433	1518.987	69.461	2200.209	1289.788	3209.245	1043.001	842.375	301.792	1034.833
GO:0004478	896.245	2417.539	1036.605	8248.601	822.254	948.197	633.964	1844.368	561.496	4350.363	701.063	572.068	665.356	548.291	1351.289	569.286	4089.314	569.286	1100.018	2738.741	4645.728	4089.314	2807.751	1735.167	2446.045	2352.05	2780.072	4428.279	7383.495	1722.409	5572.807	2943.657	3020.042	2519.377	1371.383	6508.386	3373.909	2185.733	3415.37	371.594	1308.864	1627.04	1216.068	1067.361	2350.548	1196.906	2028.608	891.728	518.003	1495.946	1126.566	495.578	639.232	1771.091	1249.559	2425.469	1015.285	4045.415	4350.363	4850.132	1465.964	225.258	1728.504	2507.254	799.874	1677.056	2575.794	4038.006	1760.36	724.607	2080.216	2689.221	92.312	3477.61	2097.044	4411.556	1480.039	1337.217	531.448	1455.26
GO:0004479	720.814	1395.373	799.818	4690.392	467.062	613.129	400.533	906.507	411.209	3766.205	401.546	322.701	327.355	500.441	406.054	636.483	1603.694	636.483	678.589	1497.791	2307.053	1603.694	1391.627	2000.176	2596.043	2217.519	1482.308	2176.054	4267.424	1718.022	4170.337	2090.4	2105.302	1979.712	845.054	4094.308	1469.925	958.26	2357.039	227.758	675	1448.745	781.957	631.257	1532.512	1022.961	1201.784	598.727	371.418	1412.725	555.717	340.207	368.982	523.016	945.977	2059.018	680.898	3075.872	3766.205	3195.042	1165.335	271.972	1600.501	1131.164	696.509	1088.832	2136.306	2412.621	1337.773	431.014	1686.969	1267.394	133.717	2373.076	1494.847	3373.383	1073.391	919.896	344.553	1040.523
GO:0004488	653.836	1914.33	899.932	4075.603	504.228	619.223	408.417	987.215	404.849	3287.39	459.994	406.31	365.541	431.121	787.508	793.383	2670.568	793.383	598.017	1454.057	2229.565	2670.568	1242.631	1803.284	2224.944	2051.249	1516.542	1901.134	3440.293	1843.474	3659.932	1981.953	2291.859	1911.676	798.158	2916.317	1809.864	1242.295	2470.807	214.288	651.767	1554.474	673.708	648.863	1396.377	877.389	991.935	628.105	294.834	1459.474	641.834	248.221	311.541	656.295	802.522	1914.356	590.049	2769.435	3287.39	1924.23	1319.921	249.249	1473.192	1661.122	608.563	1097.27	2314.485	2416.329	1306.3	487.618	1720.433	1511.679	66.037	2182.148	1286.753	2939.318	1043.001	828.963	301.792	1029.622
GO:0004489	1075.724	1928.196	956.483	5386.578	634.58	741.869	638.527	952.345	538.054	3003.8	566.558	366.798	363.653	835.166	612.428	701.858	2874.078	701.858	904.458	1549.438	3066.492	2874.078	1483.445	2377.364	2813.768	2536.604	1867.218	2475.253	4377.669	2743.739	4008.847	2184.319	3091.161	2416.619	990.605	3957.844	2281.249	1452.916	2205.329	308.149	739.888	1963.249	901.572	704.862	1508.764	1447.833	1126.575	852.754	357.317	1674.974	652.681	281.54	329.964	907.084	843.607	2539.599	555.841	3337.445	3003.8	2191.331	1220.592	176.658	2231.633	2228.027	794.851	1295.097	2941.873	4046.843	1592.098	698.955	1909.727	1756.39	162.201	2919.539	1468.216	3501.878	1354.019	858.958	387.063	1231.685
GO:0004491	0	1.434	0	0	3.388	0	0	0	0	0	0.677	0.685	1.368	0	0	0	59.336	0	4.066	1.371	1.064	59.336	0.678	0	0	152.721	4.068	1.062	0	0	0	4.105	0	9.491	1.35	7.093	3.42	0	0	0	0	2.125	0.685	3.239	0	0	0	0	0	0	0	0	0	2.03	4.293	0	0	0.685	0	1.442	4.065	0	2.033	0.679	0	0	2.159	1.4	0	0.676	3.383	2.753	0	1.369	0	0	6.102	0	25.747	2.712
GO:0004494	88.327	872.787	238.244	2080.252	106.543	57.045	118.849	43.674	14.458	103.134	95.606	9.088	9.512	284.696	17.357	380.226	287.926	380.226	164.662	196.221	587.884	287.926	107.473	835.565	705.018	1258.275	255.321	1334.723	1510.161	286.122	326.094	595.309	369.616	381.638	92.078	111.491	218.042	95.212	198.529	25.34	143.966	15.205	104.169	319.866	97.207	21.218	44.837	12.943	30.514	329.963	5.862	7.39	99.927	4.363	393.146	315.796	81.25	514.694	103.134	2257.878	174.792	32.544	214.763	329.485	228.221	803.652	575.268	858.503	90.467	235.896	214.426	355.489	3.256	164.165	111.955	250.245	821.82	51.869	102.541	448.522
