Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
K04018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3566115074	37.3325673959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.7326206386	10.2433505481	0	0	167.5431008312	0	0	0	0	0	342.0186760743	92.9896784428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04019	18.8727702527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.1317532878	22.4579784441	19.5903947003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.5351797018	0	0	0	91.9256718255	0	0	0	0	0	459.4201456274	45.0561529466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6195666483	0
K04020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7034436801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.7783051578	0	0	0	49.0460600881	0	0	0	0	0	328.6625873273	50.4023224604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04022	13.1054164262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3828313778	17.8243403765	19.3253544962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.0903934218	0	0	0	67.2812466988	0	0	0	0	0	391.1033109584	74.5562916231	0	0	0	0	0	0	0	0	0	0	21.2997134394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9910928973	0
K04023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.4119181473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.7760338182	0	0	0	197.6778183213	0	0	0	0	0	579.8315468529	53.5974519897	0	0	0	0	0	0	0	0	0	111.6110790263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7869369814	0
K04025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7532947008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.849126746	0	0	0	47.4574323416	0	0	0	0	0	260.0801294793	22.6797188509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.1457508059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.2674894987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.3589343561	34.0729638922	0	0	0	0	0	38.4804619046	0	0	0	0	0	0	0	0	20.564072934	0	0	0	113.6981735299	45.1719799895	0	0	142.429477752	0	0	0	0	0	513.1813074811	28.2920911373	0	0	0	0	0	0	0	0	0	146.5342845725	22.5859212652	0	0	0	0	0	0	0	0	0	0	25.9128245072	0	0	0	0	0	0	65.6526945522	0
K04029	20.0144191411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.8022551717	53.9978201259	33.3703339641	0	0	0	0	0	0	0	24.1415824981	0	0	0	0	0	0	30.536231876	0	0	0	161.7615973802	28.6340588202	0	0	262.4603571616	0	0	0	0	0	923.2340332832	101.4823116082	0	0	0	0	0	0	0	0	0	44.5624567075	44.160099719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.567337136	0
K04030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6037309732	23.1289472426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115.0508069069	0	0	0	154.2512138319	0	0	0	0	0	504.4707061906	64.697141562	0	0	0	0	0	0	0	0	0	111.8738245325	24.9060993146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04031	19.4529094747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3442549345	0	27.2224480942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.1762479349	0	0	0	100.402228873	0	0	0	0	0	622.6594146504	60.0982783416	0	0	0	0	0	0	0	0	0	63.0698346762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.1103440058	0
K04032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.9630896403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.1471189027	0	0	0	56.811100577	0	0	0	0	0	468.3526389452	46.7060914481	0	0	0	0	0	0	0	0	0	0	18.9378057505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.2744423944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.4556745037	0	0	0	82.5758034121	0	0	0	0	0	406.5098645352	53.992966031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6608212537	0
K04045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.2537640929	46.4803633062	22.2355091728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.1593500932	20.5275980926	0	0	145.1190727251	0	0	0	0	0	393.6882112326	72.3512794547	0	0	0	0	0	0	0	0	0	0	17.8262013744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0906802458	0
K04046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8273581919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.3150471161	0	0	0	32.6749618332	0	0	0	0	0	307.1099863029	28.9804642698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04062	19.950751294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.7950590851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.6790051511	0	0	0	0	0	353.3120013925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04063	0	0	21.6313389242	0	0	0	0	0	0	0	0	0	0	0	0	0	66.8047138121	52.3581688082	23.9128395734	0	0	0	0	0	0	0	21.5202442602	0	0	0	0	0	0	16.7807014071	0	0	0	145.4974336411	0	0	0	88.5711081947	0	0	0	0	0	627.0555686342	88.1468712301	0	0	0	0	0	0	0	0	0	0	16.7561621133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.4911540401	0
K04065	27.8057895847	10.8046661964	14.1068378592	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0117677423	25.8185646829	0	0	0	0	0	0	12.6950556013	0	9.4824301597	0	0	0	0	0	0	0	0	14.0033638038	0	145.9159884491	17.2446378433	0	0	143.046442882	0	0	0	0	0	508.2442107301	80.1442281445	0	0	0	0	0	0	0	0	0	0	32.5011994949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.2801039848	0
K04067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.2823539191	0	0	0	37.2434055841	0	0	0	0	0	220.1393976845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.7106850679	0	0	0	24.7327264479	0	0	0	0	0	246.3598474909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04074	0	0	0	0	0	0	44.8382932545	0	83.8758460699	0	0	0	0	0	0	0	0	0	24.6701008066	0	0	0	36.589054724	18.9141038205	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8536349089	0	0	0	134.7667012463	0	0	0	0	0	0	0	0	0	0	0	18.2509080212	0	0	0	0	201.2814173925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04080	25.4431967119	0	0	0	0	0	9.2016698384	0	0	0	0	0	0	16.2509751853	0	4.6167953508	77.1643903008	89.9592230857	20.6134117859	0	0	0	0	0	11.359601785	0	25.2692440158	0	0	0	0	0	0	36.5325676044	0	0	0	262.852778396	16.0934539268	0	0	204.5920654407	0	0	0	0	0	1349.3509837222	118.7231133304	0	0	0	0	0	0	0	0	0	0	34.5345629608	0	0	0	6.9629704549	0	0	0	0	0	0	0	0	0	0	16.2775786447	0	0	57.1478208065	0
K04081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.3548407811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.2676409672	0	0	0	49.9562815521	0	0	0	0	0	469.4723810576	30.5558285477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.3791482845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.2143046463	0	0	0	85.7321152942	0	0	0	0	0	435.9754955876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04084	22.6371871332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7711093778	43.0292820637	0	0	0	0	0	0	9.3870565704	0	18.2404096759	0	0	0	0	0	0	13.0876298937	0	0	0	130.137339641	14.3120963278	0	0	94.9675932167	0	0	0	0	0	502.8595807461	65.0749822022	0	0	0	0	0	0	0	0	0	0	23.4479840463	0	0	0	0	7.3922599145	0	0	0	0	0	0	0	0	0	0	0	0	30.6330901352	0
K04085	16.520365717	12.3272013383	12.6710021522	0	16.0484719119	0	0	0	0	0	0	0	0	8.6518163311	0	0	0	46.1454163891	8.4469403926	0	0	0	0	0	0	0	17.0724695006	0	0	0	0	0	0	16.1806744412	0	0	0	217.5516688044	15.4236262604	12.063233037	0	45.1470562543	0	0	0	0	0	514.5574046198	35.856559075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3250917926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2859449471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.9084885429	0	0	0	77.0587325935	0	0	0	0	0	791.5083529254	47.5501557633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1531515531	0
K04088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.7578591605	0	0	0	59.6334464813	0	0	0	0	0	721.939218411	45.8723141818	0	0	0	0	0	0	0	0	0	0	14.712093014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04091	18.9952895287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2709970624	44.9070573979	0	0	0	0	0	0	0	0	24.1837203819	0	0	0	0	0	0	0	0	0	0	127.7833407067	17.5898739236	0	0	134.2185845979	0	0	0	0	0	802.9261658477	85.7617106978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9160343335	0	0	0	0
K04334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0465430887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.8221277852	0	0	0	47.6779932247	0	0	0	0	0	110.3861090678	59.1308267236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0926394685	30.2308644949	15.2969582651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.2682532426	0	0	0	106.4606284192	0	0	0	0	0	199.437592344	71.6110190528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0574488233	0
K04336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.6910709068	28.4269003072	0	0	0	0	0	0	0	0	31.7183309569	0	0	0	0	0	0	0	0	0	0	197.2122052021	22.2420359243	0	0	145.9037813847	0	0	0	0	0	292.781282227	146.6856390579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.384104619	0
K04337	12.2172022559	0	0	0	0	0	0	0	0	0	0	0	0	16.958115848	0	0	18.547645745	0	14.294131462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.276093493	0	0	0	86.7624530829	0	0	0	0	0	204.8380183276	59.6527420592	0	0	0	0	0	0	0	0	0	0	26.2415938132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1299945111	0
K04338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.725658367	0	0	0	117.7444238738	0	0	0	0	0	305.6645067442	90.1378446115	0	0	0	0	0	0	0	0	0	0	20.0187969925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0313283208	0
K04565	15.2013709226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9751424906	34.6062779294	0	0	0	0	0	0	0	0	22.2466461136	0	0	0	0	0	0	0	0	20.7073968819	0	78.7446349399	16.6317461442	0	0	80.1468102888	0	0	0	0	0	287.1493815429	43.4800637156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.8354671378	0
K04568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8132935884	23.1431859597	11.1031558624	0	0	0	0	0	9.787670492	0	0	0	0	0	0	0	0	0	0	0	0	119.2057597613	14.8115080357	0	0	94.6889506391	0	0	0	0	0	644.207669716	74.4087638765	0	0	0	0	0	0	0	0	0	0	16.9255188936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3856869957	0
K04691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6773041534	19.2426162308	0	0	0	0	0	0	0	0	14.9939190233	0	0	0	0	0	0	33.3274819423	0	0	0	125.7141111454	0	0	0	105.3620820476	0	0	0	0	0	710.6872723033	52.86401069	0	0	0	0	0	0	0	0	0	0	17.7976465415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6719961091	0
K04750	37.5964087445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9593554943	42.6580979483	21.3976340777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.9048354324	25.9994391505	0	0	184.2584674274	0	0	0	0	0	388.4269536178	118.4579284728	0	0	0	0	0	0	0	0	0	0	28.627105272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.7478662217	0
K04752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.6975596681	51.2749619007	38.5497801226	0	0	0	0	0	0	0	28.4597678053	0	0	0	0	0	0	0	0	0	0	139.5570628247	0	0	0	123.9342395616	0	0	0	0	0	588.1154813273	139.9999870594	0	0	0	0	0	0	0	0	0	0	30.9999464651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.5981128979	0	0	70.3877331578	0
K04753	13.6092645649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8082239851	46.7725815781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.9576354514	22.4786881093	0	0	158.7003202419	0	0	0	0	0	544.9610639915	77.9074187442	0	0	0	0	0	0	0	0	0	0	26.4485769727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.1079735686	0
K04754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.6305345946	0	0	0	75.1910910684	0	0	0	0	0	308.6937828209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.7217111736	0	0	0	77.3338702106	0	0	0	0	0	414.8557681302	64.9529583024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04760	28.6331665101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.5723315314	40.9863657904	0	0	0	0	0	0	12.1637942589	0	16.4040802729	0	0	0	0	0	0	0	0	0	0	168.5537176597	0	0	0	90.2997513708	0	0	0	0	0	463.9509670298	58.1744480999	0	0	0	0	0	0	0	0	0	0	20.5234293861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.4533309957	0
K04770	22.3761104549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.9129293995	49.9075041083	27.547674878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174.6450156061	0	0	0	139.1769183281	0	0	0	0	0	674.4471242595	93.6751136272	0	0	0	0	0	0	0	0	0	0	31.5517345208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.8888887819	0
K04772	21.649343106	0	11.1679196298	0	0	0	0	0	0	0	0	0	0	0	0	0	27.6899750122	71.2043248816	25.7348292045	0	0	0	0	0	0	0	17.6164058729	0	0	0	0	0	0	0	0	0	0	165.4521577399	19.4509654084	0	0	141.2593683343	0	0	0	0	0	680.7146801699	96.8181090896	0	0	0	0	0	0	0	0	0	0	37.1480591425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0361594802	0	0	24.4561929837	0
K04774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.6741950622	0	0	0	54.0674036839	0	0	0	0	0	406.3739952116	44.0571389741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.131128088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.435593113	0	0	0	60.9403927527	0	0	0	0	0	522.4968272086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3589270041	0
K04781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.8947182956	0	0	0	66.1998642042	0	0	0	0	0	286.3282093488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.2184549799	0	0	0	44.8723102064	0	0	0	0	0	167.9610811059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.7425706968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.3906917234	0	0	0	58.1469214954	0	0	0	0	0	212.5671100308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.2782939923	0	0	0	51.3617503523	0	0	0	0	0	185.5107500799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K04844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0985561337	0	0	0	0	0	0	0	0	19.9901858932	0	0	0	0	0	0	0	0	0	0	106.12795422	0	0	0	84.8329818181	0	0	0	0	0	277.045387881	51.0762539778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4237035914	0
K05245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2888769444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.0306786337	0	0	0	81.8534338827	0	0	0	0	0	185.9757514854	66.1410565484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7407695242	0	0	0	0	19.5571567075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92.0909847538	0	0	0	0	0	54.1707041327	0	0	0	0	0	0	0	0	0	0	111.7560883363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05337	0	0	0	0	0	0	15.3385599617	0	32.13429342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4339197449	0	0	0	0	0	0	0	0	0	0	0	0	37.385661956	15.7226209532	0	0	51.6214609706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105.6757333066	0	0	0	15.9582095861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.0829081882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.1954433017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.4426011373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.2848760442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05362	0	0	0	0	0	0	60.2529087451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.5960052292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.5153050394	17.4458768046	0	0	21.6278671917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.2095625196	0	0	0	35.8510880236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05363	0	0	0	0	0	0	32.5517923017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5417621434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8559777538	0	0	0	141.31122317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.2032306152	0	0	0	20.8502711655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.3436537211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.8772091158	0	0	0	57.9053090302	0	0	0	0	0	508.127353561	42.3697105066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05368	0	0	11.2676173058	0	0	0	0	0	0	0	0	0	0	0	0	0	28.5536838245	80.1253864444	33.2869801698	0	0	0	0	0	0	0	21.47534925	0	0	0	0	0	0	13.2729817049	0	0	0	205.8441219581	0	0	0	158.9765318139	0	0	0	0	0	719.31310368	113.0042076165	0	0	0	0	0	0	0	0	0	0	36.8695607749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0211696776	0	0	38.3734849981	0
K05372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.2382999259	0	0	0	78.5427663744	0	0	0	0	0	387.4229053864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7773127861	0	0	0	35.0142881538	0	0	0	0	0	150.7863906972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05396	0	0	20.0863955997	0	0	0	0	0	0	0	0	0	0	0	0	0	23.706943257	0	0	132.5430159967	152.4912536032	0	0	0	12.3965209967	0	14.7910848884	0	0	0	0	0	0	0	0	0	0	58.1203963678	0	0	0	52.8754906941	0	0	0	0	0	787.0712218034	47.0829856905	0	0	0	0	0	0	0	0	0	249.4447446307	66.0466679893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5700254663	0
K05499	23.1601189081	0	0	0	0	0	0	0	0	0	0	0	0	18.3933488557	0	0	50.5441609405	52.529169814	39.6661113143	0	0	0	0	0	0	0	27.6236379325	0	0	0	0	0	0	22.9650366994	0	0	0	183.1724442079	17.6445044027	0	0	147.6163505191	0	0	0	0	0	717.9717352424	113.2432954125	0	0	0	0	0	0	0	0	0	0	20.85678219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7488390668	0
K05501	35.4733133735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.2187575444	56.4373886801	22.5182395015	0	0	0	0	0	0	0	24.1484165842	0	0	0	0	0	0	0	0	24.1643292329	0	267.4704315727	30.5902032713	0	0	251.3165042629	0	0	0	0	0	1095.4416228812	149.9710848627	0	0	0	0	0	0	0	0	0	0	24.126237912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.6933040631	0	0	46.7312669392	0
K05517	12.2298050654	0	0	0	0	0	0	0	0	0	0	0	0	15.5902770429	0	0	32.2184765311	54.1478509405	36.4841599708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2477859342	0	0	0	151.4151310867	0	0	0	123.7150888582	0	0	0	0	0	739.3015206329	109.5993620811	0	0	0	0	0	0	0	0	0	0	21.0581887892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.0470044158	0
