variable,phyla,value,point_number
7HP,Firmicutes,0.22393,3
7HP,Proteobacteria,0.7949,3
7HP,Firmicutes,0.50128,3
7HP,Firmicutes,0.52862,3
7HP,Firmicutes,1.16296,3
7HP,Firmicutes,0.11822,3
7HP,Firmicutes,0.30988,3
7HP,Euryarchaeota,2.41744,3
7HP,Euryarchaeota,1.15195,3
7HP,Firmicutes,0.04758,3
7HP,Bacteroidetes,0.29472,3
7HP,Bacteroidetes,0.55608,3
7HP,Proteobacteria,0.03931,3
7HP,Bacteroidetes,0.00472,3
7HP,Synergistetes,0.03532,3
7HP,Firmicutes,1.44174,3
7HP,Firmicutes,0.28336,3
7HP,Firmicutes,0.44835,3
7HP,Firmicutes,0.89384,3
7HP,Firmicutes,2.10965,3
7HP,Firmicutes,0.39103,3
7HP,Firmicutes,43.12259,3
7HP,Synergistetes,0.61451,3
7HP,Firmicutes,0.00385,3
80HP,Bacteroidetes,0.54319,2
80HP,Firmicutes,0.42627,2
80HP,Bacteroidetes,7.15515,2
80HP,Bacteroidetes,0.0267,2
80HP,Bacteroidetes,1.12727,2
80HP,Bacteroidetes,0.38821,2
80HP,Bacteroidetes,0.04736,2
80HP,Firmicutes,0.00046,2
80HP,Bacteroidetes,9.78702,2
80HP,Bacteroidetes,2.51155,2
80HP,Bacteroidetes,17.44801,2
80HP,Bacteroidetes,0.00242,2
80HP,Firmicutes,0.08971,2
80HP,Firmicutes,0.02553,2
80HP,Firmicutes,0.03272,2
80HP,Firmicutes,0.71503,2
80HP,Firmicutes,0.02506,2
80HP,Firmicutes,0.01481,2
80HP,Firmicutes,0.21454,2
80HP,Firmicutes,0.05416,2
80HP,Firmicutes,2.23554,2
80HP,Firmicutes,0.0419,2
80HP,Proteobacteria,0.13704,2
80HP,Firmicutes,0.12017,2
80HP,Firmicutes,8.05296,2
80HP,Proteobacteria,0.07532,2
80HP,Proteobacteria,0.00182,2
80HP,Firmicutes,0.95195,2
80HP,Firmicutes,0.87655,2
80HP,Firmicutes,0.00248,2
80HP,Firmicutes,0.10622,2
80HP,Firmicutes,0.06154,2
80HP,Firmicutes,1.86387,2
80HP,Bacteroidetes,0.00982,2
80HP,Bacteroidetes,0.01622,2
80HP,Bacteroidetes,0.10151,2
80HP,Bacteroidetes,1.27237,2
80HP,Bacteroidetes,1.0119,2
80HP,Bacteroidetes,18.53617,2
80HP,Firmicutes,0.004,2
80HP,Firmicutes,11.1418,2
80HP,Firmicutes,0.23126,2
80HP,Firmicutes,8.74841,2
80HP,Firmicutes,0.32526,2
80HP,Firmicutes,0.02748,2
80HP,Firmicutes,2.48852,2
80HP,Firmicutes,0.00982,2
81HP,Verrucomicrobia,3.35984,1
81HP,Bacteroidetes,0.47893,1
81HP,Bacteroidetes,0.81916,1
81HP,Bacteroidetes,2.45876,1
81HP,Firmicutes,0.04405,1
81HP,Bacteroidetes,0.18419,1
81HP,Bacteroidetes,3.26565,1
81HP,Bacteroidetes,0.64795,1
81HP,Bacteroidetes,2.88068,1
81HP,Bacteroidetes,0.152,1
81HP,Bacteroidetes,0.06706,1
81HP,Bacteroidetes,3.66419,1
81HP,Bacteroidetes,0.8756,1
81HP,Bacteroidetes,2.38158,1
81HP,Bacteroidetes,7.3619,1
81HP,Bacteroidetes,6.27487,1
81HP,Bacteroidetes,0.026,1
81HP,Bacteroidetes,1.08647,1
81HP,Actinobacteria,0.2104,1
81HP,Firmicutes,0.45477,1
81HP,Firmicutes,0.161,1
81HP,Firmicutes,0.00915,1
81HP,Firmicutes,0.03526,1
81HP,Firmicutes,0.01245,1
81HP,Actinobacteria,0.13925,1
81HP,Firmicutes,0.02039,1
81HP,Firmicutes,0.35983,1
81HP,Firmicutes,0.39864,1
81HP,Firmicutes,0.00218,1
81HP,Firmicutes,0.40196,1
81HP,Firmicutes,2.48309,1
81HP,Proteobacteria,0.242,1
81HP,Firmicutes,0.64463,1
81HP,Firmicutes,0.62615,1
81HP,Firmicutes,2.52072,1
81HP,Firmicutes,22.24868,1
81HP,Firmicutes,0.06336,1
81HP,Proteobacteria,0.03171,1
81HP,Firmicutes,2.93976,1
81HP,Firmicutes,0.01809,1
81HP,Firmicutes,0.10867,1
81HP,Firmicutes,0.01546,1
81HP,Firmicutes,0.39952,1
81HP,Firmicutes,0.04488,1
81HP,Firmicutes,1.28739,1
81HP,Bacteroidetes,0.63957,1
81HP,Bacteroidetes,1.0612,1
81HP,Bacteroidetes,0.50399,1
81HP,Bacteroidetes,0.98691,1
81HP,Proteobacteria,0.04894,1
81HP,Firmicutes,0.63247,1
81HP,Firmicutes,4.98037,1
81HP,Firmicutes,0.21487,1
81HP,Firmicutes,1.11765,1
81HP,Firmicutes,1.77973,1
81HP,Firmicutes,10.89456,1
81HP,Firmicutes,0.03806,1
81HP,Firmicutes,2.16778,1
81HP,Firmicutes,1.15601,1
81HP,Firmicutes,0.07135,1
83HP,Bacteroidetes,0.17995,1
83HP,Bacteroidetes,0.18481,1
83HP,Bacteroidetes,0.01343,1
83HP,Bacteroidetes,3.72611,1
83HP,Bacteroidetes,0.23425,1
83HP,Firmicutes,0.02352,1
83HP,Bacteroidetes,0.00918,1
83HP,Bacteroidetes,0.00665,1
83HP,Bacteroidetes,0.74097,1
83HP,Bacteroidetes,0.3481,1
83HP,Bacteroidetes,0.56687,1
83HP,Bacteroidetes,3.86247,1
83HP,Bacteroidetes,0.21197,1
83HP,Bacteroidetes,0.42345,1
83HP,Bacteroidetes,0.0129,1
83HP,Bacteroidetes,0.96859,1
83HP,Bacteroidetes,15.36815,1
83HP,Bacteroidetes,0.02344,1
83HP,Bacteroidetes,2.27793,1
83HP,Actinobacteria,0.18651,1
83HP,Actinobacteria,0.06095,1
83HP,Firmicutes,0.00823,1
83HP,Firmicutes,0.02036,1
83HP,Firmicutes,0.00637,1
83HP,Actinobacteria,0.20086,1
83HP,Firmicutes,0.21744,1
83HP,Firmicutes,0.40063,1
83HP,Firmicutes,0.27276,1
83HP,Firmicutes,0.03989,1
83HP,Firmicutes,0.82618,1
83HP,Firmicutes,0.58025,1
83HP,Firmicutes,0.32947,1
83HP,Firmicutes,9.55591,1
83HP,Firmicutes,0.65281,1
83HP,Firmicutes,0.52684,1
83HP,Firmicutes,0.13571,1
83HP,Firmicutes,0.91074,1
83HP,Firmicutes,6.75649,1
83HP,Firmicutes,0.03289,1
83HP,Firmicutes,0.26839,1
83HP,Euryarchaeota,0.30094,1
83HP,Euryarchaeota,0.20848,1
83HP,Firmicutes,0.12059,1
83HP,Bacteroidetes,0.03096,1
83HP,Bacteroidetes,1.23112,1
83HP,Bacteroidetes,0.036,1
83HP,Bacteroidetes,0.29501,1
83HP,Bacteroidetes,33.28022,1
83HP,Firmicutes,0.11574,1
83HP,Firmicutes,0.26069,1
83HP,Firmicutes,0.59083,1
83HP,Firmicutes,0.90655,1
83HP,Firmicutes,0.58135,1
83HP,Firmicutes,2.03179,1
83HP,Firmicutes,1.5982,1
83HP,Firmicutes,0.03756,1
83HP,Firmicutes,0.08406,1
83HP,Firmicutes,0.11411,1
83HP,Firmicutes,6.22325,1
84HP,Bacteroidetes,0.07317,2
84HP,Bacteroidetes,0.01358,2
84HP,Bacteroidetes,0.02595,2
84HP,Bacteroidetes,0.73235,2
84HP,Bacteroidetes,0.13018,2
84HP,Firmicutes,0.01791,2
84HP,Bacteroidetes,0.01579,2
84HP,Bacteroidetes,0.64462,2
84HP,Bacteroidetes,4.38598,2
84HP,Bacteroidetes,0.13098,2
84HP,Bacteroidetes,0.01685,2
84HP,Bacteroidetes,0.02906,2
84HP,Bacteroidetes,0.38569,2
84HP,Bacteroidetes,0.42629,2
84HP,Bacteroidetes,0.04162,2
84HP,Bacteroidetes,0.0161,2
84HP,Bacteroidetes,0.46769,2
84HP,Bacteroidetes,5.60035,2
84HP,Bacteroidetes,0.07194,2
84HP,Bacteroidetes,0.56698,2
84HP,Actinobacteria,0.26068,2
84HP,Actinobacteria,0.13294,2
84HP,Firmicutes,0.00843,2
84HP,Firmicutes,7e-04,2
84HP,Actinobacteria,0.12506,2
84HP,Firmicutes,0.03696,2
84HP,Firmicutes,0.01142,2
84HP,Firmicutes,0.13247,2
84HP,Firmicutes,0.12133,2
84HP,Firmicutes,0.00055,2
84HP,Proteobacteria,0.01003,2
84HP,Firmicutes,0.00505,2
84HP,Firmicutes,0.76992,2
84HP,Firmicutes,0.18704,2
84HP,Firmicutes,0.00137,2
84HP,Firmicutes,0.87978,2
84HP,Firmicutes,0.02565,2
84HP,Firmicutes,8.6855,2
84HP,Firmicutes,0.00178,2
84HP,Proteobacteria,0.09626,2
84HP,Proteobacteria,0.00521,2
84HP,Firmicutes,0.33535,2
84HP,Firmicutes,0.06572,2
84HP,Firmicutes,0.03086,2
84HP,Firmicutes,0.01807,2
84HP,Euryarchaeota,0.01286,2
84HP,Euryarchaeota,0.01377,2
84HP,Bacteroidetes,0.20533,2
84HP,Firmicutes,0.29913,2
84HP,Bacteroidetes,0.2503,2
84HP,Bacteroidetes,0.81294,2
84HP,Bacteroidetes,0.07227,2
84HP,Bacteroidetes,0.17314,2
84HP,Bacteroidetes,52.69256,2
84HP,Firmicutes,0.51934,2
84HP,Firmicutes,1.03357,2
84HP,Firmicutes,0.02114,2
84HP,Firmicutes,3.23594,2
84HP,Firmicutes,0.0639,2
84HP,Firmicutes,0.39272,2
84HP,Firmicutes,0.998,2
84HP,Firmicutes,0.0701,2
84HP,Firmicutes,0.40859,2
84HP,Firmicutes,0.05729,2
84HP,Firmicutes,12.34861,2
84HP,Firmicutes,0.01566,2
85HP,Bacteroidetes,0.02092,1
85HP,Bacteroidetes,0.00846,1
85HP,Bacteroidetes,0.91889,1
85HP,Bacteroidetes,0.2421,1
85HP,Bacteroidetes,0.07028,1
85HP,Bacteroidetes,0.02927,1
85HP,Bacteroidetes,0.24187,1
85HP,Bacteroidetes,0.49694,1
85HP,Bacteroidetes,0.06237,1
85HP,Bacteroidetes,0.94881,1
85HP,Bacteroidetes,0.00654,1
85HP,Bacteroidetes,0.09681,1
85HP,Actinobacteria,0.0776,1
85HP,Firmicutes,0.00297,1
85HP,Firmicutes,0.04698,1
85HP,Firmicutes,0.00216,1
85HP,Firmicutes,0.40669,1
85HP,Firmicutes,0.42481,1
85HP,Firmicutes,0.0172,1
85HP,Firmicutes,0.20842,1
85HP,Firmicutes,1.13346,1
85HP,Proteobacteria,2.14439,1
85HP,Firmicutes,0.74095,1
85HP,Firmicutes,0.17202,1
85HP,Firmicutes,0.1242,1
85HP,Firmicutes,11.56051,1
85HP,Firmicutes,0.02063,1
85HP,Firmicutes,36.67926,1
85HP,Firmicutes,0.00078,1
85HP,Firmicutes,0.22552,1
85HP,Firmicutes,0.06206,1
85HP,Firmicutes,0.13556,1
85HP,Firmicutes,1.00813,1
85HP,Firmicutes,0.03619,1
85HP,Bacteroidetes,0.05475,1
85HP,Bacteroidetes,0.45527,1
85HP,Bacteroidetes,11.91716,1
85HP,Bacteroidetes,0.0013,1
85HP,Firmicutes,2.04109,1
85HP,Firmicutes,0.00255,1
85HP,Firmicutes,1.04395,1
85HP,Firmicutes,0.2492,1
85HP,Firmicutes,0.00362,1
85HP,Firmicutes,0.16513,1
85HP,Firmicutes,1.54641,1
85HP,Firmicutes,2.5831,1
85HP,Firmicutes,0.06691,1
85HP,Firmicutes,0.04807,1
85HP,Firmicutes,0.6255,1
85HP,Firmicutes,18.05938,1
85HP,Firmicutes,0.00337,1
86HP,Bacteroidetes,0.01269,2
86HP,Bacteroidetes,1.92571,2
86HP,Bacteroidetes,0.16196,2
86HP,Firmicutes,0.02663,2
86HP,Bacteroidetes,0.00168,2
86HP,Bacteroidetes,0.06041,2
86HP,Bacteroidetes,0.02084,2
86HP,Bacteroidetes,0.10565,2
86HP,Bacteroidetes,9e-04,2
86HP,Bacteroidetes,0.33531,2
86HP,Bacteroidetes,0.07844,2
86HP,Bacteroidetes,0.88291,2
86HP,Bacteroidetes,0.00591,2
86HP,Firmicutes,0.00157,2
86HP,Firmicutes,0.01258,2
86HP,Firmicutes,0.00454,2
86HP,Firmicutes,0.20738,2
86HP,Firmicutes,0.07206,2
86HP,Firmicutes,0.15701,2
86HP,Firmicutes,0.00107,2
86HP,Firmicutes,17.86999,2
86HP,Firmicutes,0.08346,2
86HP,Firmicutes,0.41271,2
86HP,Firmicutes,0.00309,2
86HP,Firmicutes,0.00659,2
86HP,Proteobacteria,0.02558,2
86HP,Firmicutes,0.00769,2
86HP,Firmicutes,0.46291,2
86HP,Firmicutes,16.98526,2
86HP,Firmicutes,0.06362,2
86HP,Firmicutes,0.05132,2
86HP,Firmicutes,0.95792,2
86HP,Firmicutes,5.04049,2
86HP,Firmicutes,0.01653,2
86HP,Firmicutes,0.17129,2
86HP,Bacteroidetes,0.04607,2
86HP,Bacteroidetes,0.05687,2
86HP,Bacteroidetes,1.65065,2
86HP,Firmicutes,0.09013,2
86HP,Firmicutes,0.24024,2
86HP,Firmicutes,0.69698,2
86HP,Firmicutes,3.14953,2
86HP,Firmicutes,0.2196,2
86HP,Firmicutes,2.82174,2
86HP,Firmicutes,0.17403,2
86HP,Firmicutes,3.1776,2
86HP,Firmicutes,2.95683,2
86HP,Firmicutes,0.00712,2
86HP,Firmicutes,0.07773,2
86HP,Firmicutes,0.63221,2
86HP,Firmicutes,13.18255,2
86HP,Firmicutes,0.00799,2
88HP,Bacteroidetes,0.58716,1
88HP,Bacteroidetes,1.07244,1
88HP,Bacteroidetes,0.5231,1
88HP,Firmicutes,0.01375,1
88HP,Bacteroidetes,0.56571,1
88HP,Bacteroidetes,3.09638,1
88HP,Bacteroidetes,0.11291,1
88HP,Bacteroidetes,0.10161,1
88HP,Bacteroidetes,0.99089,1
88HP,Bacteroidetes,0.19965,1
88HP,Bacteroidetes,0.08017,1
88HP,Bacteroidetes,21.07411,1
88HP,Bacteroidetes,4.89944,1
88HP,Bacteroidetes,6.2404,1
88HP,Bacteroidetes,0.60853,1
88HP,Bacteroidetes,2.755,1
88HP,Bacteroidetes,0.00304,1
88HP,Firmicutes,0.01726,1
88HP,Firmicutes,0.00581,1
88HP,Actinobacteria,0.02523,1
88HP,Firmicutes,0.03522,1
88HP,Firmicutes,0.21031,1
88HP,Firmicutes,0.07657,1
88HP,Firmicutes,2.65242,1
88HP,Firmicutes,0.00225,1
88HP,Proteobacteria,3.81701,1
88HP,Firmicutes,0.15002,1
88HP,Firmicutes,0.00339,1
88HP,Firmicutes,0.06392,1
88HP,Firmicutes,0.05329,1
88HP,Firmicutes,40.31589,1
88HP,Firmicutes,0.27715,1
88HP,Firmicutes,1.51047,1
88HP,Firmicutes,0.04345,1
88HP,Firmicutes,0.04808,1
88HP,Firmicutes,0.12671,1
88HP,Firmicutes,0.00423,1
88HP,Firmicutes,0.40578,1
88HP,Firmicutes,0.03324,1
88HP,Euryarchaeota,0.12494,1
88HP,Euryarchaeota,0.0604,1
88HP,Bacteroidetes,1.03713,1
88HP,Firmicutes,0.04906,1
88HP,Bacteroidetes,0.34098,1
88HP,Bacteroidetes,0.00061,1
88HP,Bacteroidetes,0.01827,1
88HP,Bacteroidetes,0.70777,1
88HP,Bacteroidetes,0.14159,1
88HP,Bacteroidetes,0.50565,1
88HP,Bacteroidetes,0.00222,1
88HP,Bacteroidetes,0.63256,1
88HP,Firmicutes,0.29863,1
88HP,Firmicutes,0.13432,1
88HP,Firmicutes,1.31459,1
88HP,Firmicutes,0.04278,1
88HP,Firmicutes,0.34649,1
88HP,Firmicutes,1.09498,1
89HP,Bacteroidetes,0.03455,1
89HP,Bacteroidetes,0.07176,1
89HP,Firmicutes,0.0616,1
89HP,Bacteroidetes,0.04327,1
89HP,Bacteroidetes,0.11677,1
89HP,Bacteroidetes,0.02044,1
89HP,Bacteroidetes,0.02511,1
89HP,Bacteroidetes,0.0183,1
89HP,Bacteroidetes,0.00728,1
89HP,Bacteroidetes,1.13999,1
89HP,Bacteroidetes,0.0351,1
89HP,Bacteroidetes,0.49964,1
89HP,Actinobacteria,1.7688,1
89HP,Firmicutes,20.04416,1
89HP,Firmicutes,0.99686,1
89HP,Actinobacteria,0.28295,1
89HP,Firmicutes,1.50014,1
89HP,Firmicutes,0.40959,1
89HP,Firmicutes,0.4614,1
89HP,Firmicutes,0.52553,1
89HP,Firmicutes,10.02543,1
89HP,Firmicutes,0.08245,1
89HP,Firmicutes,0.51134,1
89HP,Firmicutes,0.6001,1
89HP,Firmicutes,1.18566,1
89HP,Firmicutes,0.02821,1
89HP,Firmicutes,21.02501,1
89HP,Firmicutes,0.00714,1
89HP,Firmicutes,0.2087,1
89HP,Firmicutes,0.36249,1
89HP,Bacteroidetes,0.08115,1
89HP,Bacteroidetes,0.21196,1
89HP,Firmicutes,4.53742,1
89HP,Bacteroidetes,0.32082,1
89HP,Bacteroidetes,0.11967,1
89HP,Firmicutes,0.03603,1
89HP,Firmicutes,2.50146,1
89HP,Firmicutes,1.56157,1
89HP,Firmicutes,0.922,1
89HP,Firmicutes,0.04645,1
89HP,Firmicutes,0.22731,1
89HP,Firmicutes,0.55211,1
89HP,Firmicutes,5.46184,1
89HP,Firmicutes,0.38559,1
89HP,Firmicutes,20.03738,1
8HP,Bacteroidetes,0.00901,1
8HP,Bacteroidetes,0.00266,1
8HP,Bacteroidetes,0.74455,1
8HP,Bacteroidetes,0.03325,1
8HP,Bacteroidetes,0.66877,1
8HP,Bacteroidetes,0.00675,1
8HP,Bacteroidetes,15.35151,1
8HP,Bacteroidetes,0.56715,1
8HP,Bacteroidetes,0.08064,1
8HP,Bacteroidetes,0.33511,1
8HP,Bacteroidetes,0.09261,1
8HP,Bacteroidetes,0.32462,1
8HP,Bacteroidetes,2.34683,1
8HP,Bacteroidetes,0.05382,1
8HP,Bacteroidetes,0.03086,1
8HP,Actinobacteria,0.00798,1
8HP,Firmicutes,48.79667,1
8HP,Firmicutes,0.26945,1
8HP,Firmicutes,0.38492,1
8HP,Firmicutes,0.13732,1
8HP,Firmicutes,0.21729,1
8HP,Firmicutes,0.21548,1
8HP,Firmicutes,0.08112,1
8HP,Firmicutes,0.19932,1
8HP,Firmicutes,0.00476,1
8HP,Proteobacteria,0.04282,1
8HP,Firmicutes,0.5658,1
8HP,Firmicutes,1.81838,1
8HP,Firmicutes,0.05323,1
8HP,Firmicutes,0.10425,1
8HP,Firmicutes,5.33047,1
8HP,Firmicutes,0.82679,1
8HP,Firmicutes,2.36088,1
8HP,Proteobacteria,0.00303,1
8HP,Firmicutes,0.00859,1
8HP,Euryarchaeota,0.00306,1
8HP,Euryarchaeota,0.01998,1
8HP,Bacteroidetes,0.4724,1
8HP,Firmicutes,0.00854,1
8HP,Bacteroidetes,0.48414,1
8HP,Bacteroidetes,0.14578,1
8HP,Bacteroidetes,0.1525,1
8HP,Bacteroidetes,4.40938,1
8HP,Firmicutes,0.054,1
8HP,Firmicutes,0.07808,1
8HP,Firmicutes,4.73995,1
8HP,Firmicutes,0.00479,1
8HP,Firmicutes,0.13538,1
8HP,Firmicutes,1.23703,1
8HP,Firmicutes,0.14837,1
8HP,Firmicutes,2.58182,1
8HP,Firmicutes,0.03569,1
8HP,Firmicutes,0.144,1
8HP,Firmicutes,0.23043,1
8HP,Firmicutes,1.87245,1
8HP,Firmicutes,0.00415,1
90HP,Bacteroidetes,0.10891,2
90HP,Bacteroidetes,0.10438,2
90HP,Firmicutes,0.05437,2
90HP,Bacteroidetes,0.18663,2
90HP,Bacteroidetes,0.00112,2
90HP,Bacteroidetes,0.03529,2
90HP,Bacteroidetes,0.05656,2
90HP,Bacteroidetes,0.1471,2
90HP,Bacteroidetes,1.18048,2
90HP,Bacteroidetes,0.76556,2
90HP,Bacteroidetes,0.27105,2
90HP,Firmicutes,15.75366,2
90HP,Firmicutes,0.81516,2
90HP,Firmicutes,0.00389,2
90HP,Firmicutes,0.00948,2
90HP,Actinobacteria,0.04313,2
90HP,Firmicutes,0.79204,2
90HP,Firmicutes,0.08154,2
90HP,Firmicutes,1.40804,2
90HP,Firmicutes,0.0014,2
90HP,Proteobacteria,0.02495,2
90HP,Firmicutes,2.03228,2
90HP,Firmicutes,0.2047,2
90HP,Firmicutes,0.13877,2
90HP,Firmicutes,2.40856,2
90HP,Firmicutes,0.06479,2
90HP,Firmicutes,23.51956,2
90HP,Proteobacteria,0.07279,2
90HP,Proteobacteria,0.16836,2
90HP,Firmicutes,0.2177,2
90HP,Firmicutes,0.06091,2
90HP,Bacteroidetes,0.44479,2
90HP,Firmicutes,0.39595,2
90HP,Bacteroidetes,0.22249,2
90HP,Bacteroidetes,0.29196,2
90HP,Proteobacteria,0.34357,2
90HP,Firmicutes,13.29307,2
90HP,Bacteroidetes,4.78304,2
90HP,Bacteroidetes,0.86552,2
90HP,Firmicutes,0.09943,2
90HP,Firmicutes,0.53899,2
90HP,Firmicutes,0.56287,2
90HP,Firmicutes,0.32831,2
90HP,Firmicutes,0.86472,2
90HP,Firmicutes,4.99338,2
90HP,Firmicutes,0.02164,2
90HP,Firmicutes,0.23936,2
90HP,Firmicutes,20.35446,2
90HP,Firmicutes,0.01222,2
92HP,Bacteroidetes,0.04787,2
92HP,Bacteroidetes,0.00132,2
92HP,Bacteroidetes,0.02577,2
92HP,Bacteroidetes,0.10536,2
92HP,Bacteroidetes,0.00934,2
92HP,Bacteroidetes,0.02218,2
92HP,Bacteroidetes,2.98951,2
92HP,Bacteroidetes,0.01088,2
92HP,Bacteroidetes,0.27224,2
92HP,Bacteroidetes,0.37768,2
92HP,Bacteroidetes,0.2093,2
92HP,Bacteroidetes,0.29817,2
92HP,Bacteroidetes,0.52301,2
92HP,Firmicutes,0.45123,2
92HP,Firmicutes,0.9902,2
92HP,Firmicutes,0.00304,2
92HP,Firmicutes,0.06996,2
92HP,Firmicutes,0.12069,2
92HP,Firmicutes,0.22166,2
92HP,Firmicutes,0.04953,2
92HP,Firmicutes,0.16845,2
92HP,Proteobacteria,0.01343,2
92HP,Firmicutes,0.05297,2
92HP,Firmicutes,0.00608,2
92HP,Firmicutes,0.09191,2
92HP,Firmicutes,0.23994,2
92HP,Firmicutes,3.0919,2
92HP,Firmicutes,0.01516,2
92HP,Firmicutes,0.28421,2
92HP,Firmicutes,0.03188,2
92HP,Firmicutes,0.47014,2
92HP,Bacteroidetes,0.00515,2
92HP,Bacteroidetes,0.46283,2
92HP,Bacteroidetes,0.04318,2
92HP,Firmicutes,3.96815,2
92HP,Bacteroidetes,78.74968,2
92HP,Bacteroidetes,0.94897,2
92HP,Firmicutes,0.44787,2
92HP,Firmicutes,0.17611,2
92HP,Firmicutes,0.11261,2
92HP,Firmicutes,0.70873,2
92HP,Firmicutes,0.42182,2
92HP,Firmicutes,0.18759,2
92HP,Firmicutes,0.16351,2
92HP,Firmicutes,2.15022,2
93HP,Verrucomicrobia,0.01607,1
93HP,Bacteroidetes,1.69106,1
93HP,Bacteroidetes,0.02129,1
93HP,Bacteroidetes,0.05149,1
93HP,Firmicutes,0.13737,1
93HP,Bacteroidetes,0.06486,1
93HP,Bacteroidetes,2.45702,1
93HP,Bacteroidetes,1.66143,1
93HP,Bacteroidetes,0.02099,1
93HP,Bacteroidetes,2.0789,1
93HP,Bacteroidetes,4.28451,1
93HP,Bacteroidetes,0.59112,1
93HP,Bacteroidetes,2.74914,1
93HP,Bacteroidetes,9.06642,1
93HP,Bacteroidetes,0.14554,1
93HP,Bacteroidetes,1.63618,1
93HP,Actinobacteria,0.13832,1
93HP,Actinobacteria,1.56787,1
93HP,Actinobacteria,0.02085,1
93HP,Firmicutes,0.31576,1
93HP,Firmicutes,0.37035,1
93HP,Firmicutes,0.0409,1
93HP,Firmicutes,0.31582,1
93HP,Firmicutes,0.42906,1
93HP,Firmicutes,0.16336,1
93HP,Firmicutes,0.34287,1
93HP,Firmicutes,0.495,1
93HP,Firmicutes,31.3939,1
93HP,Firmicutes,9.34309,1
93HP,Firmicutes,0.01797,1
93HP,Firmicutes,0.05916,1
93HP,Firmicutes,2.62644,1
93HP,Bacteroidetes,0.39743,1
93HP,Firmicutes,1.14743,1
93HP,Bacteroidetes,0.02618,1
93HP,Bacteroidetes,3.13419,1
93HP,Bacteroidetes,0.00264,1
93HP,Bacteroidetes,0.05327,1
93HP,Bacteroidetes,0.01768,1
93HP,Firmicutes,0.18183,1
93HP,Firmicutes,2.62433,1
93HP,Firmicutes,7.20818,1
93HP,Firmicutes,1.72271,1
93HP,Firmicutes,0.33637,1
93HP,Firmicutes,1.80482,1
93HP,Firmicutes,0.00606,1
93HP,Firmicutes,0.02986,1
93HP,Firmicutes,5.72245,1
93HP,Firmicutes,0.00961,1
95HP,Bacteroidetes,0.00653,1
95HP,Bacteroidetes,0.0421,1
95HP,Bacteroidetes,0.17428,1
95HP,Firmicutes,0.06565,1
95HP,Bacteroidetes,1.6281,1
95HP,Bacteroidetes,0.0958,1
95HP,Bacteroidetes,0.01478,1
95HP,Bacteroidetes,0.34541,1
95HP,Bacteroidetes,1.32615,1
95HP,Bacteroidetes,14.28159,1
95HP,Bacteroidetes,9.97061,1
95HP,Actinobacteria,2.89281,1
95HP,Actinobacteria,0.45099,1
95HP,Firmicutes,0.01369,1
95HP,Firmicutes,0.0637,1
95HP,Firmicutes,0.04176,1
95HP,Firmicutes,0.00079,1
95HP,Firmicutes,0.06398,1
95HP,Actinobacteria,0.25262,1
95HP,Firmicutes,0.02291,1
95HP,Firmicutes,0.30228,1
95HP,Firmicutes,0.55435,1
95HP,Firmicutes,8.98434,1
95HP,Firmicutes,0.08038,1
95HP,Firmicutes,3.32385,1
95HP,Firmicutes,0.09365,1
95HP,Firmicutes,0.05382,1
95HP,Firmicutes,0.00073,1
95HP,Proteobacteria,1.42079,1
95HP,Firmicutes,4.60869,1
95HP,Firmicutes,0.85402,1
95HP,Firmicutes,0.00208,1
95HP,Firmicutes,5.31213,1
95HP,Firmicutes,0.06213,1
95HP,Firmicutes,0.23932,1
95HP,Firmicutes,13.76543,1
95HP,Firmicutes,0.07164,1
95HP,Firmicutes,3.57443,1
95HP,Firmicutes,0.00707,1
95HP,Firmicutes,0.03033,1
95HP,Firmicutes,0.00132,1
95HP,Firmicutes,0.13554,1
95HP,Firmicutes,2.05563,1
95HP,Firmicutes,0.48518,1
95HP,Bacteroidetes,0.0217,1
95HP,Bacteroidetes,1.20818,1
95HP,Bacteroidetes,0.25159,1
95HP,Bacteroidetes,0.34994,1
95HP,Bacteroidetes,0.02776,1
95HP,Bacteroidetes,1.68113,1
95HP,Firmicutes,0.16372,1
95HP,Firmicutes,1.22386,1
95HP,Firmicutes,3.19873,1
95HP,Firmicutes,2.33896,1
95HP,Firmicutes,0.04685,1
95HP,Firmicutes,0.12802,1
95HP,Firmicutes,2.07686,1
95HP,Firmicutes,1.91388,1
95HP,Firmicutes,0.28495,1
95HP,Firmicutes,0.31352,1
95HP,Firmicutes,0.11958,1
95HP,Firmicutes,3.45428,1
95HP,Proteobacteria,0.32696,1
95HP,Firmicutes,0.04993,1
96HP,Bacteroidetes,0.00179,2
96HP,Bacteroidetes,0.01934,2
96HP,Bacteroidetes,0.1491,2
96HP,Bacteroidetes,0.00776,2
96HP,Firmicutes,0.00964,2
96HP,Bacteroidetes,2.05629,2
96HP,Bacteroidetes,0.06969,2
96HP,Bacteroidetes,0.04008,2
96HP,Bacteroidetes,1.01847,2
96HP,Bacteroidetes,10.08766,2
96HP,Bacteroidetes,0.00087,2
96HP,Bacteroidetes,14.6364,2
96HP,Bacteroidetes,5.34822,2
96HP,Bacteroidetes,0.0136,2
96HP,Actinobacteria,0.21512,2
96HP,Actinobacteria,0.07269,2
96HP,Firmicutes,0.06876,2
96HP,Firmicutes,0.0545,2
96HP,Firmicutes,0.02121,2
96HP,Firmicutes,0.34169,2
