Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
ko00360	38.199207893	30.7766921005	127.5974989568	16.7913631116	8.6592244212	30.8556957922	17.6003240026	125.4731936693	53.0515863543	113.7654711787	15.2232054798	29.9619381685	9.9907450627	9.493026216	47.7977471483	32.9354147467	14.4623518052	44.9115412429	50.8162636984	65.2789472504	59.6880065753	59.3130731389	29.2783300655	29.2104320708	57.2908434199	84.4322181388	114.3276997287	50.2572246478	117.908580744	52.8643871294	165.6184269896	113.3846266291	83.0519373946	76.118180975	34.6674616376	21.5062626253	38.2462321228	168.1081251271	40.6569429958	4.6109519889	20.5358765713	72.4266604724	14.4621417847	78.300804746	20.8693361846	20.1586271142	33.4635813576	398.1602810724	80.4286298349	44.0224403124	5.1709543133	17.636528465	14.6752706642	50.3712594537	0	17.3772923735	45.427944979	50.3694025574	156.0979605326	90.2309130383	15.2421894304	10.4437554237	38.0067720645	83.5044833631	24.1262281599	48.4192693007	14.5414055054	143.4165908607	38.7605102518	80.1647688697	28.9938177784	12.5428833703	40.355801835	30.6738395975	68.7820856423	125.1609480061	80.6420464803	104.3552859895	29.9649495069
ko00400	119.9924255033	115.8281620533	356.2536029551	68.9266512692	29.7605350055	87.7016082984	87.7131108496	478.7176915101	180.7524787731	303.0401722556	61.247360373	74.9703979455	42.1085763478	37.7235157008	158.5593740367	152.0948206918	16.1758588975	120.5626307263	161.3582235037	256.0024462393	266.6016819578	215.0848682771	150.6422062177	132.733748941	212.5144220305	250.1142417397	329.0708515651	217.9302597995	385.1168203027	237.8882521576	427.3169653756	400.9179530024	295.7938971	356.5427945387	178.6094118575	93.0264076145	178.8674177712	745.8773065136	178.1903346618	22.5995438273	73.9334486986	132.8669079406	106.2051209291	196.358498482	76.4749059304	63.206147227	116.1344404302	561.8487355373	175.0081278496	183.5317992712	18.2443945576	77.2904709511	88.4281232449	210.9568250059	38.1917473418	64.4340685161	163.2552281869	149.5584747319	498.9354904077	226.7675201606	48.7031722736	35.8070131194	162.427922848	255.3511839141	95.6243856431	188.6878129167	73.6828448768	428.1089424724	111.9610967837	253.2510889404	106.9301466214	71.994927979	143.7376801143	140.0450736157	220.0391997085	384.3237068788	264.0960239425	242.2406176203	97.4804083266
ko00430	95.563776237	79.0955293348	287.4744831911	0	0	64.2877397889	78.1375359141	298.1530294817	0	295.1702975602	43.8840485365	54.5974910824	0	35.4313947923	134.8442909454	117.231667735	19.6774366568	91.0590538114	178.0344155246	290.2185339024	289.1225043125	179.8298363249	94.5745727796	0	0	191.1969796112	350.872169829	145.4175381733	347.7905466716	152.8110377767	472.011852795	306.3359909483	0	249.5621110933	97.3935997735	0	103.7056956169	392.4436604207	206.8723263568	20.9374883396	65.0055613959	125.1313401125	64.766426931	0	54.5995835888	54.3142205535	110.4944767656	537.7325445796	146.2742814267	109.5159056163	25.7832349028	46.9984879199	0	164.7976882367	46.3016384123	57.4992630452	125.7567941975	131.72739577	481.1576538341	227.9501872693	0	0	126.6689285895	220.5100669258	86.4917362843	153.9561673653	68.3415621686	349.7786986712	84.559409051	208.1382016486	102.62373401	0	114.341478784	122.1301489203	0	358.656688858	202.4861603357	226.0174427626	96.9198872897
ko00440	14.6472246232	11.6608698862	102.1953617576	0	0	16.3022684998	8.7675176809	96.0536964926	34.2047642527	78.0361306817	5.8435890587	23.9411878084	2.2106191939	3.2827380318	19.7623130577	13.8669347132	6.0021484679	10.8492132979	27.9408723727	88.9284719582	98.1959320324	15.7054747438	4.7710171486	4.9694121242	12.7176848886	73.6738222103	61.121678698	13.6761530125	64.3989455494	10.4471148979	23.2628662322	69.2778971462	34.0201017118	29.7138472505	4.4357306807	15.4888223427	17.5361031488	39.9287849264	20.6411333712	0	9.3945484965	35.906112691	6.4655842732	51.5055996613	8.3710362637	9.5091610703	1.3884317381	234.3549391106	39.6209143319	7.6639214689	2.9248454908	6.6531220275	4.9461727354	4.1615779311	0	4.6525689918	27.1156416615	27.0534659843	138.8180009123	76.8419738259	0	0	18.9790161929	60.1165576795	10.2588039246	7.1454683986	2.8021634646	137.1928642995	26.9575388262	48.2306178691	7.2411462065	1.8827677355	19.0293681252	0.3962884834	34.1030473545	71.437119177	44.4536301391	98.1507453487	0.8039153596
ko00471	191.2222202907	197.2195395916	757.1040306111	103.2202760891	50.2906235364	149.9517330892	120.438230738	880.3553942956	327.8699382322	733.4384706206	95.5444459364	133.4860056616	75.1497625902	64.455277061	286.1492369526	197.521928662	41.2246661247	159.6507600162	324.9586879627	374.8183638542	329.2067620449	388.4208348826	248.4219822814	260.2374625037	316.3561186977	512.0678264602	487.1114334702	383.736249708	832.9810351684	390.0320164598	730.9127705241	871.253894023	630.8304083069	483.8182440867	279.1262093587	118.7770226372	229.5240628072	1172.0603311114	273.2020249462	33.0394265456	125.9410462636	212.5212548468	106.7609362204	438.9401667757	135.518871836	134.9510146656	245.1070916698	978.3739396313	335.4597960899	333.0505570772	35.2085221601	97.3038243875	141.2378940972	378.6611513313	68.734021497	107.7506550777	289.3729832918	279.4490106194	932.0900640421	508.3693582627	101.2691351392	69.4711184183	241.75463539	507.6853921472	166.3509222965	352.1324355707	109.5421851762	930.074653391	223.4136051494	491.9958701478	126.7061978598	103.606325956	252.7326549662	207.0656020097	350.5244296188	777.1715607813	510.4347778704	549.5958053228	179.758872866
ko00473	127.481175013	111.2036815012	439.4141020587	96.2848669877	42.6886467413	76.0277244005	99.7844639572	511.1202963404	219.314726827	309.9765109195	65.2419728527	74.4673007632	46.1143489352	56.1643776599	162.3460899626	155.2463018463	39.9207165499	133.7491609849	248.4726803989	243.5050866235	239.4876789974	288.4315213513	151.4671663565	181.1104998208	262.2864046667	252.8028845818	313.9422030327	249.7193547906	456.3406937431	237.9713902802	382.7792880628	481.8964429592	382.2095939314	316.1583768772	179.7548809077	85.2273558259	163.2546249785	835.2127436593	119.4674345199	20.6231891069	70.7984044005	294.0736337254	61.7899198976	223.5492936537	76.916741119	64.7338461488	202.1354413262	882.9578758956	250.0844870862	121.2876647977	20.3504102564	60.2290870279	79.9383965397	310.449909289	65.253880571	73.5154195608	197.1389999798	157.9965979572	654.8311271739	248.9322575217	72.1243814616	67.1086377353	181.7544075855	296.3753049136	112.1776686324	260.2736309337	52.2709169776	504.2632713286	145.086484638	366.5568404385	87.6516188141	90.0017540525	176.3694904457	199.767836482	264.2086075119	374.7601712626	285.62667668	314.3187768221	128.0344490029
ko00480	62.0529803789	50.9287846155	228.3401231181	21.9962532353	11.2837608621	47.082245942	43.5338083687	217.3254655581	88.7813890636	170.6295977468	21.3215154688	47.8246120296	15.4927964293	22.7626730886	77.0222649202	55.3756397453	26.2527971146	74.3804354853	71.0984744594	143.1186877679	149.5528438516	72.2785126238	53.8096629545	63.1643330712	148.3992291422	136.6187292458	189.243615668	83.5788162821	170.8450954124	88.0838472017	190.3979414504	176.3079436256	128.2429871838	139.869324075	62.5650840107	44.7433259021	71.438599381	293.0976342659	116.451625752	0	36.7918971502	138.7448732825	52.9505667912	114.0675602381	29.7970964506	30.3278485593	37.4200796556	634.3528145213	135.4088340266	51.2786161964	0	27.0337476633	33.4296348229	73.999059593	14.3724459308	28.8364291773	70.5443699504	74.8284580423	325.3325985879	149.4849479595	18.481208151	11.7676779937	85.6410264078	147.9085791014	40.2151927695	61.4741353452	33.9146573699	260.7244278315	58.5866580995	113.8081227742	62.4744147297	0	73.3580859786	55.1459696605	129.7566528196	215.3456808813	125.7650895809	168.0915094065	0
ko00500	125.3133024736	101.0321986788	317.3368392641	64.057536789	34.8018335295	85.2809890028	91.1503669028	428.194657531	204.4946690855	284.7584724801	47.429369728	65.9913064326	43.3324116093	36.965354915	160.8212181174	143.7173536771	26.0090917494	128.9278065225	145.5331206637	288.8251381069	331.1858384208	212.9444576168	140.0938957521	141.2556418144	307.1359215454	227.0257562388	350.9371970697	205.5485853707	381.7912599354	220.2112490883	372.6080666419	360.7501584918	270.7632459618	303.8910390947	161.9647192878	92.6547677418	146.3730651685	704.0562060717	193.7236496013	29.039010695	71.1576507321	144.2623666359	114.175510319	173.6024111265	67.7999482792	63.2946795888	107.7668532147	758.2516320644	197.5135704495	147.7222250483	23.7106949797	72.0830162629	87.4105115528	190.5738896669	35.3830138122	64.2887446031	140.6357293927	140.7319471285	566.5673070085	223.0130883299	51.0593836835	36.6992350644	159.2981532116	235.5919574825	103.2785301086	175.1353778023	89.3872490417	411.4075260028	105.082294906	252.9041093359	150.6819999316	75.2846277423	144.5759603211	132.3090309511	241.6196082255	370.8340542824	250.1090697554	244.5275115501	95.3693747129
ko00510	6.5429624481	4.9525550038	33.4666117147	10.1185872199	2.1021786489	4.2864735294	1.5205852116	22.5090788328	9.1688937459	27.2706257629	5.0231704187	5.9332178091	8.9943538952	1.2012037463	15.174298227	4.6239146141	0	2.0178243662	20.7593677588	22.906295416	16.9432777711	32.4747775632	2.9839665585	16.6740662263	6.4608102841	22.4251694319	21.703875865	8.2643514185	36.192012785	7.1144653879	26.3170625642	58.6935554706	38.4039538743	8.2524963051	2.0445090991	3.4659537942	3.8609324181	1.2228987616	13.6490573789	1.1779060233	3.4696324366	0	0	14.7655189733	4.7538936168	3.5725174129	16.0319457516	13.768525134	5.9517832537	13.2602958189	1.303733581	1.5994272071	0	22.0131258584	5.7824088539	4.1417600381	18.8906476041	8.703782402	43.872450156	14.7923280554	5.6258156802	5.3274888719	6.1829179643	20.1662888306	9.2492086911	27.7668109596	3.4197417403	39.4428560066	11.4428549613	31.3022595167	2.6702321849	3.4603035245	13.6413895586	16.8260455517	13.9053654982	26.1980362643	17.7420700147	23.688962098	12.907638726
ko00511	204.1496322293	162.0944128562	1442.6183624461	35.4036552468	0	209.9501891943	59.769164877	892.5713587685	333.3849386946	1052.6588045134	51.0955614125	274.4032667359	30.397194307	41.0801343108	286.0741593357	181.1071172692	16.2301865759	81.8610767186	155.7287631999	590.5965311521	710.5428393467	265.0335048602	71.6167195	89.0359874359	217.9115517798	851.0482008812	908.1495654032	199.1389292523	1041.9903102219	177.9513402484	333.1813832542	830.3564813227	452.2248333869	268.1956224833	119.0180367158	143.2549588082	113.0195057021	220.1955290436	255.3963617018	36.4463642119	151.7424849408	148.9450964042	78.3938915063	643.2294338986	124.0935761917	157.8305152547	107.6158432454	907.0857116926	393.0163335117	106.6755212358	44.1978998726	96.0579037346	57.8840972883	101.1562044492	29.2286614725	63.6131476443	249.8190332405	292.6927190373	1796.3534884374	696.9034305881	33.5631007814	0	265.4793025642	850.2621310625	115.0187260812	170.2050612955	74.5415882519	1857.6799819806	294.890004877	574.773619239	96.1866989482	18.3971523944	235.3026970529	76.4938140839	487.7633764483	1017.5991942273	627.2131602378	986.1831679122	96.5415588595
ko00520	142.9999529687	119.1866914436	465.6767071266	67.7483848389	40.6262259966	104.474306857	116.5436021074	475.0847482333	238.5418090329	410.1159626474	54.9574131518	96.3366446704	45.0094724724	40.1723568971	180.5368227201	162.2066130021	20.6258543605	133.1497070918	175.1250824707	325.9754846047	393.335327097	257.7404168175	140.1253907198	152.3526655103	320.127729746	313.7852714286	476.0646026874	209.4365327154	461.1972406182	227.3914303558	549.2629091469	476.6690422068	348.4976815791	329.4741877474	150.6792668992	109.0541549546	148.697453542	587.5419661143	232.1694420598	34.8986850442	88.8886050782	200.522834568	124.9006024845	282.3582997789	80.6257843227	76.1021655233	121.8649902373	684.3124499221	203.0766418601	167.6726677049	30.5308538219	75.3429660371	81.4929850829	203.5132409076	40.8756262501	75.78866831	171.1160719275	173.1236309404	816.5251011216	290.3389092913	56.3042280648	41.372901183	189.8059785212	312.3557244462	121.7614341182	192.4239407236	105.9443986954	549.7982437339	132.067823262	297.6573040342	176.9099645252	76.6148119962	166.2158521979	148.7184735645	269.0915968984	447.0616820937	311.9730841411	347.4213896522	110.4334613789
ko00521	192.3426696371	146.9068285019	567.0212312602	247.0646334677	0	128.8896006725	168.5246203761	472.3536240801	280.8406965627	540.4722789463	123.7909383091	0	83.6922312733	60.6387095088	283.9707394248	237.6075606137	17.1529136215	186.0417837954	326.1201163004	0	0	456.6739096916	204.5709609358	419.3561193562	427.3406726296	0	0	281.8581047842	874.8304554209	323.8969126376	0	0	984.3213586283	0	152.0471429574	195.002331363	211.3127701292	0	356.2956513614	77.1713554312	201.9058675744	146.4433739613	241.842179247	314.8948426387	138.2974061329	119.9321889801	381.3507480622	1071.3021415455	231.574648876	259.4499384513	41.0868415438	99.0305781925	79.1164335085	557.1965789857	130.6554604949	0	0	276.5313375134	1205.8034919034	535.3923436284	170.844279514	119.7267447904	293.8376520704	0	334.852626788	659.737714036	203.0497208777	920.4182671911	0	621.4810947571	0	0	285.5608926535	0	384.7166957226	631.498304095	457.9347403621	468.986589595	202.9838102206
ko00531	70.7107029554	60.6693667281	626.9595709284	0	0	89.0687028713	0	388.7586091996	144.2503460809	436.1158177829	23.2315563465	122.5543324572	0	19.0785000818	128.427315725	63.9437372208	0	0	0	285.8224683302	288.5003109584	101.5795841434	0	0	59.3077099251	334.218144766	394.0116566492	68.3404654448	438.9922839519	53.0887881683	114.4988967066	355.4587802007	173.1450216897	92.8851977577	33.1417966133	60.630151419	45.4918109111	0	0	0	53.23168894	0	24.2611317238	274.6532194553	53.4693982122	63.9791368416	0	255.9731280005	166.3940763522	30.7983873565	0	33.5192578145	0	0	0	22.2435588875	109.7244236074	118.3003934919	779.8958085792	298.2242580238	0	0	104.6484768825	352.4985110209	46.6079098596	62.1405956377	23.3944378643	861.7228501129	133.626966529	242.0740210873	31.8244715976	0	103.2484836946	0	206.1404117407	383.1535444091	251.6233952419	433.7827817802	0
ko00540	82.4089457487	55.6450022403	409.7196560199	52.2465202574	21.9379505841	56.897303897	26.5430165745	238.2378373067	122.4471325219	361.9912772671	23.6033094575	74.3692759649	16.2323765072	15.5470699506	105.4351949966	71.5432367601	28.4236436147	61.3886937272	186.2923999963	166.7377327816	213.2125010557	162.4556191525	13.785810927	76.3550910125	80.701175655	241.8516359937	394.6137668268	71.6166433781	396.7392566177	54.4806410265	415.5794522215	419.2099712423	268.0071444591	133.643542069	28.7312774616	48.5145738861	26.9494996196	174.2522003181	131.4024546814	11.2841058304	56.7904451654	162.285481191	16.8452665094	238.6270667884	47.8821611555	53.6516146176	106.3619410472	772.1690396005	170.2814255166	30.9795186165	8.9389022093	28.6728906209	10.3028995082	117.5750934485	21.7106569808	30.326820035	118.1914006742	128.5995087982	598.6903914108	286.9777176709	36.157426401	27.3537722971	83.6125560221	264.625423392	66.5966037469	168.8604257467	30.0692516781	530.8896367215	93.3321593219	247.6926125809	29.8260122733	3.8921172492	100.8480059574	85.3346538909	157.9668564587	402.8903465742	233.5010437169	337.7063495436	75.908532331
ko00550	164.3738463543	136.5536355009	515.8058928267	87.3768708939	42.714188128	108.1216755929	112.8871935188	608.0091857691	256.6034552502	431.3134567135	64.9610371125	99.1965758133	53.6606913889	48.944062948	210.9782596029	178.7052236301	26.531885626	145.2118878292	258.7429907257	332.2068555934	315.133911383	270.2773172497	182.5131919962	181.9508917676	312.4794588126	358.4741573791	440.3993570342	284.7240408209	571.5913105586	286.5800974992	498.6476996516	581.5282609384	439.806285293	376.0441541082	212.5029935273	103.0486787664	180.2297718225	881.1254051176	228.8185627509	28.3827549533	87.156507028	220.0438834647	107.3304105014	277.1940784531	101.4549062618	85.5159336699	183.8251113059	899.2559589354	264.8947769078	200.763982508	28.7300461622	84.9830446158	106.895125654	283.7224765891	49.5276408649	80.5972741643	216.6256379925	202.0169036949	775.0227313513	319.0063307376	70.3488237315	48.4765125424	206.5877442664	358.227726165	133.2708477321	272.6903064034	89.090609502	605.2870319271	149.6122550068	377.0632813416	127.2283657122	89.1951468131	191.2847607851	168.8496539246	278.7777535362	506.871295089	349.9119790042	364.053689875	128.4261754989
ko00561	36.6052610553	31.7625813724	107.6948067362	0	6.4859116718	0	29.507091728	141.2143619412	51.6057502414	0	15.5746049803	0	0	0	0	0	13.1724431465	49.1598579382	29.8368378089	85.1839465874	98.4020455812	0	42.9159118415	34.1096328741	64.1798081208	68.3401585775	73.9950715696	64.4242677465	0	69.0203429735	0	72.8756252379	0	89.1919363947	0	27.6279202929	50.6065967944	290.2267845055	44.221578513	0	0	82.7842177099	31.3308672386	0	0	0	0	606.8247800174	70.3737574565	43.0865016566	0	0	0	37.2587389788	0	0	42.3191319661	36.9260487	167.3563532166	70.6413221801	0	0	47.7949962663	65.8940669968	0	0	0	0	32.6875223038	0	29.645267239	20.7435183686	0	25.343322901	79.564845233	90.8324493862	0	80.7062663325	0
ko00564	72.1432440465	67.67615473	118.2532727692	25.3569024755	15.5323118334	50.2653124798	66.1498147511	253.1027866393	124.9647124334	98.5914512259	36.452844669	32.0662569953	49.2058853655	30.7639853844	92.1288611618	100.0229193494	19.1725437306	95.665350367	67.6036573653	142.2274126547	153.640207664	82.8920621272	99.0045791739	83.8788562711	149.0138872703	96.5167248127	135.0364521279	123.4275342929	146.7092847622	141.4435974595	152.0526336711	121.6442186755	97.5889805933	165.7573184977	113.196722263	61.9247231821	96.6901361364	501.993896225	97.1968441123	20.3318257582	31.9967298925	111.2340862453	92.0929782182	59.4455473471	41.3624508455	36.372759642	40.3535966963	441.4211471471	119.3003789234	118.6409033048	19.4920925312	48.5300271581	60.5219937938	90.1514253853	16.2156596146	50.1536395524	72.5251333301	72.6607220472	233.8265377364	92.4333961681	16.0474787444	15.927634272	96.3314802893	96.1396430096	76.3437641198	73.7628871092	75.2194442973	159.4517255668	44.6882691314	90.0103403615	99.8266241848	71.0352501107	85.6496720647	92.8143268839	138.042832033	159.7992595291	108.4585933934	91.8432290347	42.6009076817
ko00620	187.2012862537	143.962935544	412.6379976182	102.6405154084	46.0158851286	115.5505867411	150.8557122661	488.2313146965	245.47097581	389.8669386119	80.6651759135	87.4079916159	50.0613466894	65.8883329531	243.0550091218	216.8680677735	30.4149923594	218.2528351386	235.2604391779	404.1181619234	445.1489274501	241.3312690156	168.8426772796	215.4389847722	451.1978320634	320.8746252251	441.4717444923	232.7964074552	451.3951368686	255.4499582633	518.6372060254	464.0486506048	341.991162949	418.0268091792	150.013831151	150.0219507296	219.5156967457	642.3472294118	321.9908553479	45.7517249273	109.1953894905	203.4104174304	187.7973135193	231.5774735569	90.3523029228	84.4915121323	148.3574994673	846.7168927884	220.5093190764	216.2024428424	37.5231321126	88.0827404986	86.4099149178	255.4592166652	60.3236474448	100.4620916777	197.3784381838	184.4920129848	665.6961726713	272.7087525654	76.9553581375	64.9056600551	235.9393460719	344.4536725311	156.3346429261	229.4863853366	139.1755783875	490.1664977656	150.797605331	336.6396600158	271.8994152336	167.5387227509	216.9066091809	237.2894875068	302.8101217077	440.8336776846	324.4489612859	311.724106698	154.9013089233
ko00626	35.1173290657	27.6306889504	129.7398487193	0	0	18.3938242638	39.1688062662	102.3769883658	60.4921383805	125.1337850852	15.2513916729	23.4968342023	0	0	44.1543221255	31.7855695843	0	0	116.4210958759	79.1914570341	63.9557476526	49.2908230696	20.0369658977	35.2857722785	67.9266530393	90.5750182205	113.1472301297	25.890641908	106.733119677	23.9331687434	129.0696926052	122.5887109964	73.2972232451	70.5829382193	15.7494343274	25.0217890016	31.0337914859	114.6595455195	90.9225293273	7.9246447073	27.7839743445	0	0	78.2569486332	17.8823153935	22.3687075866	26.0809708011	375.3927880523	36.7178077293	28.6473575829	0	14.0430141924	0	0	0	0	45.9076934866	45.7201092126	193.505762824	81.1667590914	0	0	52.252453002	95.8362281273	23.88547064	43.296199552	16.0909195104	136.7969371656	34.4233373988	75.5702193583	33.6123096809	0	31.0671450131	0	73.557859833	121.7675146826	84.295363623	183.8217512771	26.2951921375
ko00630	106.635145939	79.8893543761	295.3868505652	27.8439443169	20.4937129726	72.2709072914	61.204569615	329.2174426586	128.1754027363	245.9726221775	42.9993409999	61.853599713	19.8937108285	38.2237477178	127.3288904812	101.0908170635	35.3755045554	117.77389681	101.2290109041	222.8547263457	214.1945842243	88.4410293162	84.7409037812	84.7655090473	180.0250440003	198.4416704531	254.5191184544	131.068235104	245.3116807174	132.5400848047	288.0414931578	228.1627250927	145.3077171695	228.1229832183	98.270036899	75.3435010157	111.7858882972	507.1660569538	155.7108154936	19.2937309309	57.0308184831	160.0167286218	100.5853162045	158.9746101941	51.235877848	52.3441053465	50.3093000311	736.0928085573	193.9838583834	107.5002872697	17.8058235433	54.2204829115	51.1245347382	91.9866275155	18.8117952559	48.4555686713	100.2355962843	116.0022976509	378.6252816465	200.4631308719	0	19.7068549631	115.5605963908	203.4833864417	68.8883547785	75.8267153136	65.9113531282	353.5215412579	80.6830060303	159.4386041686	119.3026053419	85.7267322214	102.1496120736	104.2225923114	191.8003877292	277.3371118764	200.5391845233	228.3449803349	58.1780479544
ko00640	90.2507195253	64.6678020951	198.7910823503	38.6537523915	20.7467430193	51.4061323723	70.6357847428	241.7476666328	125.6337001847	191.945865405	40.1279984377	41.9888200316	24.9584886852	30.9711366531	107.5803795309	99.0976166324	14.6605565449	103.1337423463	98.1063371798	200.8574389813	200.5325872157	104.9838875552	75.4817119181	94.1575397132	204.7390873876	153.4946833287	203.2691054869	99.3318702324	212.8421808518	107.3689000142	246.7448937981	184.8724207738	134.7453848053	192.97344365	78.1783219457	63.0800185443	100.2324086378	342.9795074198	169.0824766016	18.1160409119	49.5212291017	121.0326625064	92.2202439043	106.3913410914	42.9718139899	40.1306184002	56.3820916493	508.0566127342	120.8503313391	110.9312891898	18.5168259562	42.6995927578	38.856458249	105.3912475117	20.927096341	46.5773840547	92.2552542488	89.4527749499	328.5339263249	138.0692653877	27.5125659344	22.0776667317	108.862627075	168.7588680831	63.0343721859	83.6213423451	62.4053371392	212.8295117514	64.3766066427	136.3367244509	109.1385476197	79.0993448768	95.3650448801	95.050735674	147.5084844806	218.2686930637	155.1488902213	149.8213561363	65.7629208673
ko00650	90.3471966208	72.2894813053	216.1944364179	0	0	52.93354475	69.9518006421	229.0194329807	103.7808616458	184.1473328314	35.0751506737	41.8501576037	0	33.1838010583	113.9855432595	108.6213321675	0	110.1603949005	123.4994479438	160.6071934452	211.6797595384	125.1258035613	82.6923745334	120.7125755829	208.8011672274	158.1056138757	185.0055667218	111.7440389668	240.1345874261	123.2794992217	237.3595527868	266.8676255796	191.5220452622	188.3081825291	73.8113816411	66.7923475663	92.3835158819	358.4190769123	147.6714387617	19.9836340258	50.6521170003	125.233731141	79.2503752334	126.0763469899	43.0094069471	40.3905862837	81.6490173484	594.9269879102	123.7721196162	117.437856908	18.0190537407	39.7684928848	42.4645067278	137.2008647886	0	49.5160915012	92.5699213439	86.8007320986	303.5165580284	137.5190988124	0	0	129.8415359328	166.2422569776	83.8978696149	124.2433132667	74.8301587942	263.9970830653	76.9086541479	186.7820688787	134.3962659563	76.7150949567	108.3815685321	117.1327238715	141.8648651439	207.1553211833	153.0016704681	168.1141628889	67.3355407243
ko00670	211.4950075504	177.2199909203	655.7249479239	0	57.1269762275	141.2853595433	144.4258504071	712.2328284121	301.3666398502	570.1225344429	89.5956941335	124.4622475157	72.2196180767	69.0024011147	269.3719750345	250.9186149023	23.4137971421	192.8484562749	286.0606388349	403.2218969388	442.2154872924	311.2930958437	209.509344904	246.8472785107	444.4471297359	450.1379002541	555.5795839992	326.6875776974	636.5648481269	342.4340147862	769.3816968282	754.1088034448	528.1597329267	519.3605549647	248.6574965174	159.1391309967	250.8533214309	897.3203768054	311.249717263	0	133.7563317787	155.7867675353	165.0487967887	364.426423997	129.230606501	128.6725895261	0	725.3987271193	265.8619062022	251.5754036801	0	113.9324824699	120.7809026266	334.9821078881	0	113.6752535654	256.1528026085	268.2349847679	897.6269517169	412.2960343255	0	0	274.0389586122	462.4419746156	169.7641057863	324.6355889854	129.8153635262	748.0549420343	182.9980447032	448.6604833698	230.704087843	0	264.2942882968	0	371.9905919956	658.3297384165	433.4658049976	465.5409525561	180.2968498123
ko00680	80.1542266472	62.7215314152	197.9511375217	0	0	49.5064958228	52.7914361769	214.0641178476	106.3408940569	195.0042726485	28.4628831692	39.8674582713	17.0057157104	22.8742241078	97.8158504413	83.900373309	13.7174764443	76.9596821501	106.3695321702	151.571197295	166.9677065015	95.2490117496	67.8191676359	76.9545862922	181.1172921821	149.5181990363	193.3210907378	100.7379693812	205.7391232029	109.1806633557	251.6077721052	197.4739995923	141.9647561778	177.5451463828	69.8303588563	56.5510980096	79.5581252905	284.1864886544	117.5009639135	17.6145693532	45.3876550534	83.7722674956	72.5375991679	114.399051892	38.2083956892	39.4855567704	59.9983522336	394.1268796429	94.9455201968	183.6984081538	16.1807161227	38.7646171964	36.6494486961	96.6611899219	0	39.2016885702	76.3003641727	88.0407396628	303.394699537	135.5686820128	0	0	89.7936432403	149.9107077055	61.5690713615	86.9277320009	48.5112531409	227.5182517604	63.2635866562	140.2823754749	90.9746139508	50.3217346858	84.1170617522	76.7212828536	127.9789300866	210.8253317781	151.0567214719	169.0931684753	61.8815524729
ko00720	165.122789851	127.9647986098	497.7987059605	106.4412894557	0	104.4967614861	103.9072877331	471.202305779	220.2150156229	467.5012793028	66.2518838878	91.8866170136	42.7559737811	51.0282934853	222.3498863586	172.9708800022	17.4659570396	145.8275851658	263.1719305496	329.3710508173	354.4000549138	275.93567343	132.529942978	184.4947715603	340.404044238	350.0463861846	444.2575677555	209.6349870095	514.4441624328	202.9092986271	600.808572008	573.5047395252	409.9963466344	333.8190687689	125.1831647864	113.8277435395	160.24950474	495.7294046575	267.8243656781	34.6966806009	103.6283120809	0	122.0225147834	289.4343890644	88.9832991985	93.0935878008	176.5629739128	672.8981807237	192.9988211287	206.0428334182	29.7352527922	74.3365999807	69.1974146424	258.5611495795	62.3069991285	85.8440360133	209.5164625743	200.5874869381	687.6993354612	319.7737027037	84.9854155666	72.0721902847	194.3397753416	358.9982069154	137.2719029798	262.4961255532	104.0656687106	577.4595549118	147.3333207504	356.2698675139	162.494606992	106.2720811648	197.2282944161	197.3423121166	265.0111875817	506.2599099039	353.4691020198	363.1649599024	160.6065230235
ko00730	215.3278519889	187.6880111779	555.6889358767	123.8753386249	52.148276612	150.9200186375	145.7264405406	788.1370651014	282.3514958048	437.4887601598	100.0753989289	121.1747547082	75.4247272014	66.5074734922	289.4818014454	261.9206850897	25.8871506259	211.2910390955	244.606024459	390.3332128034	420.241623934	316.1205066006	267.3450871351	208.1195578192	455.2326486595	367.5955204914	384.8755890877	379.9180896185	608.5330334532	427.3876020193	486.894726197	655.9348462011	466.306817811	638.0511370674	325.5266949962	146.2979816759	295.2753763236	1281.7987915154	243.6031801507	46.3044219447	120.6007768795	165.7467678109	247.9065369455	268.4094378026	118.2452174895	105.2864499084	195.4820725747	750.9242222456	273.9536397507	328.2626259852	37.6209981392	118.7782341062	165.0844100299	351.0846946174	68.1286403455	118.006645827	262.8007167172	211.4390427796	715.5801658606	302.3795484557	89.8742930181	61.0352695259	266.6044442742	422.890007857	174.5076420645	301.0461876515	159.5895777687	614.6655573306	176.3776290287	418.3763374378	270.3800677446	163.3114143155	216.1464210066	227.6523128149	346.8101102859	530.0271058992	407.4477702495	306.1419747488	149.0507224751
