Time.point.number	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_1	p_2	p_2	p_1	p_1	p_2	p_1	p_2	p_1	p_2	p_2
ko00740	120.735652049	99.4637843443	362.4548318588	62.5872898927	29.6114223671	80.0973778259	56.4693424847	456.3180825482	160.9611127976	294.7821982237	55.7456853715	79.1531843787	40.5878390025	35.7429766863	156.5143863331	129.6106246815	17.9307475683	106.933334744	147.4738422616	248.0891519918	292.5431515638	193.3770640445	132.1137051634	131.9239255067	213.6931193416	225.7515220549	320.3585858625	211.1430948018	377.7324965042	219.5593384762	324.519409636	420.3210131939	309.4306544655	279.5085831465	162.6604628698	64.3944846614	144.5439462859	647.248423857	92.0415216473	27.9672329174	64.4922322964	95.3751435136	70.8794468914	180.4502846104	69.6401987787	60.933915695	116.0863127314	595.2411433296	196.123717307	154.7692944608	21.8034974012	62.3774677924	94.1040849141	182.1806857068	26.7032127905	63.4064742248	162.6592506679	137.4186571287	403.4284890496	213.9416749694	44.117407903	29.8932181802	147.7957397121	235.5660577991	109.9388462635	183.97931785	109.1535293866	438.1791252539	105.9411473301	273.7261178201	130.0723586715	49.1294145458	126.8710615471	109.2136565363	228.6700250568	336.1487785387	246.6750100164	254.9376878939	85.4150317023
ko00750	192.6367023836	168.8029581572	522.5189642213	97.9469972133	33.578026625	138.144609478	101.2999396125	606.2084296724	243.9676871846	429.6588577442	61.3944162221	104.7183635356	47.313087364	58.1862771803	220.9362816509	199.3823520558	19.9061833689	165.0918564133	196.9011486791	387.0575391029	354.9125558838	251.596889637	170.8334271898	163.1634362191	371.8070501726	351.8511405222	432.6981090031	230.7580342207	488.0975251468	283.229493204	464.9666324179	470.7073115884	342.2025828733	430.2679343974	220.0756607204	132.188495642	231.0946513616	695.0838222964	257.8163413857	37.4278982293	98.8763276829	116.5836678429	154.9642496923	262.3596199176	102.8548998559	107.0268101284	146.1197634873	641.2486543933	225.2736407088	201.7801707277	27.3721510087	86.3823738811	109.1615859884	210.4720082534	47.2610886476	91.5246801912	191.1666131805	198.4505113534	707.2874714744	322.4276332349	58.2721313747	52.4741607509	230.8916696178	363.9856611779	137.1844275817	229.6919998611	102.1535900825	570.3017086089	154.8183986388	334.5462544596	182.3179452867	119.8663380125	224.4766260035	196.6432554243	313.9262172024	539.3623831119	359.0898803997	351.6003539421	141.3614154596
ko00760	112.3356209708	102.4294903602	385.7217226083	46.6603502243	18.6160540913	86.1009526235	61.914318161	453.8045186534	170.0902692813	323.2121147407	47.307411191	80.9100146083	33.3660225433	35.6169521417	161.1915563809	113.3089501447	22.8995693506	108.752229491	149.4907702184	219.2932244839	211.4678027698	155.2089971289	105.8388225662	103.5847224499	203.1668289135	257.7590685909	310.3111225412	186.3903648794	360.0842465568	178.1782601854	384.6969196325	363.1941520033	261.3102986916	279.4586937115	143.5604169682	68.9420182668	124.892455735	646.1775503685	147.9091546751	20.4478967464	64.5147293957	164.3154175075	77.8067533843	211.9048571341	62.8965378874	62.1453321672	87.0850423219	675.4728012013	196.9253504538	139.7141562304	17.25245911	54.80406917	68.8744421398	156.7649745906	27.0490941571	51.0767321776	145.2161990164	137.8444783718	551.2052679867	238.3711112633	35.7299313353	29.5910464747	132.8595039289	266.624962848	84.2957072814	151.0096902969	48.6063815678	443.1308918298	102.5067911986	230.8407492066	80.4857904317	45.5780631561	130.622011983	89.5264875284	213.4809718968	375.6828934252	253.630058624	289.876663751	83.4427264006
ko00770	228.1846127431	180.5174920597	585.42997711	116.3963899018	72.3156407279	158.4102880144	172.3273795595	726.270188288	309.2849942046	496.2826487811	88.6766752589	117.7594836423	73.3392353687	68.7733462848	289.2601201709	278.6772353547	36.3580189439	230.6822762907	264.9258256413	497.1164254142	527.5415919281	335.4176210594	205.2533717482	245.0873784807	644.6130402425	386.7180670519	566.4942931137	336.7847036482	562.5406598656	353.293281892	679.2326151159	634.8169707069	452.1384249184	635.0734604044	282.3756718101	156.3219620298	257.7515246323	1092.8677604791	367.2326661832	50.4587307596	120.4006512006	222.5585367129	240.1888844553	332.8313299352	118.7483016734	106.3506824364	175.1964754856	955.8100377454	273.6963143058	315.5719626257	50.5257723556	124.1166472899	147.0842744689	315.3597908022	68.8445739384	121.9579747032	256.1036363413	252.9176029266	870.2329673711	377.6367437905	84.7118348566	67.1930879052	292.7410821225	450.8989420916	192.5251073975	296.4104214739	139.0751518555	663.7638222608	177.9129794635	422.6491311319	318.2632960887	155.4635029344	263.327115684	230.5598618981	388.8149317827	605.4268268797	438.4947823801	420.6546714159	170.5881428762
ko00780	115.6372060657	121.6714908748	563.3669401716	41.6737967141	21.9541375603	104.4742057195	54.8895480418	532.9473153572	195.8147375008	439.8135136133	46.6907557559	126.4935858101	17.6949157796	44.5617708058	162.6242492257	132.4476561189	31.9671002446	105.091481869	165.7023152796	273.7040817521	380.5614717305	144.3519193526	113.8502891734	96.7083229384	186.5700184738	349.2352373257	466.5200990659	205.5546927344	513.218289405	214.8239835535	497.4248038586	439.7278611427	282.2955197022	298.3842627413	166.7147358061	93.8302432106	127.6231795754	757.7854400092	142.4236844453	10.5820989747	81.37046669	220.8744488992	60.2073192981	290.4676765596	81.3369356281	80.0031668555	97.4241824183	861.8638275963	308.4562956866	170.0769801762	17.3263645301	72.5257668639	85.8116480512	134.6979336216	36.0574911119	56.0944193976	173.19325993	171.2482926718	810.6724727584	367.3259966326	29.0508018856	25.6925048739	146.4105976008	348.471094906	75.6304058252	143.0340992382	56.2248718389	776.9521649096	127.9162414952	299.0515368032	76.8352946561	66.6575705606	126.3664468673	110.1459465583	267.5008345252	566.8220120851	321.1960039595	438.3182907449	79.6763953398
ko00785	90.0146545255	82.4893586516	631.7139196864	0	0	92.3266835432	44.8809416316	360.6664482671	145.5450100871	567.7557060928	10.0142692611	118.8034826988	13.6023414	33.4699973032	86.5759458418	95.577065753	35.2876301823	74.8410234906	123.1586452516	225.2188260786	295.9715553772	94.4994226798	25.0688379275	35.5611311476	82.5526394102	357.7853662545	512.3431283857	79.432247844	457.0662744267	47.6868089154	695.4325553609	320.4998747515	144.6072413579	214.8840079419	50.9670350797	60.161139039	25.7285100496	162.2459577778	172.3848133151	10.6857185549	87.8536804882	232.6890176842	46.9790851245	462.0414539473	53.5716874043	84.4924819255	17.9673099523	970.7151015585	223.2866260855	34.4910919945	11.2941822499	49.0754258382	14.1250759414	14.8744427918	0	33.2585053716	81.5233957147	218.2349180369	834.5589487844	457.2555677385	0	5.9569779483	110.8249303183	337.5113266253	31.1992070866	47.0920597579	25.4361709622	691.3594563404	87.3912115308	188.2760752067	32.4891659765	0	98.462474831	9.3399631431	201.1944050704	531.766713952	300.6797180781	493.7617393275	70.2040119246
ko00790	94.6168352416	76.6963912981	494.4647103279	24.9427469541	10.3461406345	72.5181938796	61.4784561763	382.1929095593	184.0035673457	408.6726355095	41.5305167289	97.497826306	30.1058737167	29.5366116616	134.7177109905	83.2002993604	35.9106675286	75.1887132416	161.0666583588	247.1416081498	257.6894207165	99.7499757059	59.097866573	74.242104875	103.9935899739	296.2260688415	404.6889429723	118.3451964075	422.8334226676	104.0941017287	368.9074443702	381.3657703429	235.1130980827	170.8107930412	67.1699647427	66.6629099954	71.2913689632	280.4392798183	97.7938605242	13.0901088781	60.8697944646	229.1050910779	59.7406679031	246.0600122289	51.9692426672	75.8090412981	76.8949762742	740.4698420289	210.2599014669	75.7717062085	19.0755829647	47.899540555	36.3104715778	83.0414277233	21.4013263112	35.887098352	113.9913753826	141.9565703653	765.5467320868	315.0156023911	25.8542531244	17.7119285036	117.9794114496	301.0707380524	65.2602711972	122.7064414831	36.8258702196	632.6938909529	114.6198025	248.1064007708	59.3550461779	28.0821202926	114.1952605854	58.1088342916	229.4776459969	425.0223648577	250.5798636638	403.8846664079	66.1549066986
ko00860	44.5413199208	44.9923045814	182.4839473954	8.961708191	6.8240005003	38.2198001573	15.9886127773	234.8679324225	73.599571301	116.6102301492	23.2114749414	36.1028875719	13.3612226796	14.8119833896	64.3299378608	47.4395536551	9.5560943759	43.7923425765	44.452990861	117.9212558989	113.4354306223	43.1548387198	56.6220232574	26.4554208891	58.3989980423	104.1633034884	112.7168328576	96.5846193545	130.1518791124	103.537405141	128.1902086001	120.5132008503	85.1389033097	135.6195161735	91.400795855	28.652035398	73.8843760358	380.1991610866	39.198914662	4.9414878266	22.684510119	45.7054357728	24.6943535817	78.7944054642	29.1833165632	24.7409977186	22.6289977906	334.639564759	94.9889925349	104.8303905087	4.8115338755	28.3702144438	40.5541675223	53.5180352547	4.2555620489	25.4467749615	66.580118891	56.8135137084	190.2587570597	98.4185394235	8.5036106092	7.6724281279	52.8266393338	108.8978269871	31.0542335819	35.4288117961	21.3469722683	170.4496620247	41.7994959269	85.7551769176	28.7785075177	20.2455858359	46.3714590576	24.241691029	81.5807374382	139.0593600412	103.1664047557	125.1365991678	21.0055987254
ko00900	134.6620322277	119.5828427923	410.8398700005	59.0510910117	34.7172808683	100.7461774629	85.5245638867	500.7831844166	191.0853839176	300.6730481213	56.543334475	83.4830316832	46.5165062854	43.9995614368	171.204284699	163.2516611983	12.0232601581	128.1124887841	161.7578972398	249.5163773751	297.2192578458	197.2969271236	134.7007019739	152.3571276869	250.277479147	271.2788903302	305.5524354285	210.9698346875	383.8850019996	226.4596396304	329.6364513133	448.6061985864	312.1008087768	302.7144382999	172.8354497957	95.6242246586	165.0514007952	689.0954146197	169.5580599159	21.2715302301	76.9024786084	151.6024480836	106.4876304516	205.6468562366	75.8380022035	69.9468660391	116.0814952431	529.5986959455	198.3677079025	176.330073918	21.5999037404	71.5394767547	80.7775169791	211.6155292285	35.3903759223	73.9289952212	161.5331930674	150.5872159476	566.0575189417	226.9092420746	54.8121784882	37.7814337066	168.5978457063	283.4913343818	111.665324359	186.5426786139	90.6614959882	507.4288655248	122.3137342558	287.0314124184	138.1945098618	91.6126658104	156.6558411254	149.6848421487	236.2879184611	367.1079864566	266.0617788255	287.3055720165	97.6911057225
ko00908	78.5777836499	68.930020985	289.9030977648	30.6092946787	14.0392381581	55.067783364	37.2740918031	287.6820807258	140.6956789477	266.2087382438	23.447820279	66.5270342405	29.5057118691	17.069604898	96.2641082771	64.9066493981	8.580102181	39.9276674887	93.9873969746	157.6472341551	194.6809745423	131.4732548614	50.5207600206	48.261717845	87.14013192	225.273220758	296.4639996744	104.657637497	265.0297568093	91.1443749647	319.7079126673	312.8513391454	186.1577196856	143.7729413855	79.2547455395	41.2565532689	67.0238149942	274.7702137993	94.7632810409	16.8814150657	40.1610558259	63.6023957726	28.2097205957	157.7782996142	47.8446970886	47.0510840767	54.040744528	249.9356761874	108.8447902555	68.6341174441	12.4252544149	32.4597347948	35.7119960449	72.0148077247	19.4012122331	32.0955697175	88.0547262534	112.6507610385	464.3940137414	187.7689149266	23.5148233323	18.5024426996	78.5278791754	188.3190992005	45.1497677446	91.6969676877	27.6045486271	371.1829327246	65.0285151809	149.5409324324	37.4339126538	20.3973658711	99.682697991	54.1177896718	128.1224096701	275.9140330578	209.3614476499	216.6758483838	78.2886570907
ko00910	82.8926431908	66.345424897	237.4154231799	44.6347558566	18.4773025267	51.3461728952	57.1237552988	233.749044151	106.5896530612	225.2518302547	31.1114519919	42.8758608983	20.9099718664	25.5860598873	102.5646344831	83.1271476556	19.8367883468	87.6651883141	116.7116849648	177.5391355408	183.2472614884	131.5932100632	72.1652989399	86.5463333207	190.2657746406	161.0519909789	236.5294423081	108.8682538618	245.7401878539	111.7114037324	276.9415302974	256.0693547952	186.2961909643	181.2729075986	70.3581003943	58.2156059465	82.7794081845	320.1683327445	143.4215161074	17.4607689352	50.5719320417	121.217811664	65.2828823423	139.786020769	41.6466392781	44.1381020972	74.7580182309	549.4786346156	129.8006160952	81.0425373584	15.8976550696	39.0256092524	37.0325950729	117.28159962	25.6827589288	39.6694414743	92.480456973	94.024159661	375.3693933741	172.1841805137	33.8240860104	25.7178500638	98.1094784776	176.1256709819	68.0961962466	117.8021213619	51.8392476975	277.5601601284	67.4676692951	162.605537941	87.9636981323	55.4682636341	90.7113684416	98.1384079188	140.1045699193	259.0154163405	152.3405822886	182.3023065541	67.6392324866
ko00920	130.2088168118	0	0	0	0	0	0	0	0	0	45.9413685968	72.7890222272	0	34.5064378385	0	144.8653487718	0	125.7207849085	0	0	0	0	0	0	0	0	313.1074562927	0	0	0	363.3562718849	286.9016510633	0	352.6259036819	0	87.8411697415	0	610.3533167886	0	33.0889447191	0	122.8924014313	144.5715749959	0	0	62.2453906707	0	620.0407441418	182.7537772711	0	0	0	0	0	0	0	126.0713782238	0	0	0	0	0	0	0	0	115.5185768335	0	0	93.0569731146	227.7821051087	0	0	0	117.7708193263	0	0	0	0	0
ko00970	284.8044296823	244.1035892035	486.2968421332	207.6497231364	88.0316207717	164.9577446753	228.732115312	736.5136303925	419.3463364223	461.7703756735	138.4118312451	113.2674260462	111.8215864562	106.7952412502	374.3239494663	398.9219655839	22.957686033	311.3277154819	365.8505076176	576.1910033601	607.2186458324	434.2501039639	322.672404992	392.8622202454	790.4677019131	433.9527006563	506.7127521812	419.2853581779	652.218765075	484.9039958334	658.912669177	797.0017373721	645.6122763212	658.8349373982	279.1649086377	256.5443927721	370.7254815363	1113.166107088	501.3527256505	74.9694615057	166.1393952226	215.8090115499	353.5050717496	270.4053299842	147.3759328632	123.8404717252	290.970860083	828.3452675505	266.046723009	429.3946664676	61.3063814582	136.1070689546	151.5613390473	496.3582296794	113.2265709382	174.1039242131	321.6199581648	272.3489772075	823.5313820792	339.9482082968	157.3600944028	124.9440360159	365.9947693737	451.0718590246	285.2583271442	443.680773936	249.879683298	590.8344300289	213.1227791702	549.3044858545	428.4306219511	277.9865269954	386.4275099712	437.0851606628	439.0668510885	570.3104862659	448.8291464534	333.6260581219	240.3800799197
ko01051	647.3497033116	653.2969569874	1984.289167307	283.3302753531	159.4696331742	603.2754093867	438.7594007876	2706.9210863011	887.1176822637	1762.4569125345	239.9641311203	415.3873540925	175.8868677592	217.9448614288	904.2130592676	862.504201255	127.2118815199	796.3682337374	400.3250338647	967.5785871944	1402.6224712498	657.5963104923	967.8776065228	716.0407415166	2814.9051360519	1218.5196707801	927.400658889	1225.8228359585	1757.1819124854	1538.0592045064	1329.3258950952	1463.7993372918	1063.607463739	2150.7772886674	1000.6543957823	498.6918051353	977.0249640048	4608.5866438336	888.8287274033	180.487290982	459.1748381571	310.155350129	779.9788110221	967.5837325468	390.2420906878	426.1537951121	379.715014117	5130.5753099263	1064.4687070382	936.4782881715	216.4051100018	443.6939751404	584.4421449572	1012.386408535	187.097661671	372.2775948245	573.0493936897	754.0727431821	2110.1875113682	1081.9685791877	167.8312664204	163.0008195324	978.6123671667	1270.7937176624	533.8669061513	614.2310067475	549.1831720196	2203.5308883437	596.0549208439	1086.4405499265	1291.1533730997	491.7179676004	678.8872400599	617.2531930447	1399.9043678974	1766.3440541455	1301.2136186017	1344.2030393246	433.3792838249
ko01053	12.4094517563	7.2867403068	0	0	1.5969749803	0	3.0912363527	48.1245503058	14.2551125606	24.3702857558	2.5028985862	7.6329710286	0	0	14.8701568515	13.3692727735	4.0252274367	15.1982011531	5.3896785166	21.9434943526	44.2820048554	6.590891148	8.2033693682	6.8575135132	3.9889755877	17.097263767	0	21.9890231567	24.5452270635	6.4566863574	0	12.2997289891	12.5864603716	32.5043474414	20.9149754726	5.5837510011	8.4709136257	142.4957328392	5.232853927	3.3181636171	5.0612803958	42.2793990295	0	0	9.5787541077	4.7880892106	1.4791363739	434.9956455874	26.8046082773	0	1.3665372161	8.1973942764	11.4014014497	10.1289580017	0	6.9943203044	7.4075291681	15.482562467	45.4395611232	16.3494964128	0	0	21.7817159386	25.0136163862	9.2535332411	4.3105527561	7.5435876758	37.2544144476	6.4501037523	16.6581903205	15.2995566749	7.4646082696	7.1742485635	8.7546027095	25.0284854016	27.2046375779	22.2058456208	19.3599571311	2.2501748387
ko01055	439.4685349044	350.7502863383	1225.8206282772	261.6218263959	187.4312415756	258.4729823411	372.0985781658	983.2130761732	623.0440399108	1249.0029463824	257.4602344333	216.2520659819	190.0730011031	144.9011809199	667.4770559986	652.4629456647	21.3075961934	454.251515979	669.001865074	1117.1404965464	1144.9213091507	808.8790751346	597.7586356957	1122.3773155153	1285.2950649878	1163.2076489468	1604.0428939019	665.8648792373	1754.5315018879	959.5982131735	1592.0822692205	2517.6430522449	2277.1082534086	937.0108536877	325.1975414898	534.0907963075	557.815667711	1024.1920431522	892.2855511276	177.2100745782	464.0164247807	179.8225727216	622.3359010312	670.2975629026	334.8920423633	284.3828865185	955.1130607028	1589.0903445296	552.3768029053	736.8892065047	108.9379008953	202.5036669904	204.1725688597	1111.76797955	309.4048769372	265.6980206698	620.5310253668	639.3681838815	2689.5763229923	1240.3387998028	421.1427220127	220.3201457833	686.6959868229	960.7979545488	544.3814256635	847.9454127674	468.2833815559	2001.995228926	415.2376152544	1130.2977129032	556.2447312163	319.4772517476	625.0472022376	698.158221722	929.8560856638	1382.4861040942	956.4716754263	1256.1726980602	371.6774513273
ko02010	72.8702306812	62.3185219125	138.6389439795	12.3017265474	15.1666063857	42.9540729897	57.2961743756	229.1160471781	95.5614887026	96.6515068561	26.7318550568	28.7076561442	25.9229870648	23.6445927754	75.0390836996	93.6704727298	27.012975994	94.2143548208	54.3195093575	134.1070150102	136.3369753762	48.9113525808	88.7619176381	63.9889427896	157.4357410113	102.0015900442	115.7137991817	98.7559421522	120.8487946396	124.0538899078	112.6886101037	102.1744855142	78.4778638672	173.7315784227	95.3123361459	58.5271814328	91.6645855835	499.1595645636	112.2489245949	14.0219783728	35.4614674166	208.2638182712	69.545434383	62.3251932875	34.4627529131	26.3464740728	24.003296557	973.4765661645	135.4878787922	98.3844869316	10.9827748942	37.7098559221	50.5610863948	73.059011528	8.1881699624	36.0623562406	53.9938227795	67.1425018394	242.0293201226	93.777656632	10.862876697	10.3655335609	91.2405908566	111.0493005161	45.2172450809	40.3950488188	52.6079424618	143.8831451848	45.7034632127	86.4066818686	89.9240173866	53.7707482404	60.3164012866	59.1337671064	121.2725124274	134.1058949196	99.7567799912	111.7003032515	29.5967910032
ko02020	30.5666554482	27.1770057412	68.9344840202	7.5593488911	3.5707353205	20.4307694662	14.1485709726	133.5061688993	54.1071172671	48.8605073552	13.5912145905	14.475721312	13.5721309162	10.5909935425	37.8483414973	39.3031323029	15.283250853	47.1944117104	35.8933347563	66.672038145	62.3549237051	29.4961419493	43.3354710117	27.4797434239	72.9486819491	45.9293724045	60.8189570737	51.9185522851	64.8790669807	73.1274221237	76.1701735889	56.1098882803	45.1183353223	87.9644394969	57.144960367	21.0513814144	50.5570799804	313.3755553562	45.5662706476	4.6126902462	14.9669795543	91.4429259164	18.2357694705	32.8781017043	17.0141960104	12.6692216381	13.051645101	455.9589183043	81.9704894933	28.6101967474	4.4612972182	16.9613792387	26.4224571846	41.4211448063	4.7924079341	17.0890561203	25.5951697893	32.2934898747	107.9002371782	47.3641030641	5.9306636052	4.5388082736	33.7831319841	47.2021221984	19.6339481672	23.4131243986	18.1028216215	74.388185899	22.3361278247	36.4642233279	26.9819366731	24.6805776985	33.9957565546	27.6485169984	56.7928274877	71.9868208446	53.8483128736	64.9579263392	13.8029697089
ko02030	115.9641999873	140.4696557656	162.758318402	0	0	79.8171991915	0	773.2070938396	235.6555865585	0	63.6838613023	0	78.9460195931	42.8642786804	181.7508578627	197.9315522274	0	143.6297245347	0	228.6414131498	163.1757020964	95.6171254921	291.5705393693	0	385.5101575944	125.6495803907	0	268.3253498587	156.9310766012	509.8833694863	0	113.9321512129	160.9321932961	439.3772154084	423.3511975069	73.0591275589	305.5118890338	1782.6221967445	120.319456738	0	0	112.3337492481	0	0	84.8956357022	0	0	657.7489257687	265.8197923959	0	0	90.9512368097	187.6602732008	217.9184796793	0	85.5833345206	0	93.682608056	0	0	0	0	131.6895667527	127.7632363976	67.7596835064	0	70.08463755	0	65.0950147416	0	0	166.1181001122	155.7392305331	159.6226237533	186.4304574326	171.3081439227	195.2478700196	47.7110367238	0
ko02040	71.0054349099	87.1413009057	100.30861817	9.5738046474	2.2998001217	57.5115920229	7.9823946053	486.6434593945	141.0512439324	5.9979762518	47.4345839395	18.1628570078	40.0386162867	34.4516360754	94.1340942252	108.1477106499	12.8419570213	91.2231162391	33.5741022581	169.6632267464	92.7859181982	58.5346344114	172.7746152831	58.2836191523	157.1806811205	77.1322849487	9.7019840252	172.8932992632	90.0991754317	306.4731958818	18.8370488439	62.3587766172	103.4381587972	272.056778125	261.7386520876	49.1910836885	211.7192306903	1131.261672505	96.1974059342	0	20.7880749554	87.6219780201	0	4.408503699	50.7165872424	25.8789555073	19.7985983599	277.1285383726	140.9499917247	7.5138444593	6.2528337178	58.8325602189	112.6704169791	119.3067214913	9.6614374489	47.1093373186	13.259769315	53.6688620856	15.3076105	28.2428169249	7.9980766271	4.5171441105	71.701491305	63.2698124031	43.1987806023	29.6527432741	34.2124083262	27.6634579355	38.933251051	35.9710662138	45.2310219508	90.2355013093	110.8071265552	88.782277556	115.0528581499	103.0320072105	116.801827286	26.0144019806	16.4106166797
ko02060	30.5417295957	19.9526808587	26.5467893566	0	12.7583028015	11.8273456787	37.9466317882	102.591207583	49.3217255794	13.9234112676	8.2671824113	7.5021798451	5.0075238505	12.8486470305	25.6561821088	25.3881197777	39.3799390344	67.4835880594	51.5315773566	23.5227319121	29.4617376139	19.5517315819	39.3820752808	23.6159163207	50.3004828822	25.9956301831	36.4596529844	47.1553374039	33.8428907388	41.1305842684	18.5949568492	30.4213552987	26.5167570272	73.5715287707	61.606589162	16.8237065569	34.5574314131	333.9556155211	60.6757413478	2.066575752	6.8785860357	342.7388060842	36.935954332	7.2833772727	10.4031555977	5.2981149958	6.3069915962	974.6764422365	94.2106427201	30.0768099046	0	16.2846567458	31.8827813767	31.8129241923	0	12.470847138	17.8839477535	18.5203913985	354.9395094443	34.8738770841	3.414601082	0	42.0410637835	20.4252855741	12.6541463969	0	15.5113819337	24.8706590725	10.1789538726	17.3262889947	24.6965480752	12.4824497961	17.1815035973	13.4761578519	42.124070751	34.2954431865	30.45048081	52.8451091948	9.735810424
ko03008	4.9564193268	3.9840996701	15.3944807374	0	0.9501248326	2.850214165	2.1250062709	18.1032629849	10.2903882778	12.3264570045	1.8611524613	2.1634150589	4.1087980329	1.1357422025	7.9265948574	4.0152722881	0.7792016179	4.1323421142	7.2276520079	9.7755661643	9.3574563726	8.1099755769	5.0128039326	5.5425949473	7.6711242341	8.750326308	16.3877159496	7.6242677027	15.6519441253	6.7398471186	17.8484059447	19.6465148953	12.8855386068	11.0854844909	6.7987060648	2.7236233347	5.1226446978	27.7836734097	6.2119122985	0.6342925893	1.8260076818	6.718227096	2.7347173799	8.2046732787	3.174909451	2.2187088175	4.4840351556	29.6178952248	6.8986664373	25.5128739294	0.9103726111	2.7488447414	2.9320080239	8.7148809905	0	2.1011606358	5.3639354698	5.5183516978	24.3718876427	8.3520556276	2.194161747	1.1347445954	5.1206899664	11.6717988929	4.0717289633	6.7936771582	1.3611899002	21.4904582523	4.4669939991	10.514626392	2.2160394307	2.6257292535	4.9459876495	4.7480522792	11.4267970883	16.4525263597	11.8708034163	10.9327143628	2.5666014462
ko03010	309.3844137582	257.4809507011	503.1809264296	253.8437567305	156.5243510407	178.2171070506	255.901973936	759.6646743914	857.6085117141	538.4957677819	145.997692526	107.9969304676	281.5703287872	109.8129999057	461.0877645358	443.0591804965	24.5928795945	374.482644622	440.7209455664	629.9172567658	621.4186484198	479.0817419913	354.7154603705	511.9459676528	907.8249240471	467.6848991447	747.5071201103	451.6717417695	692.887606242	612.6234674236	802.7991518819	858.913302626	693.0950461741	650.7262437379	264.452297287	286.5497964499	385.5326288374	1043.1422466091	596.6655796877	91.7696505316	158.0430497082	179.1525752815	393.2726974604	294.3944965442	159.5002081567	150.9097995782	348.0322634562	775.2439782989	270.2294811888	434.3704381752	65.1885887952	152.6383791595	145.5496010086	619.910739287	148.7040781064	195.6884510728	363.4090724421	334.3059174874	888.7773005248	383.319463206	186.7897855694	145.7956229471	379.7164671649	491.7214340553	322.3811200904	513.3899240529	282.7086918229	694.0582658679	252.4743458941	600.4387176263	514.7287899985	298.2921360087	517.7615076232	505.9795916065	535.3627527079	582.0938906243	533.6659878124	354.6575679053	290.1942435913
ko03013	4.762013111	5.6344552716	19.1373799451	0.634340336	0.6082603574	3.7741952239	3.8088484978	23.0344128247	8.0815954507	12.9213942367	2.0578128221	3.2473617325	1.0141541291	1.4718046063	7.5972470151	4.1948082566	1.2244999162	4.7452836808	4.1515643158	9.8408832265	9.4074713332	4.511823008	5.5663768027	4.4321190561	10.4863657354	12.4440756424	19.3399711206	9.2477806927	13.7759827324	10.6097075793	15.9492416993	11.2135520019	7.6045660842	12.579075969	8.2207002167	3.483353183	6.7267733463	36.5845490875	8.2419417059	0.8739514771	3.0763315951	6.8655963694	2.4969122152	7.4470934052	2.8571904294	2.91436194	1.6463815595	28.4471515488	11.6495385848	23.4939425644	1.2295899052	3.1194576467	4.2077453987	5.6919766326	0.8558359758	2.7325210292	4.700932327	6.8815207766	26.4523939188	10.1897743357	0.6507054949	1.040984154	6.9134078979	11.6208472314	2.5362790287	2.7239963655	2.1619168489	22.0664407759	5.8524708599	8.7514153205	4.0653596948	2.8552067384	5.1716052518	3.0141847759	10.4672434145	18.6362479785	11.1289581206	11.4653036078	2.2390612515
ko03018	107.2840308718	86.4859944439	242.2257467627	69.5932513797	34.6304743304	63.0446874787	75.0268478319	300.9244320857	161.6482919224	239.8813724399	44.1958104922	47.6475947392	39.0814994216	32.7438402582	134.9237555702	136.1495801625	8.4557746513	103.2064350688	135.4783682746	203.8932473265	234.8845556309	161.7300603328	107.1038705372	128.5087227967	267.185606086	190.9034466601	257.1930253692	157.5741349034	294.0759094109	169.8192680399	315.8393025804	304.1550921597	237.0913647974	245.6417006436	101.0088849863	83.5761222909	113.6789002595	397.3418536385	168.3263655747	25.9217643176	62.5264006465	76.7897865081	104.7098128673	141.5782001943	55.1836735299	53.6156485428	97.9495073474	347.5848909369	115.4115219554	139.7803429942	21.9558593719	49.8498633031	54.5179814325	163.6797920917	38.309826371	59.0573259507	116.0034799667	116.6778451285	377.4063797622	166.4828250127	54.6144640395	42.2893797296	124.5930861495	195.6520778686	91.8792000776	146.4488657802	79.3008093451	297.4074564665	83.9981210383	200.5464739981	144.2424761307	80.290909467	140.2876353767	131.7226969094	176.1695718422	272.4058132815	195.8851322767	174.8466762322	93.8859722278
