SampleID	ko00010	ko00030	ko00040	ko00051	ko00052	ko00053	ko00061	ko00071	ko00121	ko00130	ko00190	ko00230	ko00240	ko00250	ko00260	ko00270	ko00290	ko00300	ko00330	ko00340	ko00360	ko00400	ko00430	ko00440	ko00471	ko00473	ko00480	ko00500	ko00510	ko00511	ko00520	ko00521	ko00531	ko00540	ko00550	ko00561	ko00564	ko00620	ko00626	ko00630	ko00640	ko00650	ko00670	ko00680	ko00720	ko00730	ko00740	ko00750	ko00760	ko00770	ko00780	ko00785	ko00790	ko00860	ko00900	ko00908	ko00910	ko00920	ko00970	ko01051	ko01053	ko01055	ko02010	ko02020	ko02030	ko02040	ko02060	ko03008	ko03010	ko03013	ko03018	ko03020	ko03030	ko03060	ko03070	ko03410	ko03420	ko03430	ko03440	ko04112	ko04122	ko04141	ko04626	ko04910	ko04974	ko05120	ko00280	ko00310	ko00362	ko00450	ko00600	ko00660	ko01040	ko04146	ko00140	ko00311	ko00020	ko00100	ko00590	ko00633	ko00906	ko00710	ko00523	ko00562	ko00983	ko00350	ko00364	ko00627	ko00791	ko05016	ko05100	ko05142	ko05150	ko00281	ko00625	ko00960	ko00361	ko00950	ko03015	ko03022	ko03050	ko00624	ko00363	ko04210	ko04621	ko05111	ko05131	ko00621	ko00472	ko00380
kazan5500_2015_05_26_1_L04_31HP_F3	461.4591732206	640.3087028375	513.8922612663	515.192346142	308.8426684101	203.4256553928	413.797755127	107.7124710828	972.249259153	68.7248806724	225.1819269021	341.0741667401	434.5512242716	956.5605759679	444.4872289067	428.4669873857	955.8184511463	510.4317643462	331.6332348339	630.4042144443	165.6184269896	427.3169653756	472.011852795	23.2628662322	730.9127705241	382.7792880628	190.3979414504	372.6080666419	26.3170625642	333.1813832542	549.2629091469	NA	114.4988967066	415.5794522215	498.6476996516	NA	152.0526336711	518.6372060254	129.0696926052	288.0414931578	246.7448937981	237.3595527868	769.3816968282	251.6077721052	600.808572008	486.894726197	324.519409636	464.9666324179	384.6969196325	679.2326151159	497.4248038586	695.4325553609	368.9074443702	128.1902086001	329.6364513133	319.7079126673	276.9415302974	363.3562718849	658.912669177	1329.3258950952	NA	1592.0822692205	112.6886101037	76.1701735889	NA	18.8370488439	18.5949568492	17.8484059447	802.7991518819	15.9492416993	315.8393025804	441.4988877	368.7411726487	515.2900996829	261.0756116122	315.4920664417	272.2361527568	440.1629508384	444.5287100704	551.8822745115	133.0850153463	43.7286050758	77.8825211135	41.3980420979	26.2591351609	54.3196765106	150.08521026	47.7258719964	29.9736598167	NA	NA	573.2900646012	NA	129.261610469	7.1097273806	NA	NA	NA	NA	NA	NA	NA	252.2111356797	124.2753161025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_32HP_F3	489.1918905104	593.731020565	407.6859161437	451.5313600238	401.7697792141	96.0861241253	473.7907034265	103.5553523781	676.2051737973	141.5776025158	187.8167142942	352.696380317	438.1122429619	1000.077538826	395.1058339698	411.652170329	1123.9495807247	578.9027668074	343.6389261756	455.7400647977	113.3846266291	400.9179530024	306.3359909483	69.2778971462	871.253894023	481.8964429592	176.3079436256	360.7501584918	58.6935554706	830.3564813227	476.6690422068	NA	355.4587802007	419.2099712423	581.5282609384	72.8756252379	121.6442186755	464.0486506048	122.5887109964	228.1627250927	184.8724207738	266.8676255796	754.1088034448	197.4739995923	573.5047395252	655.9348462011	420.3210131939	470.7073115884	363.1941520033	634.8169707069	439.7278611427	320.4998747515	381.3657703429	120.5132008503	448.6061985864	312.8513391454	256.0693547952	286.9016510633	797.0017373721	1463.7993372918	12.2997289891	2517.6430522449	102.1744855142	56.1098882803	113.9321512129	62.3587766172	30.4213552987	19.6465148953	858.913302626	11.2135520019	304.1550921597	371.4489797743	300.6393846148	434.9987352895	212.2345796759	274.443834693	284.0236449652	385.9297054281	427.3913827072	560.8446001496	171.6369623778	22.6893647402	103.3133885389	48.309656427	45.1749382718	53.2472533862	126.2877739208	64.0170445646	25.186384783	NA	NA	NA	NA	84.3110838296	24.7846171807	71.103236231	NA	NA	NA	NA	NA	NA	474.1107805805	114.7558446952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_33HP_F3	367.1024483685	438.7308964147	292.9546668424	322.5029962422	274.5751709564	59.1485983584	352.765640015	NA	458.9711012591	89.3922783314	136.5152686875	266.3160401005	322.3081922576	773.4719970045	282.5008742116	318.1379708286	888.5880234334	460.8407482164	252.6659309897	306.5667162848	83.0519373946	295.7938971	NA	34.0201017118	630.8304083069	382.2095939314	128.2429871838	270.7632459618	38.4039538743	452.2248333869	348.4976815791	984.3213586283	173.1450216897	268.0071444591	439.806285293	NA	97.5889805933	341.991162949	73.2972232451	145.3077171695	134.7453848053	191.5220452622	528.1597329267	141.9647561778	409.9963466344	466.306817811	309.4306544655	342.2025828733	261.3102986916	452.1384249184	282.2955197022	144.6072413579	235.1130980827	85.1389033097	312.1008087768	186.1577196856	186.2961909643	NA	645.6122763212	1063.607463739	12.5864603716	2277.1082534086	78.4778638672	45.1183353223	160.9321932961	103.4381587972	26.5167570272	12.8855386068	693.0950461741	7.6045660842	237.0913647974	258.4072101928	197.3576771511	339.9699531487	165.416527481	177.3632769647	198.4238054469	274.1297487024	296.2703245902	455.2191005146	126.5499243359	14.6963865877	87.6425696618	33.1523679686	27.2585605787	35.92177953	NA	48.9415288825	18.8421803557	354.1809810678	NA	NA	NA	53.0554398004	10.6396622148	30.4754995127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_34HP_F3	456.3690696468	569.3569591662	179.124144306	341.3369385967	296.8469948257	51.6944239904	348.402632475	90.6350958676	1059.461288429	54.6742612146	118.7127070717	269.4824967797	338.1195923446	628.3057483641	335.3259508889	401.0161077558	910.2090819552	495.9684907309	260.4842614899	394.8941651135	76.118180975	356.5427945387	249.5621110933	29.7138472505	483.8182440867	316.1583768772	139.869324075	303.8910390947	8.2524963051	268.1956224833	329.4741877474	NA	92.8851977577	133.643542069	376.0441541082	89.1919363947	165.7573184977	418.0268091792	70.5829382193	228.1229832183	192.97344365	188.3081825291	519.3605549647	177.5451463828	333.8190687689	638.0511370674	279.5085831465	430.2679343974	279.4586937115	635.0734604044	298.3842627413	214.8840079419	170.8107930412	135.6195161735	302.7144382999	143.7729413855	181.2729075986	352.6259036819	658.8349373982	2150.7772886674	32.5043474414	937.0108536877	173.7315784227	87.9644394969	439.3772154084	272.056778125	73.5715287707	11.0854844909	650.7262437379	12.579075969	245.6417006436	344.0784758944	251.0448226043	307.5137223235	184.981615989	223.0056310035	228.7350983715	348.9337366242	338.4210260377	430.7903069765	264.0966820604	12.6713675067	101.8360388439	40.0384859884	10.2406917467	34.4064564155	104.3601331712	69.1286335307	59.221128954	534.7428324987	NA	535.1669392832	62.5233464593	61.8278688905	6.130356289	NA	336.7699566453	1.6685886633	NA	47.2107560541	NA	727.235228455	149.3185310396	65.3501640703	439.4528335911	99.184259795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2942755293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_36HP_F3	480.6747272838	580.250293684	370.055427165	486.7645865058	347.6259967026	110.5051047337	451.1539632581	104.9518385741	797.4184514854	84.1950703624	160.6413375863	306.4431541304	385.2980812789	781.7485996729	361.6310884377	388.8630862818	768.7039859092	472.1450759672	283.1987969682	470.1667025833	119.0003780053	346.2288797161	NA	75.4868747819	707.2178509976	389.5666087309	180.1030376945	318.1593691192	22.2458909855	652.2251413727	433.9196367804	695.4368412771	240.6009961983	361.8672016653	492.6541444399	72.3334551762	143.9747903872	457.7918265798	124.9724874408	243.3539489483	222.6587363306	216.7463342373	601.3322194448	205.5221045943	501.7775745162	429.7659292361	280.1342845298	427.0347452881	346.4514664419	559.3768626145	411.3064887988	543.2568583127	350.9884880444	105.0851968669	312.5537385393	278.7097544318	236.4185214316	NA	581.4471430845	1200.3144341875	11.4237558906	1566.1229910749	114.5869189535	57.6657839152	NA	7.2288011502	58.1667949295	17.5022637847	722.6985730702	14.622650107	268.960405613	398.0584685006	336.9985575126	418.8362392364	213.708864025	280.3690279317	232.5757433593	430.115378638	405.9775482828	463.9074735927	144.4634486448	30.3246564802	69.4754101651	34.7918204032	36.948608913	49.9619660062	144.3192829013	54.6139818128	22.4147711665	504.9583053419	NA	506.1696188259	NA	94.7320316938	12.2082529244	44.1535301805	500.8079650626	NA	NA	9.8362138692	NA	692.9493660082	NA	NA	595.29896055	NA	NA	28.2976254862	2.4525724604	NA	NA	NA	4.3872861839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4830061169	NA	NA	NA	NA	80.5547202219	NA
kazan5500_2015_05_26_1_L05_37HP_F3	451.5073816443	591.6818066489	319.9895633898	378.3032524937	307.6538130253	65.7252920494	382.6976616312	142.3669570136	1354.2161854195	60.7034442778	151.9988759867	300.8612680529	364.0126507467	740.7326924358	376.9756206867	410.7457840899	913.4827448299	521.1640137387	293.1855177974	470.171704195	92.6923706563	322.0632653404	302.623548124	56.2507332028	499.8377213916	317.0241223369	172.3189873769	299.4415935513	23.3004040515	682.5922966815	367.2383912588	NA	299.3573596413	244.5512969395	390.4020488239	84.3511792902	162.5373439158	462.1920985298	93.1716788808	263.914756992	225.4881581241	225.4531274854	565.3754479451	187.6198913873	415.5183736874	516.3346613889	285.2258242498	471.7705970134	286.8955081557	562.3659474332	390.859540136	365.49427036	311.7058583147	125.8213608754	350.0251530993	197.957171359	222.3806690703	NA	643.6037944481	1872.054154122	16.8861371951	1553.1961087407	152.9705962918	76.2336355727	301.9647560625	173.5888284972	28.0708510795	13.0263594174	759.2613902252	15.0119718286	262.8566154028	431.8007480376	291.0586997408	355.6359085121	204.3942550075	257.9349614502	241.5241755574	384.4568251778	369.7624169919	474.6575814656	231.7255804557	21.5102843805	114.9502206412	47.5234723293	29.1010129097	42.4340365238	126.2750253937	61.4219413417	57.5036020581	519.3962027751	NA	586.6246208842	NA	84.7562321563	21.2677668557	45.8968938868	NA	NA	NA	NA	NA	NA	271.9448777173	68.9434517536	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_38HP_F3	943.8751254529	1399.7108778845	617.1988363856	931.9649963637	852.1828706199	101.5996656336	983.8235889053	268.3290093776	3470.7283749554	196.0254236454	335.712260057	661.0002208704	837.1947236206	1600.902239997	823.3269846864	896.0590215173	1795.7802777716	1328.3072031091	652.219624801	1220.76309775	239.2708280416	965.1669239627	641.4196962477	91.2645161208	1608.5240595595	861.2687929878	397.207367515	815.2377720814	32.5012701349	1730.7491910307	868.2290576465	1004.568302925	637.291339711	543.3924310414	1172.6052029976	NA	511.207635828	862.1473044041	152.7854423051	608.9807645742	444.9777913445	422.7752434586	1342.3381811553	408.6522212087	904.9648473288	1474.870320199	887.7694397424	1172.1076224066	806.5175227783	1407.5993326079	1136.9436641315	654.6810952213	643.323327198	408.7923922558	918.2376279093	544.2555676522	479.8095209771	NA	1356.8979674005	5283.7798781452	73.3471553625	2301.9933397599	404.1449738356	245.1047105696	1353.8813456895	809.4788069397	118.9289864826	38.5063149159	1326.5868382924	45.0240499762	578.1895342395	851.3505374549	798.2916876472	904.7439875349	440.156414943	625.7042489534	591.8418793727	1079.3673952132	952.3809840284	1140.3745335608	833.3605137871	47.3970820764	202.5993946526	118.7704486467	63.2967822623	108.5543672421	299.6917574395	141.4384788267	96.0634424913	1244.4911401363	NA	1329.2889824931	NA	221.5875075212	57.9854859727	119.8852524502	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L05_39HP_F3	151.9558563906	171.5976237607	80.1622221019	115.1147514538	90.5221271618	24.8563355754	100.4466337642	46.6073260059	582.7481347619	17.30883327	40.3954814595	93.7155815778	118.0167321604	211.6779080374	110.9130144095	126.4440462017	324.6633132041	139.5495960964	81.5288968767	106.8521184539	21.5062626253	93.0264076145	NA	15.4888223427	118.7770226372	85.2273558259	44.7433259021	92.6547677418	3.4659537942	143.2549588082	109.0541549546	195.002331363	60.630151419	48.5145738861	103.0486787664	27.6279202929	61.9247231821	150.0219507296	25.0217890016	75.3435010157	63.0800185443	66.7923475663	159.1391309967	56.5510980096	113.8277435395	146.2979816759	64.3944846614	132.188495642	68.9420182668	156.3219620298	93.8302432106	60.161139039	66.6629099954	28.652035398	95.6242246586	41.2565532689	58.2156059465	87.8411697415	256.5443927721	498.6918051353	5.5837510011	534.0907963075	58.5271814328	21.0513814144	73.0591275589	49.1910836885	16.8237065569	2.7236233347	286.5497964499	3.483353183	83.5761222909	135.0120610011	74.7314336478	92.8586332958	81.3055839637	67.5980185401	78.5419117568	98.5050325966	102.7326360608	151.7172677155	57.0359024152	5.8792228085	53.3619739436	14.0772488304	3.9155461437	9.441252438	35.1897083584	26.363412256	22.8269598139	160.4203364088	NA	NA	NA	NA	3.3083332464	NA	NA	1.13039862	NA	10.1467974756	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4314856695	0.7764080987	NA	NA	NA	NA	NA	2.3019576529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_40HP_F3	209.8754243219	284.2794244386	114.446180642	162.0377470992	129.7378304368	20.3747011308	201.7885588027	71.0655728656	732.0421235427	14.4200325358	56.545175591	140.7137664103	169.6829954531	327.8782168462	168.5422322456	209.0244925073	464.7048063029	258.7888890964	137.0439756688	194.6271365999	38.2462321228	178.8674177712	103.7056956169	17.5361031488	229.5240628072	163.2546249785	71.438599381	146.3730651685	3.8609324181	113.0195057021	148.697453542	211.3127701292	45.4918109111	26.9494996196	180.2297718225	50.6065967944	96.6901361364	219.5156967457	31.0337914859	111.7858882972	100.2324086378	92.3835158819	250.8533214309	79.5581252905	160.24950474	295.2753763236	144.5439462859	231.0946513616	124.892455735	257.7515246323	127.6231795754	25.7285100496	71.2913689632	73.8843760358	165.0514007952	67.0238149942	82.7794081845	NA	370.7254815363	977.0249640048	8.4709136257	557.815667711	91.6645855835	50.5570799804	305.5118890338	211.7192306903	34.5574314131	5.1226446978	385.5326288374	6.7267733463	113.6789002595	198.4951894183	122.8482834124	156.2335422214	103.3746646221	106.3470677773	120.9495572493	177.7766737776	167.2036746136	235.5479916299	165.8586478567	6.7224724695	72.2085952744	25.5182503898	4.2377365394	16.3886857486	NA	37.4633122028	39.1455126027	244.9161658949	33.4395648126	NA	NA	29.63508004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_41HP_F3	767.9575093874	1095.0919382138	304.0042056112	679.6818963008	689.5148493101	130.2650763285	695.2235193502	195.8919883863	1481.1713274241	131.5029528121	186.2210290753	502.1509928281	607.5315270814	996.4453836129	587.2901081899	724.3482948855	1480.9888996659	976.72194202	476.5024398149	780.2430814018	168.1081251271	745.8773065136	392.4436604207	39.9287849264	1172.0603311114	835.2127436593	293.0976342659	704.0562060717	1.2228987616	220.1955290436	587.5419661143	NA	NA	174.2522003181	881.1254051176	290.2267845055	501.993896225	642.3472294118	114.6595455195	507.1660569538	342.9795074198	358.4190769123	897.3203768054	284.1864886544	495.7294046575	1281.7987915154	647.248423857	695.0838222964	646.1775503685	1092.8677604791	757.7854400092	162.2459577778	280.4392798183	380.1991610866	689.0954146197	274.7702137993	320.1683327445	610.3533167886	1113.166107088	4608.5866438336	142.4957328392	1024.1920431522	499.1595645636	313.3755553562	1782.6221967445	1131.261672505	333.9556155211	27.7836734097	1043.1422466091	36.5845490875	397.3418536385	562.2222845749	554.7336539576	671.5632666394	446.7315915316	467.2427424766	427.0992947501	781.0382055853	657.4179296457	864.0840327352	836.8102128651	15.5040506455	171.2896216685	83.4269729266	NA	72.8760120367	195.8911114432	166.6237655796	131.5765870653	971.5734810103	90.1745150729	1160.8700549431	126.4583832445	NA	NA	NA	476.9823783726	NA	NA	149.2943925243	NA	1157.3827911899	167.8025847189	84.2811156791	734.2150598716	231.901472515	42.2902313375	80.2836037383	26.9043789277	7.424741657	7.8206887839	1.874610742	6.0608299257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7574201673	NA	141.3193562485	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_42HP_F3	316.7567503045	415.9454606731	224.1353979123	264.2286531259	211.7641173995	38.602063869	228.1652832334	93.8419157902	599.9559451454	36.0201872024	92.0725253902	205.2333235685	254.0908143765	495.1880503984	237.037886984	253.3848215193	682.9775193805	309.4005533542	182.3025351783	229.3855981975	40.6569429958	178.1903346618	206.8723263568	20.6411333712	273.2020249462	119.4674345199	116.451625752	193.7236496013	13.6490573789	255.3963617018	232.1694420598	356.2956513614	NA	131.4024546814	228.8185627509	44.221578513	97.1968441123	321.9908553479	90.9225293273	155.7108154936	169.0824766016	147.6714387617	311.249717263	117.5009639135	267.8243656781	243.6031801507	92.0415216473	257.8163413857	147.9091546751	367.2326661832	142.4236844453	172.3848133151	97.7938605242	39.198914662	169.5580599159	94.7632810409	143.4215161074	NA	501.3527256505	888.8287274033	5.232853927	892.2855511276	112.2489245949	45.5662706476	120.319456738	96.1974059342	60.6757413478	6.2119122985	596.6655796877	8.2419417059	168.3263655747	240.7050809475	182.377260828	202.0299203439	159.744834197	136.9202111095	163.1234626778	227.1575443309	225.68741064	314.7325842265	123.1448231233	12.4809636565	91.9644902586	24.2142778135	7.3670688679	22.5449770173	82.4937139678	56.644181034	46.2781715357	332.7554052209	NA	407.6594415195	31.5818132563	NA	8.415296923	NA	271.0176927627	NA	NA	16.9558285862	NA	435.9829625935	NA	NA	NA	NA	NA	15.4179368328	NA	2.7218485169	NA	NA	3.4107282503	NA	NA	NA	3.0650351678	NA	NA	NA	NA	NA	NA	0.5737354463	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_43HP_F3	230.5478450801	264.955551969	148.7188402775	194.5241734215	158.4344344145	51.3565925575	178.9553668199	78.2728033403	191.209696192	30.7869761082	62.3026538131	127.7735605767	156.6434861937	303.6438456231	147.5720236275	156.6883697565	445.3739836115	189.5175447499	113.426008048	135.7358894846	27.5379437341	121.2938751721	125.4963358923	17.7326483397	174.1902704489	100.6783733905	77.512235961	148.6698181275	3.1912251428	170.7867303332	175.4667597599	280.7308161917	NA	84.2590596072	157.1240353113	42.7496010552	70.3560654402	215.5126305633	87.3367715777	100.6547414982	113.8107513675	107.1755974386	195.0814909653	83.4970871159	166.4485444681	164.0695660885	75.4718033684	160.6366026718	103.4841245542	251.8060766243	106.3297609194	129.1858896156	88.1584534324	29.1286519999	106.4334712927	62.1279703395	99.9605125699	NA	308.7931097769	659.2226219659	7.4781697182	690.8758857585	87.9594795642	37.0249405997	67.624557961	60.1422655041	74.6873946321	3.0056469822	351.9647518479	5.3160738394	103.9455696382	140.6507314988	119.8999205772	122.5693944388	129.7037896812	90.1367865916	99.6090060428	146.8477550917	164.1804810275	181.6246507093	94.4106584723	5.9545678971	54.9742459893	14.8629748835	3.4998199062	16.6372941356	55.4781102051	42.5790687946	25.7360991997	209.9405023683	51.9850763703	281.0393407712	28.9757365391	NA	NA	NA	167.1045763262	NA	NA	8.9740832201	NA	284.1870523912	NA	NA	NA	NA	6.5834594981	14.1013496338	NA	2.4144402909	1.3022471449	NA	2.2962587064	NA	105.4645782059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_44HP_F3	599.2124973437	890.7677186628	614.9271082412	515.6300522489	370.3145844311	86.8663985151	948.3806684602	171.5241710969	1458.124728133	50.2560300374	190.0692532823	426.0820374386	499.9034395075	960.289941319	457.9209512084	633.6824760474	1287.2746467802	801.4488965629	412.4157603216	543.0470220396	127.7283043911	496.5933492414	306.971322246	44.2585508699	712.4153813942	588.6837049861	208.1019768734	406.8494046375	39.4617944623	548.0341219546	451.808361451	663.1311147728	289.8726982769	196.5302636019	571.9381843655	160.2224082185	229.7067215137	654.149474303	151.6243456765	379.1147132835	343.4646190037	244.0051469785	720.4758132567	228.131614616	546.6533908164	848.6186223736	456.2808168377	568.2652626511	432.6517892526	731.079381052	435.5251158009	212.6310424348	309.4142074065	255.3511722891	538.6646194219	222.3340575376	265.0887534683	NA	923.3314255464	1697.1735404636	27.7848188195	1270.6549626966	224.182412721	137.0812480271	711.9079627312	547.9376418777	88.8619392642	17.7622864964	1078.7292667959	18.9366561295	337.6161742575	530.7402982237	440.2289429486	456.1678919187	291.9970640048	310.1524302506	350.3794767803	611.9719191151	562.2421235	669.2801757661	389.6483972049	28.0535916743	160.7521031122	78.6294112237	21.9552364322	63.4561676034	NA	100.0439681982	87.086703328	677.3776728951	NA	863.393977311	139.8634960784	89.2521297154	10.1669910892	43.6331875639	NA	NA	NA	66.3632385361	NA	883.1206879824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_45HP_F3	404.507253758	500.9221939656	340.3478616062	372.1847813698	268.2832062067	77.7460390366	357.2328269747	91.4791701454	626.1260889119	97.3635823945	137.5805574208	272.324761599	324.3185610697	740.3370768824	298.9436469647	335.7166760179	849.7233110651	452.643533929	264.6407142083	320.0486885106	83.2056023733	289.7609984106	NA	47.9237228265	543.818920688	373.2338983787	127.2954750886	276.1304557377	32.6721012983	648.2960333033	349.09281016	651.3947173362	268.6484067506	299.9217153595	388.7921949782	59.5937682341	101.9490090021	388.2000860859	99.955513331	194.2896786699	173.1189785161	187.221858391	500.6705122344	162.7765955067	442.2559701424	443.7941081226	309.4209489817	375.4673970226	261.4535702327	492.163234785	304.6725305162	239.3424949514	240.2537988366	81.7411484332	284.2988885158	230.6834575708	191.9587561697	NA	620.5497485845	1215.5585560498	15.7697957708	1367.9590607354	88.7746286671	44.9906458403	NA	46.3145006022	23.0023349329	12.4502819	699.0343285867	10.1408329887	238.4345956842	271.7732851748	220.6798766377	334.1780727099	177.4614840833	195.9869489512	210.9157423557	287.1904773097	321.0873460315	404.1412522041	124.3537340277	17.7275307657	86.009803466	35.1583457408	27.044583448	36.3629769855	96.6093391284	49.3275720661	22.3310595845	415.7722401489	NA	411.2337476009	49.5141713079	NA	12.2097278847	35.0074957227	NA	NA	NA	14.2874680601	NA	669.3901053677	NA	NA	NA	NA	5.6957813636	NA	NA	2.3215414381	0.6554094378	0.3928313608	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.9247384352	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L06_46HP_F3	462.3767581769	552.013878379	293.8673936234	367.343306115	246.2852273126	78.3672978753	444.8470227674	137.4360092277	1014.5484629815	63.6520545145	145.4750964588	326.0437864494	395.1979708168	821.3050422988	310.4737784304	418.7915149966	1083.448747508	525.2975663982	286.3801414829	291.1508515688	79.3147583946	309.2269263547	248.6943392938	19.1828783707	537.135854983	413.1466430494	131.9487048469	294.8597206607	33.8112469064	257.872701167	355.2591172912	657.0068521103	103.0292578863	183.8225347072	411.421863148	66.3784580666	148.6135177116	458.364413664	73.7228251452	197.3040340649	192.2264572028	243.219470478	533.917646348	162.7981417349	443.1818737292	563.5544181857	307.1154934509	380.306111908	243.2508866654	526.521983635	251.0931780904	56.1916059026	149.0267041957	100.2461939085	344.2203484758	136.5923182633	203.3450955388	NA	837.9133364416	1681.0756730451	20.3204116716	1626.4562625129	114.7204550763	64.7632363397	287.3124925296	199.1146876565	41.8443536919	8.8425002591	977.2318060708	7.7334755028	280.1083595316	327.5957934385	235.5008220476	339.2763666052	214.9819894176	204.4994897664	242.164473202	294.6660503218	344.5316791782	529.0940525087	194.5346767914	13.8673782241	138.053007696	41.4094699394	15.0977633065	34.2745963492	NA	76.6275595893	54.2120393108	514.2692283421	68.5506246282	NA	NA	50.0708032589	NA	8.7944084707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2989477908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_06_20_1_L01_50HP_F3	290.1877294231	277.1891782742	153.8553135414	327.9538610735	245.3414160706	123.2679578212	212.8388592204	112.5901503104	55.3329894614	105.6896449533	47.9120153053	146.3829264952	148.1068138199	168.891782112	147.8636724886	176.3881662691	276.1567634473	146.7037054523	101.2154904408	51.4930265371	72.4266604724	132.8669079406	125.1313401125	35.906112691	212.5212548468	294.0736337254	138.7448732825	144.2623666359	NA	148.9450964042	200.522834568	146.4433739613	NA	162.285481191	220.0438834647	82.7842177099	111.2340862453	203.4104174304	NA	160.0167286218	121.0326625064	125.233731141	155.7867675353	83.7722674956	NA	165.7467678109	95.3751435136	116.5836678429	164.3154175075	222.5585367129	220.8744488992	232.6890176842	229.1050910779	45.7054357728	151.6024480836	63.6023957726	121.217811664	122.8924014313	215.8090115499	310.155350129	42.2793990295	179.8225727216	208.2638182712	91.4429259164	112.3337492481	87.6219780201	342.7388060842	6.718227096	179.1525752815	6.8655963694	76.7897865081	76.2291387466	153.2653428138	159.9565767389	162.6823720184	125.0469411767	78.7429749507	193.2806974186	162.0310019214	137.7967836823	181.3737664045	NA	28.5900431882	NA	NA	15.8134104416	62.9966757161	195.3917673551	39.905619123	208.672760724	NA	208.0763312801	37.2178642346	NA	NA	238.9691878244	136.830601706	NA	NA	50.475519804	NA	205.3472649819	NA	NA	NA	105.4304846981	38.8800346641	45.095696535	16.8883093438	7.6075762622	9.1278274328	1.2681511757	21.911127939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
