SampleID	ko00010	ko00030	ko00040	ko00051	ko00052	ko00053	ko00061	ko00071	ko00121	ko00130	ko00190	ko00230	ko00240	ko00250	ko00260	ko00270	ko00290	ko00300	ko00330	ko00340	ko00360	ko00400	ko00430	ko00440	ko00471	ko00473	ko00480	ko00500	ko00510	ko00511	ko00520	ko00521	ko00531	ko00540	ko00550	ko00561	ko00564	ko00620	ko00626	ko00630	ko00640	ko00650	ko00670	ko00680	ko00720	ko00730	ko00740	ko00750	ko00760	ko00770	ko00780	ko00785	ko00790	ko00860	ko00900	ko00908	ko00910	ko00920	ko00970	ko01051	ko01053	ko01055	ko02010	ko02020	ko02030	ko02040	ko02060	ko03008	ko03010	ko03013	ko03018	ko03020	ko03030	ko03060	ko03070	ko03410	ko03420	ko03430	ko03440	ko04112	ko04122	ko04141	ko04626	ko04910	ko04974	ko05120	ko00280	ko00310	ko00362	ko00450	ko00600	ko00660	ko01040	ko04146	ko00140	ko00311	ko00020	ko00100	ko00590	ko00633	ko00906	ko00710	ko00523	ko00562	ko00983	ko00350	ko00364	ko00627	ko00791	ko05016	ko05100	ko05142	ko05150	ko00281	ko00625	ko00960	ko00361	ko00950	ko03015	ko03022	ko03050	ko00624	ko00363	ko04210	ko04621	ko05111	ko05131	ko00621	ko00472	ko00380
kazan5500_2015_05_26_1_L02_14HP_F3	252.5454491476	317.3094864352	121.4107165336	194.1484257852	161.5201481068	27.7743430679	223.773728931	59.5611970668	1042.7211812583	27.7123543045	71.5868063466	176.2044378365	212.2618792244	414.3251889453	184.8632953214	233.7620233251	578.4895675168	312.8270599745	151.5261162309	206.8087320054	44.2488332423	201.0864390241	132.5181408172	6.8765251641	323.6581231342	213.3951800674	68.1494001331	174.7557756186	12.4071613926	133.5411037651	194.1647525107	254.1543418973	42.7062434039	81.4920973707	236.2061186751	52.0871521681	124.1323196235	232.4286754285	32.2177904629	116.2375861318	109.8461404276	119.0448762826	313.0348821291	95.01259435	212.0165683202	333.8750890288	158.1143223794	244.7056753641	154.5677290458	339.8811270782	151.2063908162	31.6299479788	87.1336916964	76.5352257676	189.3138692777	95.7999575629	100.2396221422	NA	433.3952281769	1076.4065343478	14.5253252276	628.0874324287	95.2779966071	51.4334143774	334.7568389404	219.5888674573	39.3663415423	5.8704922592	466.541996208	7.4656443384	157.5531773422	195.7300828223	147.8303602526	199.4506091031	111.6874496833	124.4482755919	141.8500598647	200.0058353754	196.6906112632	271.7212685204	142.5376361489	7.5928757055	87.0134226413	23.7801123202	6.8078190469	22.6031060163	NA	27.2191124617	34.851781378	272.5113639339	36.3270423433	NA	NA	32.1281976945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L02_15HP_F3	225.6432859393	243.5845989148	93.2470312805	164.0724984188	137.8512500595	39.0013674084	135.41734565	57.3898734034	589.4736662644	21.755220391	60.639141312	147.5996314701	183.2651377403	332.9481692129	161.607278584	192.9967102003	511.3190446484	238.5345974351	121.9207268694	172.9303368955	32.9354147467	152.0948206918	117.231667735	13.8669347132	197.521928662	155.2463018463	55.3756397453	143.7173536771	4.6239146141	181.1071172692	162.2066130021	237.6075606137	63.9437372208	71.5432367601	178.7052236301	NA	100.0229193494	216.8680677735	31.7855695843	101.0908170635	99.0976166324	108.6213321675	250.9186149023	83.900373309	172.9708800022	261.9206850897	129.6106246815	199.3823520558	113.3089501447	278.6772353547	132.4476561189	95.577065753	83.2002993604	47.4395536551	163.2516611983	64.9066493981	83.1271476556	144.8653487718	398.9219655839	862.504201255	13.3692727735	652.4629456647	93.6704727298	39.3031323029	197.9315522274	108.1477106499	25.3881197777	4.0152722881	443.0591804965	4.1948082566	136.1495801625	194.0707289368	127.5346964135	164.9910582505	105.4209332057	110.4711592015	131.4109984132	167.379011389	172.6446934198	237.7996629833	114.7995056788	7.0179274962	70.4330171546	21.9349230479	3.4523273918	15.6430772294	NA	32.4580462707	33.5822546633	259.5309246942	49.3401811251	284.2120333319	29.964389161	28.4507991129	NA	NA	NA	2.6911356875	NA	17.6569061901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L02_16HP_F3	253.7773603825	285.4931369295	230.0764215222	238.6846360458	173.359434715	98.3189184992	249.4063634795	49.0264344888	303.0358411029	60.4632674928	94.5629264739	178.9178948831	228.8885580621	513.946118173	192.6649404629	222.5769908448	622.9132019711	291.230041943	167.5912274715	168.923274246	59.3130731389	215.0848682771	179.8298363249	15.7054747438	388.4208348826	288.4315213513	72.2785126238	212.9444576168	32.4747775632	265.0335048602	257.7404168175	456.6739096916	101.5795841434	162.4556191525	270.2773172497	NA	82.8920621272	241.3312690156	49.2908230696	88.4410293162	104.9838875552	125.1258035613	311.2930958437	95.2490117496	275.93567343	316.1205066006	193.3770640445	251.596889637	155.2089971289	335.4176210594	144.3519193526	94.4994226798	99.7499757059	43.1548387198	197.2969271236	131.4732548614	131.5932100632	NA	434.2501039639	657.5963104923	6.590891148	808.8790751346	48.9113525808	29.4961419493	95.6171254921	58.5346344114	19.5517315819	8.1099755769	479.0817419913	4.511823008	161.7300603328	188.6568856922	132.0684678071	230.3564770805	122.5673167922	112.4687658872	127.4440924166	180.7718409267	197.6302712811	277.0277006962	74.1119140975	9.8133041236	64.5891501447	21.2016819234	15.6713256334	23.7085081105	60.7408823844	33.272916317	12.7851357362	230.052587421	62.6084850058	259.0520973074	NA	35.7533485598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L02_9HP_F3	152.8078971267	167.2604672018	88.1395454279	118.5322452785	87.950661076	32.4708718154	117.9448041179	27.0178264236	159.2482103432	17.1261528217	51.1240374567	102.6768437543	122.2593266754	NA	114.2812005695	126.6634472632	356.7256383906	151.2484919888	91.077594406	99.8277613371	29.9649495069	97.4804083266	96.9198872897	0.8039153596	179.758872866	128.0344490029	NA	95.3693747129	12.907638726	96.5415588595	110.4334613789	202.9838102206	NA	75.908532331	128.4261754989	NA	42.6009076817	154.9013089233	26.2951921375	58.1780479544	65.7629208673	67.3355407243	180.2968498123	61.8815524729	160.6065230235	149.0507224751	85.4150317023	141.3614154596	83.4427264006	170.5881428762	79.6763953398	70.2040119246	66.1549066986	21.0055987254	97.6911057225	78.2886570907	67.6392324866	NA	240.3800799197	433.3792838249	2.2501748387	371.6774513273	29.5967910032	13.8029697089	NA	16.4106166797	9.735810424	2.5666014462	290.1942435913	2.2390612515	93.8859722278	96.4721246894	82.4293131764	107.1990714324	60.1259532252	73.6610047991	71.919678787	103.0158992758	108.3690912447	147.9213021207	40.5363956514	3.820798178	39.9946053661	NA	6.9272962408	12.5291899031	NA	NA	13.7157962352	152.4337578612	NA	NA	NA	19.3378256844	NA	NA	NA	NA	4.784441096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_17HP_F3	478.749704561	634.0336289149	423.0131767758	525.2025935777	463.7857210879	103.2753443859	471.3097026641	130.4838939285	856.7597570703	116.1114012494	192.4478737488	299.5174694637	393.2757883474	819.0445239235	383.3006622272	395.0236596733	834.9452815687	488.395931988	291.3809289484	558.1185339459	124.7817571803	374.8915208813	389.1846213899	66.3572261271	683.8100282276	267.2498410916	203.2232573758	388.409510932	26.4891969248	1204.0811121904	501.5554152016	NA	484.8324661729	416.5061121944	479.3874961052	83.2155432547	148.2541981339	463.0688702539	132.1512903659	269.6816063594	265.443098886	215.30826645	598.3698684143	208.8096335243	530.4538326842	523.0755359491	297.6212441242	517.3760068952	355.816639262	588.1015325247	578.4732475819	546.9250222565	428.0184528622	89.0010534372	348.3455669766	317.2118478369	270.1329581678	NA	551.4428759794	1181.9915361352	NA	2138.8982807012	115.7252709226	61.8871215916	NA	21.1823587643	39.695554988	14.8364618949	605.5847722366	16.7810691988	263.2569723	395.3660801181	364.5135455134	416.6227575388	225.2067131262	266.682234407	245.9923027288	452.342561458	480.3396625703	437.3455521305	195.7476671206	26.2513738996	76.5612900481	43.2343285773	37.0174301139	44.3111616057	154.4562756229	64.4327829108	34.4007326516	551.608651571	NA	624.5071227736	NA	121.8180157664	37.9820858976	82.4932750128	NA	NA	NA	NA	NA	NA	364.1890043639	91.7374973752	NA	NA	NA	NA	NA	NA	NA	NA	0.6661604594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_19HP_F3	232.6674602728	273.0936608262	146.24788127	175.0578950487	148.8114457124	31.9925258811	251.0402758619	66.7721169112	527.4171548153	47.639896897	80.8435839787	157.4144637792	196.2055825351	322.087737205	181.6273357377	233.1646220024	511.2948655462	260.4098510529	143.7528838645	207.4229847806	40.8216901183	191.2376595073	NA	29.7236143084	193.8948528886	248.6039237177	71.9774821595	128.9589834379	9.8037227002	286.650340478	172.258695143	295.4459182981	136.9241163178	104.4589878497	204.4830748233	61.9926718024	92.2136209306	238.9957826155	58.8281051521	120.4273158871	119.0829999581	102.0964883225	291.9694046471	86.0934255023	196.4794518695	288.124776566	154.1588842074	204.3659479048	144.5799942626	280.5754595269	199.4455759116	114.9741020006	127.5802965415	86.4608657953	169.3597319806	67.6140576703	93.3059072462	190.7114793104	386.0661879171	526.0123100714	8.0665628784	610.1887947327	89.2942098462	44.1674495536	130.0906871427	79.9841233945	25.0224299621	5.4046009481	373.9942488759	5.9317263781	136.7967292503	205.7311746519	156.2059936127	190.6284643004	128.6727901677	121.1809351317	144.3204820538	213.0556506453	203.2095727885	263.8136007811	115.7262522269	6.8550574933	72.893205207	25.8848446205	3.5783098569	19.1130408805	56.7466998419	42.1204976309	32.7544101056	NA	78.7333410498	327.7075241595	54.2039709117	32.2165696553	NA	NA	191.9983857283	10.7885715296	NA	35.1576841495	4.6120767928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_20HP_F3	110.7958683665	129.0242574901	49.5353762273	78.4489070466	71.0241266932	21.1895357211	79.3055283486	26.3507785768	237.832596011	14.566178002	34.1645298922	70.5667326988	90.449880942	155.3236306389	81.7439609916	100.6489676797	258.6204209614	107.3765559469	60.0333835578	89.0775000175	18.8848075475	77.5692267241	67.3303359089	7.7569564299	96.9943305072	79.126755693	28.7909732123	67.2826153279	2.607765863	117.3144261988	83.1653939125	160.9785151304	45.4063975826	42.5081386083	89.1383487128	17.9622414972	45.7440651439	108.5835416546	20.1586696249	51.1191595326	48.2334010334	50.3932754348	126.1577492885	44.3570682952	89.5103697586	139.1492537829	61.9969157805	92.3304808356	54.9984695481	125.5550622765	73.6210374421	60.4612953512	54.8869536132	22.3164892662	72.5857711484	41.442836339	42.3220710969	75.0876668804	191.5352847761	343.7006712468	NA	416.3059842135	40.6714482116	16.5123208882	51.451830995	18.8854580498	8.7634701938	2.9978891735	192.2968691082	1.9389487926	66.2654919551	90.822368191	67.8042606385	80.4814650393	54.026624152	52.603615731	64.2039715005	91.1689286409	92.8109945255	118.1291082202	51.2423691414	3.4402403953	35.6314129089	10.1909902363	2.7025448655	9.0559292211	26.149873013	19.2958052617	15.6740452512	123.735457439	32.5328451733	148.3687650486	18.3815178034	15.3473099796	NA	NA	NA	1.7224218054	NA	5.9608523356	1.7336207483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_21HP_F3	208.1966577374	245.311021339	120.825637805	157.965739449	118.0690596069	40.7277443259	176.1869938369	43.5439585283	521.2690218531	21.2514302935	55.1050297618	154.8534273086	192.7921197707	356.5109281443	156.8517593464	193.8442030994	505.1670928632	239.1908247604	127.2980158923	156.8988158224	29.2104320708	132.733748941	NA	4.9694121242	260.2374625037	181.1104998208	63.1643330712	141.2556418144	16.6740662263	89.0359874359	152.3526655103	419.3561193562	NA	76.3550910125	181.9508917676	34.1096328741	83.8788562711	215.4389847722	35.2857722785	84.7655090473	94.1575397132	120.7125755829	246.8472785107	76.9545862922	184.4947715603	208.1195578192	131.9239255067	163.1634362191	103.5847224499	245.0873784807	96.7083229384	35.5611311476	74.242104875	26.4554208891	152.3571276869	48.261717845	86.5463333207	NA	392.8622202454	716.0407415166	6.8575135132	1122.3773155153	63.9889427896	27.4797434239	NA	58.2836191523	23.6159163207	5.5425949473	511.9459676528	4.4321190561	128.5087227967	169.0483346693	118.1923111179	145.7511777066	95.3058302978	97.0298390165	122.1226340917	167.3363617024	165.3068056792	244.5502191102	93.0929483111	8.0649642908	62.6215760035	19.2328205364	4.3372763609	18.6182629428	47.2226911317	27.5987859829	34.9597887979	238.3061659685	NA	264.2873867934	NA	24.8094051865	NA	NA	NA	NA	NA	NA	NA	333.4909829397	NA	NA	NA	NA	NA	10.3303953758	NA	NA	NA	NA	3.7899299461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2082022751	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_22HP_F3	441.7244471263	626.0654914515	200.2473618011	307.9363441275	293.5973994295	62.3237459472	310.8710660831	142.5148431107	1367.6689766767	24.2707672228	115.1472954784	282.7385964797	325.7906985891	683.4476050404	302.9347032189	419.0561430592	1173.5969428854	509.9682689281	267.1649364066	286.4367455182	57.2908434199	212.5144220305	NA	12.7176848886	316.3561186977	262.2864046667	148.3992291422	307.1359215454	6.4608102841	217.9115517798	320.127729746	427.3406726296	59.3077099251	80.701175655	312.4794588126	64.1798081208	149.0138872703	451.1978320634	67.9266530393	180.0250440003	204.7390873876	208.8011672274	444.4471297359	181.1172921821	340.404044238	455.2326486595	213.6931193416	371.8070501726	203.1668289135	644.6130402425	186.5700184738	82.5526394102	103.9935899739	58.3989980423	250.277479147	87.14013192	190.2657746406	NA	790.4677019131	2814.9051360519	3.9889755877	1285.2950649878	157.4357410113	72.9486819491	385.5101575944	157.1806811205	50.3004828822	7.6711242341	907.8249240471	10.4863657354	267.185606086	344.2337428872	263.7326068325	246.6907032838	221.2544601195	190.0807741779	218.375537908	311.3390027218	332.7869237758	511.7163169045	290.2370304756	10.7106284493	123.6422807856	54.464941445	6.6097599638	30.0523520506	113.3288098679	76.2775501523	81.1843656277	545.9498605421	68.6005723658	654.4866887859	NA	51.2380585259	NA	NA	320.4524564239	NA	NA	91.6959441741	NA	718.0824283234	NA	NA	NA	NA	2.1849006785	5.4427564358	NA	NA	NA	NA	3.0248509263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_23HP_F3	346.9183696914	445.5874833308	289.8828536166	329.4265539604	288.3830916667	52.9665781115	353.4011259043	93.3476902622	769.4664113187	82.1852396691	118.5034480615	223.8283727666	276.4276617512	547.2949710822	282.9286834217	283.0465911071	573.6395983794	365.7030130441	212.1936054476	350.4585451348	84.4322181388	250.1142417397	191.1969796112	73.6738222103	512.0678264602	252.8028845818	136.6187292458	227.0257562388	22.4251694319	851.0482008812	313.7852714286	NA	334.218144766	241.8516359937	358.4741573791	68.3401585775	96.5167248127	320.8746252251	90.5750182205	198.4416704531	153.4946833287	158.1056138757	450.1379002541	149.5181990363	350.0463861846	367.5955204914	225.7515220549	351.8511405222	257.7590685909	386.7180670519	349.2352373257	357.7853662545	296.2260688415	104.1633034884	271.2788903302	225.273220758	161.0519909789	NA	433.9527006563	1218.5196707801	17.097263767	1163.2076489468	102.0015900442	45.9293724045	125.6495803907	77.1322849487	25.9956301831	8.750326308	467.6848991447	12.4440756424	190.9034466601	252.467128903	247.920077617	259.5575743063	134.0774206577	187.6156310283	186.3149395127	317.6126350728	329.171930836	343.051800311	176.5251953884	19.0804207598	66.8343324314	39.4321710801	33.3853295106	37.911725315	93.2804665811	34.1648322148	24.0040004907	359.8756247387	NA	398.7000708637	NA	68.1292414788	12.1947687592	56.5835111908	NA	NA	NA	NA	NA	514.6747712809	199.2084590995	53.4876889444	NA	NA	1.4197027965	22.1161822957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L03_24HP_F3	430.7046309636	572.4420145324	388.3872947926	464.7495200301	371.6113964565	104.582773934	383.359751254	115.6026405279	822.5423604397	98.526972839	162.9235111523	293.6313326813	374.5720729736	749.9879886553	335.0266180283	356.2013236634	728.9742610251	438.2724408224	265.0516283101	467.8165554031	114.3276997287	329.0708515651	350.872169829	61.121678698	487.1114334702	313.9422030327	189.243615668	350.9371970697	21.703875865	908.1495654032	476.0646026874	NA	394.0116566492	394.6137668268	440.3993570342	73.9950715696	135.0364521279	441.4717444923	113.1472301297	254.5191184544	203.2691054869	185.0055667218	555.5795839992	193.3210907378	444.2575677555	384.8755890877	320.3585858625	432.6981090031	310.3111225412	566.4942931137	466.5200990659	512.3431283857	404.6889429723	112.7168328576	305.5524354285	296.4639996744	236.5294423081	313.1074562927	506.7127521812	927.400658889	NA	1604.0428939019	115.7137991817	60.8189570737	NA	9.7019840252	36.4596529844	16.3877159496	747.5071201103	19.3399711206	257.1930253692	443.1252809878	386.9447997448	403.2934410358	224.0800316023	263.7064713441	217.7318936517	464.4760806391	502.7539746193	457.7777792523	160.6136885545	42.0927808702	66.631496493	47.7779481217	31.5375624628	44.2866729102	117.8656729193	60.7243563369	18.1158278324	420.9639001429	NA	545.2294646569	NA	NA	24.867844819	72.7948244894	NA	NA	NA	5.2972410062	NA	633.5290314483	295.7632201795	87.5961864416	537.210139287	107.6271215633	NA	NA	NA	6.6852350711	0.6319621773	NA	NA	NA	NA	NA	3.7415223029	NA	NA	NA	NA	NA	100.9961207909	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_25HP_F3	559.6503708434	668.9817511524	413.3289498428	541.6789500832	525.1204552734	138.6759799917	461.9069008928	147.4180628568	790.8659130675	199.8496352933	231.5365864085	335.1173304801	428.7987543632	813.623144037	449.3051943113	428.4671746855	926.3550351423	556.3302602437	333.211743933	495.6008825469	123.60768947	417.4167218891	377.6937171668	82.8000082603	640.1213733967	562.796809545	194.1374196913	401.949699103	17.9511732468	1153.451087228	506.4142054584	714.9777558991	455.5900136019	555.9687762321	572.6454555061	132.0786641396	177.9916211874	500.6591882016	144.5268612927	350.1383531385	261.8772709012	269.5537776694	645.9351389435	220.1204429674	542.7150434925	573.7684480393	356.4109779122	505.5140525142	378.6259730509	660.2622701421	650.015415284	702.788631663	478.9210265978	153.315311604	406.7884259709	262.1358918568	278.9070537094	340.1543886602	651.7005683133	1496.4489896338	34.1741936059	1503.0067076404	208.2360193592	97.0930274797	91.7216759704	77.3611420167	108.5315289033	18.7543568397	702.9562142027	16.2595256078	297.6743966201	434.4236130727	419.1298555241	497.6866882217	328.2625715438	316.6053881813	272.8850708827	537.8353491571	553.9544114852	581.2198741839	233.3913585302	28.2470605301	81.4745027437	63.1992524099	31.933168331	51.3406669427	154.082920579	105.2753224907	26.1655900107	492.2594000449	NA	788.1839077343	101.6494222519	NA	28.7902464133	77.3846932295	583.5667594414	22.2423712644	NA	90.3082407916	15.6966536479	751.0325022721	NA	NA	NA	NA	17.275562136	NA	NA	11.0870538673	3.8276098261	NA	NA	NA	131.970852107	NA	NA	NA	NA	NA	NA	NA	119.6892035186	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_26HP_F3	263.1431740832	345.7975098542	117.2186333689	208.0851286561	188.365126308	30.6962881028	219.8557692788	57.8180065954	536.8056990922	33.1880470237	80.6328208076	178.7792439468	219.1547336636	412.5566386723	193.3439747142	236.3487105391	516.7463382254	325.7627889685	161.0219252348	260.163998509	50.2572246478	217.9302597995	145.4175381733	13.6761530125	383.736249708	249.7193547906	83.5788162821	205.5485853707	8.2643514185	199.1389292523	209.4365327154	281.8581047842	68.3404654448	71.6166433781	284.7240408209	64.4242677465	123.4275342929	232.7964074552	25.890641908	131.068235104	99.3318702324	111.7440389668	326.6875776974	100.7379693812	209.6349870095	379.9180896185	211.1430948018	230.7580342207	186.3903648794	336.7847036482	205.5546927344	79.432247844	118.3451964075	96.5846193545	210.9698346875	104.657637497	108.8682538618	NA	419.2853581779	1225.8228359585	21.9890231567	665.8648792373	98.7559421522	51.9185522851	268.3253498587	172.8932992632	47.1553374039	7.6242677027	451.6717417695	9.2477806927	157.5741349034	199.331623381	167.3298742717	223.0716812167	114.8069022109	149.0289580156	151.3017243354	230.5720896178	216.1294774162	301.8294998652	183.2925511861	10.4119985948	70.2712930753	29.6604956966	8.9560933936	24.3066479941	65.9256401665	34.3457297277	31.9005059554	312.3819057519	NA	323.2247809885	NA	38.2720450575	2.8635149818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_27HP_F3	503.3906518054	631.2290353284	419.6376587734	479.5985991253	420.3589082472	115.7652633798	453.8511006698	108.2775985438	755.1699254318	135.7044426966	186.2746476787	311.6674457056	394.8744887398	870.9391527245	375.2641297698	413.701013883	860.3886485588	555.6372012874	316.5578789916	498.3057233857	117.908580744	385.1168203027	347.7905466716	64.3989455494	832.9810351684	456.3406937431	170.8450954124	381.7912599354	36.192012785	1041.9903102219	461.1972406182	874.8304554209	438.9922839519	396.7392566177	571.5913105586	NA	146.7092847622	451.3951368686	106.733119677	245.3116807174	212.8421808518	240.1345874261	636.5648481269	205.7391232029	514.4441624328	608.5330334532	377.7324965042	488.0975251468	360.0842465568	562.5406598656	513.218289405	457.0662744267	422.8334226676	130.1518791124	383.8850019996	265.0297568093	245.7401878539	NA	652.218765075	1757.1819124854	24.5452270635	1754.5315018879	120.8487946396	64.8790669807	156.9310766012	90.0991754317	33.8428907388	15.6519441253	692.887606242	13.7759827324	294.0759094109	373.1849304512	303.0242935589	403.524193585	208.5102895602	286.9163394151	264.2982851836	401.1054046633	413.3189460824	527.1767048273	210.7199959033	26.8513859638	89.5517701338	49.7376237494	44.1578126435	47.7278639403	134.8362060054	78.2282813759	23.5239150946	509.865684959	NA	NA	NA	91.0117284642	31.0956962136	56.521537029	NA	NA	NA	NA	NA	835.194021832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_28HP_F3	314.9982104098	431.0130955219	234.3048357191	263.1441977798	227.1519882588	54.0138568636	242.5307586079	77.7777309913	767.2659530621	34.487624742	94.0795835658	216.2300692802	264.4187899245	507.5831307688	226.8362764495	288.0416263121	615.9924098126	362.9144653615	193.0697331053	284.2420032151	58.8365196967	231.7807805297	172.6254389648	25.5091651354	358.3475508243	210.6180230387	104.9698682051	235.5188599465	15.1907114272	353.4035499723	259.6585482714	408.5935286684	154.8135599209	128.6037611493	283.354143148	NA	127.2442186623	291.9121938284	48.4755876012	172.4831265435	128.1235471573	132.7300982339	360.943395968	127.7138446166	262.9227337808	388.0538495217	263.4073096738	291.0763738963	192.7064316351	373.8433730045	217.7752418092	169.2600692819	185.004693019	94.9188442491	239.4026061722	131.7446328469	137.2499754955	NA	514.2884207596	1363.2703258153	27.2095755109	964.2700750973	113.1717581175	54.0553509369	201.0382078924	135.8757328135	38.2110131818	10.4509683869	637.7933549188	10.0178802183	194.0871596335	316.63038184	193.3886378715	253.6721391653	170.2018383854	179.1980389825	172.1562260922	264.3621710987	253.5392604361	364.1551523156	151.6351580796	20.4791335829	89.1212531734	33.2573345225	13.829138349	27.5865753525	78.8662377825	47.2775539774	36.4206234213	341.5138949886	NA	NA	NA	54.4646310768	3.6496646032	18.3503879968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_29HP_F3	630.5459397793	875.7006627318	320.270169348	532.9240109689	505.1834037328	70.1407071977	546.9913945521	161.566050459	1407.3525115219	72.0677652136	185.0576880037	425.0199237583	523.263410459	952.4889799616	473.1501426034	606.7771215218	1257.6014236429	825.9777534111	404.9552995259	705.155651472	127.2117226177	564.8324590404	345.7468999707	30.1836750141	906.3846111869	576.3902326225	207.5163525954	547.0220763029	10.3151826699	540.1846853119	530.6573321164	NA	200.4087349618	145.020612984	688.3836755047	183.7696602366	342.2524822723	549.536973639	56.9359686259	352.0818949333	253.3089559369	270.4416660745	830.9654899733	247.8586796975	476.9390527056	1049.2542894345	575.7674556318	585.9883989128	469.3441557362	883.5874544883	559.7618524949	213.4953253295	301.5851870053	276.9029557493	570.3429536152	273.269033388	253.3657812521	NA	974.0336083662	3532.3370531931	62.0123916351	1347.1154618786	284.6709678839	144.7147165771	817.7762609841	503.5200287457	155.7996355352	20.2480625119	977.0053034825	26.8009686566	371.898480385	574.5438461101	440.9785191409	527.0922805449	288.4802131399	410.7269102608	387.7682299039	628.4279122879	563.4830933601	746.1678068142	538.7082145157	26.540923756	159.8364596934	75.2785484187	19.0559611357	66.2823104574	168.1624846883	98.4495139189	89.9736953785	827.8852583818	NA	NA	NA	105.2230186824	9.3876691279	30.1095385878	NA	NA	NA	NA	NA	NA	256.6370269342	69.4954455941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
kazan5500_2015_05_26_1_L04_30HP_F3	300.6487232858	338.233668403	178.4752770109	226.997825038	168.3392060901	53.6262050384	228.5752519601	80.4657321108	622.4040177336	35.4886044669	94.4987864602	200.1706044098	239.4681535847	480.7541586252	210.8481270914	261.8243939511	656.6207495902	286.5750138262	166.8956482809	217.707906127	52.4690815516	185.1825726136	150.1055840991	17.6170684841	323.4030662255	193.5081348752	79.9132087699	174.7131689918	14.8742352951	253.868765706	210.5100396355	NA	91.7123317407	125.8808590242	239.7666135694	NA	81.2342580139	294.7084013779	55.3048391848	130.1954665591	122.1487072787	141.3588693707	351.6385326867	110.7425625566	270.6481805524	304.0479785897	146.0643738978	282.1152982512	147.0639463422	319.1383855716	169.798951523	140.1105016454	133.7264392512	56.5624328579	177.0009238211	99.4893017989	127.7185578934	NA	503.4488756587	909.1198164347	6.9126525205	861.6860718513	73.3395148795	37.0507464271	121.1404844011	87.6987722123	19.78538466	4.9379470836	555.4963824729	5.7797719694	172.1983839064	224.5951469527	143.995272986	198.6070246424	126.4236961495	117.8611624395	147.4866050749	198.8922933946	211.9818202082	303.8135860401	103.1787664429	10.1038149177	88.5116295767	29.3244524257	12.6194472024	23.7154890214	71.8269538995	48.2415731488	30.5804187	303.8146025817	NA	NA	NA	40.6832052771	4.598773592	16.9183458176	NA	NA	NA	NA	NA	NA	166.2702341793	49.1416375756	341.9411912313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
