"name" "rpkm" "sample"
"7565" "MH0257_GL0115220" 6434.85736495165 "107HP"
"8032" "MH0204_GL0200943" 1794.83697196644 "107HP"
"84" "SZEY-68A_GL0024025" 5474.61905775723 "107HP"
"90" "V1.UC21-4_GL0003229" 2785.6317116314 "107HP"
"9488" "550687.ERDG_03360" 7252.1312200623 "107HP"
"100" "DOM005_GL0047936" 6845.71872174002 "107HP"
"11033" "469595.CSAG_04227" 15753.8368469641 "107HP"
"118" "DOF008_GL0019697" 15422.6287302469 "107HP"
"12045" "199310.c0067" 2451.17264099145 "107HP"
"121" "DOM005_GL0033387" 3231.03081999523 "107HP"
"12719" "MH0008_GL0031352" 2380.69163853483 "107HP"
"139" "T2D-62A_GL0037797" 10599.6654745576 "107HP"
"141" "DOM005_GL0012498" 3166.3873209408 "107HP"
"14437" "MH0095_GL0000567" 14839.5316643807 "107HP"
"15324" "MH0277_GL0038206" 3371.74879122806 "107HP"
"16226" "316401.ETEC0219" 3517.65452176901 "107HP"
"16313" "MH0008_GL0003015" 3579.61480958239 "107HP"
"175" "718254.ENC_05030" 4750.00148437546 "107HP"
"18243" "MH0014_GL0094960" 7193.78744516236 "107HP"
"18737" "340186.EcE110019_0796" 4294.85004531067 "107HP"
"192" "SZEY-68A_GL0079048" 6256.56156894543 "107HP"
"20640" "MH0014_GL0108310" 6931.68821266419 "107HP"
"20910" "T2D-45A_GL0147087" 6148.15579918648 "107HP"
"213" "V1.UC21-4_GL0183899" 7920.1751942753 "107HP"
"22111" "MH0008_GL0042712" 3921.87622558632 "107HP"
"229" "V1.UC21-4_GL0137009" 3725.782414307 "107HP"
"231" "SZEY-68A_GL0042201" 17243.2905124952 "107HP"
"252" "DOM005_GL0041471" 5429.1911319592 "107HP"
"261" "DOM005_GL0041031" 3974.16790859414 "107HP"
"27028" "MH0093_GL0019534" 7199.5795445546 "107HP"
"28712" "MH0008_GL0046420" 3988.34870398609 "107HP"
"28842" "MH0014_GL0005367" 4209.92363198532 "107HP"
"294" "V1.UC21-4_GL0081131" 9527.11484936951 "107HP"
"295" "NLM006_GL0096645" 3977.70364516762 "107HP"
"31410" "667127.HMPREF0484_3877" 8166.09844231672 "107HP"
"33822" "MH0093_GL0040527" 10516.3213307053 "107HP"
"36636" "199310.c0927" 4956.69500794723 "107HP"
"391" "V1.UC21-4_GL0068717" 9772.54403752657 "107HP"
"40141" "199310.c0581" 6089.12345545578 "107HP"
"405" "SZEY-68A_GL0054746" 6565.25535560706 "107HP"
"410" "V1.UC21-4_GL0151397" 11711.6932473305 "107HP"
"4144" "DLM028_GL0086584" 4552.89093398005 "107HP"
"42337" "199310.c3238" 7901.97754890139 "107HP"
"428" "V1.UC21-4_GL0036660" 4666.95083211733 "107HP"
"429" "V1.UC21-4_GL0108448" 6852.01363550714 "107HP"
"440" "DOM005_GL0033991" 4647.54563115219 "107HP"
"45231" "358708.Sd1012_3376" 11617.1389310241 "107HP"
"47135" "V1.CD48-0_GL0101225" 9076.20563777589 "107HP"
"48111" "V1.UC21-4_GL0058306" 13944.4488020847 "107HP"
"4967" "V1.UC21-4_GL0044365" 14009.9926272414 "107HP"
"500" "DOM005_GL0030857" 12478.697081411 "107HP"
"5138" "MH0277_GL0036118" 6099.50736312197 "107HP"
"52219" "1045856.EcWSU1_03562" 11025.7432729184 "107HP"
"5388" "DLF010_GL0039720" 7414.49236678011 "107HP"
"541" "DOM005_GL0050817" 24298.5809628718 "107HP"
"57214" "766145.SFVA6_2836" 5652.26156405614 "107HP"
"575" "T2D-62A_GL0054528" 14349.6434113612 "107HP"
"583" "V1.UC21-4_GL0044366" 10539.6956557482 "107HP"
"59236" "NOM004_GL0003550" 8740.83850863813 "107HP"
"59410" "SZEY-66A_GL0032704" 6066.40284554736 "107HP"
"597" "V1.UC21-4_GL0040500" 6009.32647468872 "107HP"
"61628" "MH0093_GL0019532" 6964.07927907851 "107HP"
"630" "V1.UC21-4_GL0131793" 12199.0147262439 "107HP"
"63810" "469608.HMPREF0485_03542" 6442.275067966 "107HP"
"641" "DOM005_GL0006133" 9804.6905639658 "107HP"
"65224" "MH0093_GL0019530" 10846.5281348093 "107HP"
"654" "DOM005_GL0013899" 13735.6033707171 "107HP"
"665" "V1.UC21-4_GL0044367" 13169.1867368731 "107HP"
"6764" "SZEY-40A_GL0027183" 6867.80168535853 "107HP"
"683" "V1.UC21-4_GL0146137" 17329.2205316605 "107HP"
"69033" "MH0014_GL0067771" 6794.73996530153 "107HP"
"693" "V1.UC21-4_GL0167266" 8950.82862295977 "107HP"
"708" "DOF008_GL0005878" 14945.8320344694 "107HP"
"718" "V1.UC21-4_GL0031851" 14399.1590891092 "107HP"
"73629" "1048689.ECO55CA74_20350" 13027.2112388357 "107HP"
"74116" "656420.ERJG_02902" 6985.84202682563 "107HP"
"75731" "N087A_GL0100633" 7085.4816119943 "107HP"
"764" "888063.HMPREF9086_2574" 7234.52895981943 "107HP"
"766" "DOM005_GL0006134" 6836.29800790276 "107HP"
"79527" "932676.SGB_03063" 8084.88046504232 "107HP"
"80223" "ED19A_GL0000858" 7305.45571432746 "107HP"
"81125" "MH0427_GL0008174" 9661.67238718186 "107HP"
"828" "DOM005_GL0038124" 10495.1617304423 "107HP"
"843" "716541.ECL_05156" 9885.98982237348 "107HP"
"8457" "888063.HMPREF9086_0231" 12419.2747143567 "107HP"
"84928" "MH0097_GL0000962" 10069.6822008297 "107HP"
"873" "DOM005_GL0056424" 7748.59427585512 "107HP"
"90028" "MH0079_GL0019080" 8698.32470266227 "107HP"
"92933" "1033813.ECNA114_3954" 8158.64762257008 "107HP"
"934" "V1.UC21-4_GL0061508" 12715.9809362014 "107HP"
"954" "SZEY-68A_GL0085349" 8114.22667362687 "107HP"
"98913" "MH0204_GL0175220" 14112.8121754053 "107HP"
"99517" "MH0097_GL0015011" 11354.7654531261 "107HP"
"999" "DOM005_GL0034334" 8467.68730524319 "107HP"
"102330" "ED11A_GL0008364" 8597.95941763155 "107HP"
"1053" "SZEY-68A_GL0017618" 8766.54685719295 "107HP"
"105731" "766139.SB359474_4449" 9512.63595142214 "107HP"
"11008" "MH0008_GL0046788" 9314.45603576751 "107HP"
"1111" "V1.UC21-4_GL0042043" 9553.28824181283 "107HP"
"1135" "SZEY-68A_GL0034556" 12959.2431801983 "107HP"
"115929" "N038A_GL0078531" 10207.6230528959 "107HP"
"1209" "V1.UC21-4_GL0109191" 10397.5323189963 "107HP"
"1267" "V1.UC21-4_GL0088681" 18628.912071535 "107HP"
"13028" "V1.CD4-0-PT_GL0044493" 11827.8806803397 "107HP"
"1311" "V1.UC21-4_GL0051145" 15564.6262738674 "107HP"
"132123" "T2D-123A_GL0086183" 11986.4313597008 "107HP"
"1348" "V1.UC21-4_GL0185253" 12051.0482403461 "107HP"
"137433" "NLM015_GL0010489" 17955.5779002747 "107HP"
"1424" "V1.UC21-4_GL0064368" 22927.8917803508 "107HP"
"1468" "V1.UC21-4_GL0176714" 22512.2804489849 "107HP"
"151912" "SZEY-73A_GL0011496" 33742.9350729691 "107HP"
"1610" "V1.UC21-4_GL0165376" 18551.6136811967 "107HP"
"1621" "V1.UC21-4_GL0185254" 36647.0401407246 "107HP"
"167924" "MH0298_GL0107259" 40460.9854947367 "107HP"
"1717" "V1.UC21-0_GL0008587" 21290.1852246115 "107HP"
"1178" "T2D-114A_GL0049957" 381970.970206264 "71HP"
"1177" "T2D-114A_GL0049957" 10352.6279325997 "70HP"
"290" "656449.ERFG_00964" 207.058885890676 "70HP"
"3109" "1033813.ECNA114_2452" 1961.61049791167 "70HP"
"5130" "754092.SFJ1713_0545" 4210.02859429551 "70HP"
"7601" "MH0204_GL0130854" 216.148462436018 "70HP"
"14108" "MH0014_GL0105798" 7849.41412876473 "70HP"
"1932" "766145.SFVA6_2837" 1051.26144457155 "70HP"
"3427" "290338.CKO_02689" 165.783556083803 "70HP"
"3770" "MH0014_GL0046007" 5518.58813778922 "70HP"
"4086" "932676.SGB_03571" 10806.7359181263 "70HP"
"4129" "MH0014_GL0062780" 1788.24367256521 "70HP"
"5479" "MH0014_GL0051197" 9148.2380493517 "70HP"
"7564" "MH0257_GL0115220" 10775.6448180619 "70HP"
"7636" "766142.SD15574_2190" 2143.17696770576 "70HP"
"7931" "MH0014_GL0062781" 625.123142155332 "70HP"
"8737" "550694.ERIG_01040" 1246.02426224461 "70HP"
"9487" "550687.ERDG_03360" 11164.8569478219 "70HP"
"10827" "766147.SFK227_2604" 1452.40068000017 "70HP"
"11438" "656437.ECMG_04072" 4781.42558865969 "70HP"
"11942" "439855.EcSMS35_0058" 2588.80679823624 "70HP"
"12044" "199310.c0067" 4707.86519498801 "70HP"
"12525" "585054.EFER_0065" 224.998588133859 "70HP"
"12957" "MH0014_GL0037010" 7277.76737297915 "70HP"
"13120" "585054.EFER_3442" 995.584506131882 "70HP"
"13241" "MH0014_GL0094967" 769.788629128848 "70HP"
"13836" "MH0095_GL0001155" 452.374099990419 "70HP"
"14325" "199310.c2421" 3865.87524971433 "70HP"
"14725" "MH0014_GL0063410" 5190.67910732072 "70HP"
"16540" "MH0014_GL0078392" 4546.39709119296 "70HP"
"18035" "331111.EcE24377A_0125" 6153.76973890324 "70HP"
"18242" "MH0014_GL0094960" 10794.381179176 "70HP"
"18736" "340186.EcE110019_0796" 13146.7474753411 "70HP"
"18919" "585054.EFER_0144" 780.73076176235 "70HP"
"19017" "656449.ERFG_03351" 1783.04528979612 "70HP"
"19433" "199310.c3239" 5803.38053880442 "70HP"
"19529" "MH0238_GL0094567" 8494.98138609935 "70HP"
"20422" "550694.ERIG_04036" 1388.00853162577 "70HP"
"20510" "656420.ERJG_00824" 1052.3463377032 "70HP"
"20639" "MH0014_GL0108310" 7988.04289828663 "70HP"
"20838" "364106.UTI89_C3469" 8794.60867937676 "70HP"
"21035" "MH0014_GL0094942" 10002.0736006245 "70HP"
"21230" "MH0264_GL0103849" 5556.11050985589 "70HP"
"23725" "1033813.ECNA114_3664" 2353.932597494 "70HP"
"2389" "585054.EFER_2976" 585.402085764216 "70HP"
"24227" "199310.c1922" 2649.75895624549 "70HP"
"25014" "585054.EFER_2541" 1327.26235488196 "70HP"
"25732" "754093.SD1617_2158" 7447.33725340005 "70HP"
"26022" "MH0097_GL0011159" 3869.20827885759 "70HP"
"26917" "550677.ECEG_01404" 1252.79325917048 "70HP"
"27530" "MH0252_GL0013874" 12755.130199218 "70HP"
"27825" "405955.APECO1_1164" 2060.48842544868 "70HP"
"27951" "MH0458_GL0103801" 3505.07204956004 "70HP"
"28024" "MH0315_GL0183737" 1359.0384333598 "70HP"
"28128" "585054.EFER_2538" 5784.45292467599 "70HP"
"28429" "MH0303_GL0048181" 4042.1758015276 "70HP"
"2859" "MH0415_GL0123803" 1300.13719047634 "70HP"
"28841" "MH0014_GL0005367" 8212.16598278275 "70HP"
"28930" "MH0014_GL0025917" 6551.73915233326 "70HP"
"31742" "V1.FI14_GL0111182" 3570.04411682017 "70HP"
"31922" "MH0025_GL0006074" 4879.06029298757 "70HP"
"32511" "V1.FI22_GL0144091" 1009.91301763452 "70HP"
"32627" "DLF007_GL0032338" 1182.15117230976 "70HP"
"32929" "MH0014_GL0062859" 5499.98931978818 "70HP"
"33122" "300267.SDY_3560" 5315.25037271397 "70HP"
"35616" "1072459.CE10_4035" 2471.24668144278 "70HP"
"36635" "199310.c0927" 7437.59191004203 "70HP"
"37131" "550677.ECEG_00358" 8367.53502107004 "70HP"
"37323" "316401.ETEC_2217" 2516.59329031195 "70HP"
"37414" "585054.EFER_2161" 798.65570272118 "70HP"
"38127" "MH0014_GL0016708" 5294.35798421707 "70HP"
"38215" "MH0308_GL0126648" 1509.27061931562 "70HP"
"38921" "MH0315_GL0115587" 3116.70518135095 "70HP"
"3998" "585054.EFER_3090" 611.968793875294 "70HP"
"40140" "199310.c0581" 10415.9714119959 "70HP"
"40225" "MH0415_GL0203291" 1436.55415478756 "70HP"
"40424" "MH0014_GL0046008" 3197.93330084418 "70HP"
"40720" "656420.ERJG_02607" 1145.56378277189 "70HP"
"41538" "SZEY-62A_GL0081122" 12543.5925074444 "70HP"
"4176" "585054.EFER_2554" 425.499444155893 "70HP"
"4199" "585054.EFER_2272" 966.440514217226 "70HP"
"42336" "199310.c3238" 8963.91511940718 "70HP"
"42516" "MH0450_GL0230180" 1243.79289044874 "70HP"
"43728" "656380.ECGG_01176" 8541.17904299039 "70HP"
"44533" "754092.SFJ1713_3761" 5541.97609366523 "70HP"
"44619" "656420.ERJG_00825" 2040.07491782814 "70HP"
"44716" "O2.CD1-0-PT_GL0050406" 964.125686638262 "70HP"
"45021" "MH0221_GL0061395" 9781.83412324361 "70HP"
"45115" "ED50A_GL0028344" 652.122274882907 "70HP"
"45230" "358708.Sd1012_3376" 7918.96478511067 "70HP"
"4566" "NLM027_GL0015479" 457.93228005856 "70HP"
"47134" "V1.CD48-0_GL0101225" 10295.9463551778 "70HP"
"47733" "199310.c1853" 5618.96854807896 "70HP"
"48436" "1033813.ECNA114_3877" 14107.0960574115 "70HP"
"48925" "766145.SFVA6_3638" 5029.50290177981 "70HP"
"49929" "MH0014_GL0111038" 5618.12977086623 "70HP"
"50333" "1072459.CE10_2144" 6867.84079943007 "70HP"
"51015" "MH0415_GL0047080" 3105.12667854568 "70HP"
"51514" "MH0415_GL0067919" 1650.35864768952 "70HP"
"52218" "1045856.EcWSU1_03562" 1323.54286616186 "70HP"
"52327" "550694.ERIG_03922" 5307.25965121021 "70HP"
"52721" "550676.ECDG_02502" 2005.09327109078 "70HP"
"5329" "MH0415_GL0180261" 681.952518714908 "70HP"
"53915" "766147.SFK227_2603" 982.960864887606 "70HP"
"54325" "300267.SDY_4023" 4405.17071596689 "70HP"
"55130" "N022A_GL0045729" 8838.87734236879 "70HP"
"55924" "V1.CD3-0-PN_GL0073894" 5613.98150866771 "70HP"
"56824" "754093.SD1617_0889" 5996.61041596238 "70HP"
"56934" "V1.CD10-0_GL0019100" 8054.11044272164 "70HP"
"57213" "766145.SFVA6_2836" 508.877969875442 "70HP"
"57737" "MH0093_GL0020809" 14311.9101927635 "70HP"
"57932" "MH0014_GL0016888" 4181.06441537887 "70HP"
"5869" "T2D-108A_GL0193556" 572.578199390433 "70HP"
"59235" "NOM004_GL0003550" 12591.1233367421 "70HP"
"59333" "NLM003_GL0012305" 12082.8878895559 "70HP"
"60333" "656374.ERCG_00533" 10024.5060617417 "70HP"
"60423" "MH0014_GL0094959" 3305.74012604593 "70HP"
"61015" "550694.ERIG_00859" 1373.12734853817 "70HP"
"61431" "T2D-109A_GL0050899" 10636.8943105118 "70HP"
"65223" "MH0093_GL0019530" 585.913353961389 "70HP"
"65528" "SZEY-95A_GL0021576" 9130.19418732141 "70HP"
"66018" "766142.SD15574_3478" 3844.53174948877 "70HP"
"6697" "T2D-132A_GL0031972" 993.882652275246 "70HP"
"6755" "DLM012_GL0048926" 619.265344879192 "70HP"
"67814" "MH0350_GL0132597" 959.757926016868 "70HP"
"68614" "T2D-14A_GL0048964" 616.420327980819 "70HP"
"68828" "DLF009_GL0029590" 5277.65220799715 "70HP"
"69032" "MH0014_GL0067771" 9991.69262127774 "70HP"
"70410" "MH0265_GL0025658" 838.588487857239 "70HP"
"70619" "MH0025_GL0024004" 2626.90369690219 "70HP"
"71519" "670890.ECLT68_1330" 1682.43458378882 "70HP"
"71635" "MH0014_GL0026704" 14653.8329618739 "70HP"
"7218" "926028.ECO2687_10363" 635.896483683214 "70HP"
"72613" "656420.ERJG_02565" 650.278633556502 "70HP"
"72718" "DOM008_GL0002520" 5152.28766939487 "70HP"
"73628" "1048689.ECO55CA74_20350" 11728.5103196817 "70HP"
"73711" "1072459.CE10_4060" 702.482502917059 "70HP"
"74115" "656420.ERJG_02902" 1677.17697571448 "70HP"
"74218" "656420.ERJG_02605" 2345.70206393633 "70HP"
"74314" "MH0025_GL0013096" 1390.40578297573 "70HP"
"74928" "ED13A_GL0077814" 10563.1246711666 "70HP"
"75019" "MH0014_GL0053433" 2501.55209937075 "70HP"
"75316" "MH0301_GL0037360" 3801.60114495282 "70HP"
"75730" "N087A_GL0100633" 7017.03203785455 "70HP"
"75831" "T2D-135A_GL0033046" 12073.3962258563 "70HP"
"76517" "MH0097_GL0040496" 6260.0695827601 "70HP"
"77627" "T2D-102A_GL0004460" 3225.34033791246 "70HP"
"78024" "550677.ECEG_02458" 4131.78120435333 "70HP"
"78814" "NOM005_GL0027217" 909.65530886209 "70HP"
"79412" "656420.ERJG_01277" 1097.98820014041 "70HP"
"79526" "932676.SGB_03063" 7278.88741720569 "70HP"
"79634" "MH0014_GL0090840" 7537.87404815495 "70HP"
"79725" "MH0359_GL0162556" 4655.88561081621 "70HP"
"79810" "MH0415_GL0106335" 674.242000287227 "70HP"
"80222" "ED19A_GL0000858" 1753.91056283867 "70HP"
"81124" "MH0427_GL0008174" 5654.01638490456 "70HP"
"82231" "MH0014_GL0111040" 8641.72543418985 "70HP"
"82624" "V1.CD10-0_GL0035977" 3537.10434245584 "70HP"
"84124" "591020.SFxv_0523" 2696.96800114891 "70HP"
"84927" "MH0097_GL0000962" 10652.3402511595 "70HP"
"85227" "696406.UMNK88_944" 7532.58431198081 "70HP"
"85421" "MH0121_GL0078600" 4791.93421632708 "70HP"
"86019" "656420.ERJG_02187" 1121.85750883912 "70HP"
"87212" "MH0303_GL0005876" 1380.86612065686 "70HP"
"89214" "MH0415_GL0053984" 1636.27022020925 "70HP"
"89520" "MH0238_GL0183876" 3054.75316067085 "70HP"
"89622" "T2D-12A_GL0079900" 2362.2210925556 "70HP"
"89811" "MH0298_GL0079676" 1044.15687204014 "70HP"
"90027" "MH0079_GL0019080" 10180.5295023914 "70HP"
"90619" "MH0014_GL0062784" 2400.25327472555 "70HP"
"91616" "1072459.CE10_2397" 2421.91621041802 "70HP"
"92114" "754092.SFJ1713_2437" 1686.2102448835 "70HP"
"92512" "MH0338_GL0187542" 997.577383324596 "70HP"
"92713" "T2D-14A_GL0122166" 2129.74854058981 "70HP"
"92813" "SZEY-95A_GL0022207" 2195.57713184441 "70HP"
"92932" "1033813.ECNA114_3954" 9793.73416475607 "70HP"
"93919" "SZEY-48A_GL0015140" 2927.43617579254 "70HP"
"94227" "MH0014_GL0004838" 4923.82231402415 "70HP"
"94324" "MH0097_GL0090611" 8522.85940471967 "70HP"
"94512" "ED19A_GL0055839" 727.888741720569 "70HP"
"95533" "T2D-77A_GL0031944" 12657.9394393545 "70HP"
"96416" "V1.CD11-0_GL0028089" 974.041074825105 "70HP"
"96810" "DLM001_GL0081033" 1447.92256896214 "70HP"
"98417" "MH0148_GL0123242" 3229.574920413 "70HP"
"98620" "N062A_GL0031945" 2800.59912453271 "70HP"
"98720" "MH0014_GL0046011" 6133.67579689866 "70HP"
"99811" "MH0415_GL0220578" 1603.67519590229 "70HP"
"100115" "585054.EFER_0548" 2710.58905165976 "70HP"
"100325" "DLM012_GL0058938" 9444.97178870265 "70HP"
"102329" "ED11A_GL0008364" 7224.7623569239 "70HP"
"102620" "MH0415_GL0079975" 6376.0447010633 "70HP"
"102834" "NOF006_GL0000294" 15302.9589637492 "70HP"
"104227" "DLM005_GL0002918" 9306.87801552542 "70HP"
"105730" "766139.SB359474_4449" 14844.8004658984 "70HP"
"106911" "656449.ERFG_01368" 878.870030942084 "70HP"
"109125" "MH0014_GL0016730" 6603.64983726506 "70HP"
"109426" "T2D-53A_GL0050463" 7046.96208283394 "70HP"
"109728" "MH0014_GL0094917" 6168.92680722566 "70HP"
"109815" "MH0363_GL0142090" 2563.83741510493 "70HP"
"110613" "MH0415_GL0112852" 921.104059888958 "70HP"
"112221" "T2D-63A_GL0094868" 6152.09021659459 "70HP"
"112329" "NLM003_GL0007311" 8783.40989538959 "70HP"
"113010" "V1.CD12-3_GL0012474" 1222.54358138641 "70HP"
"113329" "ED20A_GL0072825" 11206.419521704 "70HP"
"11465" "V1.UC39-4_GL0026579" 2923.18427139778 "70HP"
"115928" "N038A_GL0078531" 7964.67604905505 "70HP"
"11618" "ED19A_GL0050756" 1256.900778053 "70HP"
"118610" "766147.SFK227_2609" 1192.6591827303 "70HP"
"119714" "MH0415_GL0168896" 1842.20811977792 "70HP"
"120118" "MH0415_GL0231794" 1318.66494405069 "70HP"
"120215" "V1.UC58-4_GL0050557" 1372.62565787374 "70HP"
"122016" "V1.CD4-0-PT_GL0036734" 4873.15344033262 "70HP"
"122224" "MH0014_GL0047256" 5248.86681886193 "70HP"
"123515" "656390.ERLG_03933" 1325.17686970033 "70HP"
"12387" "V1.CD15-3_GL0002074" 1037.42905714298 "70HP"
"124821" "550672.ECCG_03912" 3096.32672439596 "70HP"
"125116" "MH0415_GL0021013" 3088.40773021592 "70HP"
"127710" "MH0415_GL0142097" 2676.7911831852 "70HP"
"128622" "656404.ERGG_01211" 9422.34256019369 "70HP"
"129222" "T2D-155A_GL0085364" 3494.11869940516 "70HP"
"129614" "O2.UC19-1_GL0082498" 2205.60259819986 "70HP"
"131822" "656414.ECHG_03158" 10553.0236674169 "70HP"
"132122" "T2D-123A_GL0086183" 2158.29744864061 "70HP"
"132226" "MH0014_GL0110987" 9898.09362716741 "70HP"
"132926" "MH0014_GL0078399" 11586.0693586961 "70HP"
"133812" "MH0427_GL0048450" 4899.61813130072 "70HP"
"136130" "199310.c3763" 13154.32922129 "70HP"
"137026" "591020.SFxv_1753" 12481.3170285729 "70HP"
"137318" "V1.CD11-0_GL0040229" 5444.74844289917 "70HP"
"137432" "NLM015_GL0010489" 18186.256363169 "70HP"
"137516" "566546.ECW_m3763" 5800.0356508858 "70HP"
"137926" "MH0014_GL0072727" 8944.94387047721 "70HP"
"139117" "766146.SFK218_0727" 4435.50935726143 "70HP"
"139212" "MH0277_GL0051443" 2026.79997065194 "70HP"
"139316" "MH0309_GL0022381" 6996.81192322604 "70HP"
"14038" "DLM016_GL0063965" 1187.38192970936 "70HP"
"141111" "MH0012_GL0162658" 1227.20266515693 "70HP"
"143614" "1033813.ECNA114_3613" 2014.62699785523 "70HP"
"143714" "300267.SDY_3559" 4835.10479485255 "70HP"
"144716" "766145.SFVA6_0885" 3648.23994717349 "70HP"
"145119" "N043A_GL0090156" 12079.9885067538 "70HP"
"14808" "362663.ECP_0552" 1205.15710829783 "70HP"
"148221" "926027.ECO9389_00959" 1286.01429447755 "70HP"
"149016" "T2D-12A_GL0089039" 1687.72525858061 "70HP"
"149718" "SZEY-79A_GL0004412" 4969.41326137623 "70HP"
"15096" "290338.CKO_01552" 1346.22901060694 "70HP"
"15177" "O2.UC3-1_GL0093006" 1469.06012471341 "70HP"
"152915" "SZEY-95A_GL0012176" 7108.5646652799 "70HP"
"153114" "MH0415_GL0078026" 1863.52997301609 "70HP"
"153326" "T2D-57A_GL0109943" 10027.2502462645 "70HP"
"154710" "MH0014_GL0025980" 2217.75467863071 "70HP"
"154819" "V1.CD7-0-PN_GL0033802" 5527.7743019803 "70HP"
"15724" "MH0265_GL0060677" 2064.21781626397 "70HP"
"157312" "MH0332_GL0039644" 3478.58928296336 "70HP"
"158213" "685038.NRG857_05585" 6445.04689357528 "70HP"
"159214" "V1.CD7-0-PN_GL0019361" 3571.17530950611 "70HP"
"159528" "MH0014_GL0094920" 16637.5955990876 "70HP"
"160014" "DOM012_GL0017939" 3626.32859613941 "70HP"
"160123" "MH0014_GL0046009" 10564.8943352093 "70HP"
"16048" "V1.FI22_GL0027188" 1590.99792162638 "70HP"
"160514" "NLM015_GL0042141" 4728.60468923906 "70HP"
"16099" "O2.UC51-2_GL0232395" 3640.38413333375 "70HP"
"162421" "MH0014_GL0078400" 7925.89963206842 "70HP"
"162517" "MH0343_GL0050020" 4491.18520693417 "70HP"
"164211" "T2D-13A_GL0081725" 1727.56426683036 "70HP"
"164521" "670892.EC3431_2388" 4192.94243928619 "70HP"
"164613" "766141.SB521682_4791" 1670.21773515135 "70HP"
"164723" "MH0014_GL0021577" 18072.4376158621 "70HP"
"16498" "MH0415_GL0004394" 2749.47045199095 "70HP"
"165123" "MH0415_GL0204931" 3530.898896241 "70HP"
"166612" "198215.S4169" 2891.68444088703 "70HP"
"167219" "N075A_GL0121545" 11380.8437637768 "70HP"
"167810" "754093.SD1617_5297" 6030.29923852396 "70HP"
"167923" "MH0298_GL0107259" 9106.84330704694 "70HP"
"171116" "MH0014_GL0046165" 2199.57636159276 "70HP"
"17167" "MH0415_GL0177104" 2592.73735376151 "70HP"
"172212" "766142.SD15574_5423" 2780.81156595146 "70HP"
"172417" "MH0014_GL0004837" 8677.93062061222 "70HP"
"173915" "DLM023_GL0041511" 5996.61041596238 "70HP"
"17506" "MH0303_GL0146597" 2395.96710816354 "70HP"
"177012" "V1.CD41-0_GL0132529" 14375.8026489812 "70HP"
"178210" "MH0265_GL0166688" 3779.55374808896 "70HP"
"17888" "SZEY-95A_GL0035867" 2795.29495952413 "70HP"
"178911" "1048254.C22711_4238" 5963.29591365147 "70HP"
"17993" "MH0338_GL0099625" 12692.1500864879 "70HP"
"18108" "DLM024_GL0024253" 15148.6952645179 "70HP"
"181611" "766147.SFK227_0427" 3530.898896241 "70HP"
"181810" "V1.CD3-0-PT_GL0088429" 5015.85637596853 "70HP"
"1175" "T2D-114A_GL0049957" 8911.30577363501 "69HP"
"3108" "1033813.ECNA114_2452" 1771.8385748748 "69HP"
"5129" "754092.SFJ1713_0545" 5185.55201497587 "69HP"
"14107" "MH0014_GL0105798" 6694.73097893034 "69HP"
"2029" "MH0097_GL0015007" 1314.05872002796 "69HP"
"2722" "N021A_GL0004467" 7014.10756221623 "69HP"
"3769" "MH0014_GL0046007" 3524.53805421709 "69HP"
"4085" "932676.SGB_03571" 8990.63490515105 "69HP"
"4128" "MH0014_GL0062780" 2208.34108092996 "69HP"
"5478" "MH0014_GL0051197" 15174.7235522421 "69HP"
"7563" "MH0257_GL0115220" 9157.55947377 "69HP"
"7635" "766142.SD15574_2190" 1783.01031872647 "69HP"
"8735" "550694.ERIG_01040" 2238.17093090453 "69HP"
"9486" "550687.ERDG_03360" 8256.50909635088 "69HP"
"10826" "766147.SFK227_2604" 2733.10666768703 "69HP"
"11032" "469595.CSAG_04227" 9528.31478861714 "69HP"
"11437" "656437.ECMG_04072" 9302.15251809269 "69HP"
"11941" "439855.EcSMS35_0058" 2338.3580751104 "69HP"
"12043" "199310.c0067" 5232.46079142714 "69HP"
"12956" "MH0014_GL0037010" 4895.30472965986 "69HP"
"14324" "199310.c2421" 2980.87248647243 "69HP"
"14436" "MH0095_GL0000567" 15084.5716509611 "69HP"
"16539" "MH0014_GL0078392" 5258.4068779962 "69HP"
"18034" "331111.EcE24377A_0125" 2605.51692152965 "69HP"
"18241" "MH0014_GL0094960" 5118.80315557152 "69HP"
"18735" "340186.EcE110019_0796" 12224.1543177241 "69HP"
"19432" "199310.c3239" 8256.0627020442 "69HP"
"19528" "MH0238_GL0094567" 4598.63567676742 "69HP"
"20638" "MH0014_GL0108310" 8878.14742657032 "69HP"
"20837" "364106.UTI89_C3469" 5346.78346418101 "69HP"
"21034" "MH0014_GL0094942" 5784.24756579582 "69HP"
"23418" "MH0097_GL0015012" 4713.09060916696 "69HP"
"23724" "1033813.ECNA114_3664" 2790.64575542781 "69HP"
"23913" "MH0264_GL0021182" 4751.09940440218 "69HP"
"24226" "199310.c1922" 2855.77752350781 "69HP"
"25731" "754093.SD1617_2158" 6754.42921695902 "69HP"
"26021" "MH0097_GL0011159" 2959.38247552344 "69HP"
"27027" "MH0093_GL0019534" 10245.849150363 "69HP"
"27529" "MH0252_GL0013874" 11631.9420884377 "69HP"
"27630" "N028A_GL0035534" 37547.958983975 "69HP"
"28023" "MH0315_GL0183737" 2929.40714658167 "69HP"
"28127" "585054.EFER_2538" 2981.57091020403 "69HP"
