	alien-11-0-0	alien-11-60-0	kazan5500_2015_05_26_1_L04_25HP_F3	kazan5500_2015_05_26_1_L06_41HP_F3	kazan5500_2015_05_26_1_L06_43HP_F3	kazan5500_2015_06_20_1_L01_50HP_F3	kazan5500_2015_06_20_1_L01_59HP_F3	kazan5500_2015_11_27_1_L02_58HP_F3	kazan5500_2015_11_27_1_L05_88HP_F3	kazan5500_2015_11_27_1_L06_98HP_F3	kazan5500_2015_12_11_L01_70HP_F3	kazan5500_2016_04_22_1_L01_115HP_F3	kazan5500_2016_04_22_1_L01_119HP_F3	kazan5500_2016_05_31_HP_A_L02_163HP_F3	kazan5500_2016_05_31_HP_A_L03_160HP_F3	kazan5500_2016_05_31_HP_A_L03_164HP_F3	scavenger-11-0-0
g030156	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
g030158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030159	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
g030160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030161	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
g030162	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0
g030165	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1
g030166	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
g030167	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0
g030168	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
g030171	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030172	0	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1
g030173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
g030174	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1
g030175	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1
g030177	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030181	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1
g030182	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
g030183	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
g030184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030185	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1
g030186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030189	1	1	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1
g030191	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030192	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g030195	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g030201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030204	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030218	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030219	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030220	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g030223	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0
g030226	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0
g030227	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0
g030235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030236	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g030237	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g030238	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
g030249	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g030261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030263	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0
g030266	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030267	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030270	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0
g030271	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1
g030272	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
g030433	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
g030436	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g030442	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1
g030443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030444	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030451	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1
g030452	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1
g030453	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030462	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g030464	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
g030467	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030468	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
g030469	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
g030477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030478	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
g030479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030483	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030488	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1
g030489	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030491	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
g030496	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
g030497	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
g030498	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0
g030499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030501	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g030503	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030508	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0
g030510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030511	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g030512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030513	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1
g030526	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g030527	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0
g030529	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g030543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030546	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030550	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0
g030551	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g030552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030554	0	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	0
g030560	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g030563	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030564	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1
g030565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g030566	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030567	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030569	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
g030570	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030571	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0
g030575	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1
g030577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030579	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	0
g030581	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g030583	0	1	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0
g030587	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g030592	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0
g030594	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g030595	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
g030601	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1
g030602	1	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1
g030603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030606	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030608	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030610	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1
g030611	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1
g030612	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1
g030613	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
g030614	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1
g030616	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030624	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g030625	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030631	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
g030635	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0
g030636	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030661	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
g030668	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
g030669	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0
g030678	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1
g030679	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030687	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0
g030705	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g030709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030740	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0
g030741	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030742	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1
g030744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030751	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
g030752	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
g030757	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g030785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030802	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030822	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030827	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0
g030844	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g030849	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0
g030863	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030869	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030878	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g030879	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	0
g030880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030884	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030885	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030886	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030887	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030889	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030891	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030892	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
g030893	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030894	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
g030895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030897	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030899	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
g030901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g030908	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030915	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
g030918	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030920	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g030928	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0
g030929	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0
g030932	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030934	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
g030935	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030937	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030938	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030939	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
g030940	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030942	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0
g030943	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
g030944	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030945	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030946	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030947	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030948	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030949	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030950	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030951	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g030956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030957	1	1	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1
g030958	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	1	1
g030960	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g030963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g030968	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g030975	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g030987	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1
g030988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030992	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g030993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030995	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
g030996	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
g030997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g030998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g030999	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g031000	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g031001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031010	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031011	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031016	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031017	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031018	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031019	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031020	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031022	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g031023	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031024	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031025	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g031031	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
g031034	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g031036	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031037	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031038	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031039	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031040	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031041	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031044	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031045	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031046	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031047	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031048	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031053	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031054	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031055	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031058	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031059	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031061	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031063	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031066	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031067	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
g031073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031080	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031090	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g031096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031097	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g031106	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0
g031107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
g031108	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1
g031109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031111	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
g031112	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031115	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g031118	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031121	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031124	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g031127	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
g031128	0	0	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1
g031129	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	0
g031130	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1
g031138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031147	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g031150	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
g031152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
g031158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031167	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g031168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g031170	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
g031171	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1
g031173	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0
g031175	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031178	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	1
g031183	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031185	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1
g031186	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1
g031187	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
g031188	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g031190	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
g031191	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1
g031192	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g031194	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031198	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031200	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031201	0	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	0
g031202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031204	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
g031207	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031209	0	0	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
g031212	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g031223	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
g031235	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0
g031238	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031239	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
g031250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031251	0	0	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1
g031253	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g031255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031256	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
g031259	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
g031261	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1
g031262	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1
g031263	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0
g031265	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0
g031266	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
g031267	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031268	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g031269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g031270	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031274	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0
g031275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
g031279	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	1
g031280	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
g031281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031285	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
g031287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031301	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031303	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g031304	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g031309	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
g031310	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
g031315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
g031319	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g031321	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g031322	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g031324	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
g031325	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
g031326	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
g031328	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0
g031330	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
g031331	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
