"name" "rpkm" "sample"
"4103" "885275.i14_2241" 5041.21190734252 "96HP"
"1429" "216592.EC042_0333" 7270.29502857226 "96HP"
"1653" "MH0093_GL0027644" 12125.7096571577 "96HP"
"1733" "MH0014_GL0048512" 12477.9452318028 "96HP"
"1944" "405955.APECO1_1463" 7693.49130635483 "96HP"
"2927" "364106.UTI89_C1121" 8169.00027774601 "96HP"
"4911" "MH0277_GL0013882" 13410.4433827843 "96HP"
"501" "MH0277_GL0013878" 20313.8489665329 "96HP"
"5859" "N043A_GL0038371" 25893.4153044881 "96HP"
"6661" "MH0315_GL0094431" 16286.3797006563 "96HP"
"9618" "MH0025_GL0036829" 14200.1079208202 "96HP"
"1066" "MH0277_GL0013881" 14561.1276137224 "96HP"
"11531" "MH0014_GL0016573" 20394.2202779732 "96HP"
"11817" "MH0014_GL0094929" 15596.4876709765 "96HP"
"16024" "MH0014_GL0114265" 18676.2288958613 "96HP"
"17723" "MH0014_GL0016574" 26132.5179987718 "96HP"
"2034" "MH0277_GL0013880" 35870.8362926773 "96HP"
"2126" "MH0014_GL0067836" 22558.5959529879 "96HP"
"22018" "MH0014_GL0094926" 23114.9738800795 "96HP"
"25015" "MH0014_GL0089664" 25144.5813427206 "96HP"
"28527" "585054.EFER_1094" 27418.2934854135 "96HP"
"35515" "MH0014_GL0045991" 31145.8560438534 "96HP"
"37527" "MH0350_GL0090106" 32016.3923929052 "96HP"
"46927" "MH0095_GL0021929" 49444.9800983955 "96HP"
"8759" "MH0450_GL0179475" 78696.7813016448 "96HP"
"1144" "656390.ERLG_02458" 1891.01519680325 "95HP"
"4102" "885275.i14_2241" 2300.88002606049 "95HP"
"513" "O2.CD1-0-PT_GL0059073" 1946.14813495759 "95HP"
"773" "1033813.ECNA114_2046" 1243.0709155383 "95HP"
"1146" "945434.ECoL_01541" 1218.22308588438 "95HP"
"1249" "MH0121_GL0043134" 3490.44891012478 "95HP"
"1339" "MH0308_GL0030179" 523.936565952087 "95HP"
"1547" "926029.ECO7815_17577" 698.582087936116 "95HP"
"1652" "MH0093_GL0027644" 873.843860879863 "95HP"
"1943" "405955.APECO1_1463" 4620.28638383122 "95HP"
"2626" "585054.EFER_2508" 1722.43133814542 "95HP"
"2844" "198214.SF0498" 5408.83448116528 "95HP"
"3917" "O2.CD1-0-PT_GL0093058" 1578.80824336382 "95HP"
"4612" "O2.CD1-0-PT_GL0031579" 691.108884204706 "95HP"
"5211" "MH0277_GL0026260" 1232.07636902166 "95HP"
"5858" "N043A_GL0038371" 26124.2629892235 "95HP"
"6660" "MH0315_GL0094431" 3814.47340314406 "95HP"
"72" "O2.CD1-0-PT_GL0120564" 2071.12479236974 "95HP"
"7356" "656383.EREG_03241" 13824.9734320076 "95HP"
"7512" "O2.CD1-0-PT_GL0120562" 1210.98948740026 "95HP"
"7924" "550677.ECEG_03383" 917.212408049456 "95HP"
"877" "MH0277_GL0006277" 1997.15604978511 "95HP"
"9351" "MH0025_GL0024003" 23100.1643508752 "95HP"
"9910" "MH0277_GL0046651" 1372.00748018478 "95HP"
"10013" "DLM012_GL0026195" 1372.00748018478 "95HP"
"10226" "DOF004_GL0030086" 1741.54254692935 "95HP"
"10436" "199310.c2426" 1046.3972542536 "95HP"
"11211" "O2.CD1-0-PT_GL0015154" 1823.61818978905 "95HP"
"11530" "MH0014_GL0016573" 5878.86884684518 "95HP"
"12541" "511145.b4494" 12108.9398349747 "95HP"
"1293" "DLM013_GL0070714" 1210.00333960922 "95HP"
"13024" "199310.c2421" 4059.79262579267 "95HP"
"13227" "MH0014_GL0063410" 3708.52937031644 "95HP"
"137" "NLM027_GL0073662" 1259.22381444078 "95HP"
"15213" "656429.ERHG_02209" 3987.16663964254 "95HP"
"15324" "SZEY-48A_GL0031505" 3112.2647239021 "95HP"
"16023" "MH0014_GL0114265" 4037.72853543511 "95HP"
"16119" "585054.EFER_3705" 1345.9095118117 "95HP"
"16333" "MH0014_GL0048505" 4519.11222944075 "95HP"
"16918" "O2.UC47-1_GL0068127" 5063.42165781949 "95HP"
"17231" "550694.ERIG_00722" 5534.01899828722 "95HP"
"1744" "MH0277_GL0007425" 2331.89595266811 "95HP"
"1759" "MH0348_GL0011327" 1409.75721161302 "95HP"
"17633" "511145.b4038" 35243.9302903254 "95HP"
"17722" "MH0014_GL0016574" 3295.68716960736 "95HP"
"18818" "MH0336_GL0013317" 2924.96870283488 "95HP"
"19016" "MH0014_GL0062676" 1491.85150706839 "95HP"
"19123" "MH0264_GL0002674" 1989.13534275786 "95HP"
"19915" "926026.ECO5101_24206" 5616.74402455028 "95HP"
"20613" "V1.CD20-0_GL0104496" 2089.85105631522 "95HP"
"2077" "1072459.CE10_0024" 1567.38829223641 "95HP"
"20812" "409438.ECSE_0020" 3134.77658447282 "95HP"
"21022" "199310.c2420" 3174.9660278635 "95HP"
"22017" "MH0014_GL0094926" 1665.78935094184 "95HP"
"22124" "331111.EcE24377A_1651" 13944.1075548059 "95HP"
"22524" "290338.CKO_01253" 5077.05273703913 "95HP"
"22730" "NLM022_GL0081863" 24536.4886116456 "95HP"
"2309" "656420.ERJG_02953" 1723.7634582832 "95HP"
"23227" "679205.HMPREF9347_00630" 6440.00201396427 "95HP"
"2357" "1048689.ECO55CA74_08965" 2358.54619212717 "95HP"
"23620" "932676.SGB_03031" 7701.95108194639 "95HP"
"23914" "550694.ERIG_00719" 4751.02830068783 "95HP"
"24413" "V1.UC61-0_GL0003543" 1794.54601574894 "95HP"
"24821" "198214.SF0505" 7833.12786436397 "95HP"
"25313" "MH0097_GL0089165" 4855.83039555594 "95HP"
"25734" "670893.ECEPECA14_4498" 14029.2833842047 "95HP"
"26018" "550694.ERIG_00712" 4323.02107534532 "95HP"
"26311" "T2D-14A_GL0109835" 3103.35025279891 "95HP"
"26730" "199310.c0680" 15634.3024099339 "95HP"
"26924" "MH0330_GL0002177" 3174.9660278635 "95HP"
"28130" "199310.c1093" 14337.478167931 "95HP"
"28526" "585054.EFER_1094" 9220.91197453975 "95HP"
"28846" "754092.SFJ1713_4754" 59435.3640416048 "95HP"
"28917" "MH0095_GL0050443" 17878.2846381832 "95HP"
"29111" "MH0277_GL0026306" 4660.03078283191 "95HP"
"3066" "290338.CKO_02111" 2081.07016952398 "95HP"
"33310" "DLM024_GL0011541" 2178.71569067466 "95HP"
"34817" "550677.ECEG_02340" 2217.73746423898 "95HP"
"35319" "SZEY-10A_GL0084952" 5967.40602827357 "95HP"
"35811" "585054.EFER_2505" 2244.53791697903 "95HP"
"36911" "585054.EFER_2922" 3038.61779353808 "95HP"
"37526" "MH0350_GL0090106" 7690.91149606687 "95HP"
"37821" "MH0008_GL0029082" 4643.38781575037 "95HP"
"4137" "864570.HMPREF9189_1287" 2396.58725974213 "95HP"
"4293" "NLM027_GL0001411" 2443.88832407914 "95HP"
"44634" "T2D-48A_GL0045471" 11025.3957268959 "95HP"
"44817" "T2D-110A_GL0071034" 5957.1527533109 "95HP"
"4622" "V1.CD7-0-PN_GL0024833" 2615.99313563401 "95HP"
"4678" "T2D-14A_GL0131134" 3550.49964406241 "95HP"
"46926" "MH0095_GL0021929" 10689.8136765476 "95HP"
"47823" "656419.ECJG_00018" 16209.6447386195 "95HP"
"47917" "HT25A_GL0010749" 4519.11222944075 "95HP"
"4868" "585054.EFER_2513" 2751.63722414837 "95HP"
"52216" "405955.APECO1_1453" 3824.66950074677 "95HP"
"5378" "344609.SbBS512_E1962" 2924.96870283488 "95HP"
"54513" "ED19A_GL0002510" 7861.82064042391 "95HP"
"55816" "300267.SDY_0527" 5967.40602827357 "95HP"
"56410" "754092.SFJ1713_4721" 9060.26890878121 "95HP"
"56625" "DOM003_GL0014052" 5054.02755455823 "95HP"
"61527" "405955.APECO1_2115" 5602.88122564147 "95HP"
"63424" "DLM005_GL0055322" 3504.44363452858 "95HP"
"7149" "MH0121_GL0056691" 10538.1851137597 "95HP"
"73321" "NLM003_GL0010004" 5413.05683439023 "95HP"
"7488" "NLM022_GL0088603" 5503.27444829674 "95HP"
"76522" "656374.ERCG_00868" 11256.6977351524 "95HP"
"77125" "V1.CD11-0_GL0015338" 11518.4814034118 "95HP"
"80915" "1072459.CE10_3491" 4614.54689764012 "95HP"
"83815" "945360.SGF_03545" 14663.3299444749 "95HP"
"84813" "MH0336_GL0056238" 13854.3972124953 "95HP"
"8827" "MH0336_GL0113984" 5943.53640416048 "95HP"
"9269" "V1.FI34_GL0076923" 13266.8223307153 "95HP"
"94810" "DOF004_GL0074902" 10212.2618628187 "95HP"
"95315" "932676.SGB_03685" 20854.5136988087 "95HP"
"97916" "MH0330_GL0044530" 9648.59805870207 "95HP"
"10168" "766142.SD15574_0872" 13034.0710617554 "95HP"
"10337" "331112.EcHS_A3375" 21076.3702275194 "95HP"
"10365" "331111.EcE24377A_4739" 32301.8282834808 "95HP"
"10409" "1068608.IAE_07893" 56283.4886757621 "95HP"
"104212" "331112.EcHS_A3693" 28796.2035085294 "95HP"
"104310" "1048689.ECO55CA74_02525" 18120.5378175624 "95HP"
"4101" "885275.i14_2241" 81499.5925020375 "92HP"
"5850" "N043A_GL0038371" 179404.37746681 "92HP"
"6659" "MH0315_GL0094431" 51514.5270966412 "90HP"
"10434" "199310.c2426" 122473.974280465 "90HP"
"16332" "MH0014_GL0048505" 79339.8920977467 "90HP"
"344" "V1.FI24_GL0146366" 172532.781228433 "90HP"
"4048" "469608.HMPREF0485_02099" 139353.400222965 "90HP"
"6109" "DLM010_GL0059143" 259959.706245532 "90HP"
"9350" "MH0025_GL0024003" 457247.370827618 "89HP"
"1142" "656390.ERLG_02458" 6336.86254331246 "88HP"
"4100" "885275.i14_2241" 6148.5924181092 "88HP"
"623" "1006551.KOX_20630" 371.093108559763 "88HP"
"772" "1033813.ECNA114_2046" 3506.37799638408 "88HP"
"1143" "945434.ECoL_01541" 1767.23422277348 "88HP"
"1248" "MH0121_GL0043134" 11076.3490971048 "88HP"
"1338" "MH0308_GL0030179" 620.712979303479 "88HP"
"1428" "216592.EC042_0333" 1330.0992413646 "88HP"
"1546" "926029.ECO7815_17577" 1684.79237239516 "88HP"
"1650" "MH0093_GL0027644" 2129.66066253211 "88HP"
"1942" "405955.APECO1_1463" 2908.88071900025 "88HP"
"2625" "585054.EFER_2508" 777.3645437424 "88HP"
"2843" "198214.SF0498" 6571.36809802833 "88HP"
"4127" "T2D-14A_GL0070332" 1155.6867182935 "88HP"
"5849" "N043A_GL0038371" 8662.30113759023 "88HP"
"6658" "MH0315_GL0094431" 16089.788169 "88HP"
"6822" "MH0204_GL0185212" 597.333562709421 "88HP"
"7355" "656383.EREG_03241" 10223.9003661072 "88HP"
"7923" "550677.ECEG_03383" 1862.79577704197 "88HP"
"9349" "MH0025_GL0024003" 18282.995589486 "88HP"
"10225" "DOF004_GL0030086" 884.23850176043 "88HP"
"10430" "199310.c2426" 1770.96781620188 "88HP"
"11529" "MH0014_GL0016573" 15297.5884657675 "88HP"
"12217" "941429.SDB_03929" 2307.13238440978 "88HP"
"12540" "511145.b4494" 14874.453661317 "88HP"
"12615" "656420.ERJG_00170" 794.557440444444 "88HP"
"13023" "199310.c2421" 9894.19396330491 "88HP"
"13226" "MH0014_GL0063410" 8996.28077015695 "88HP"
"15323" "SZEY-48A_GL0031505" 5869.31164938719 "88HP"
"16022" "MH0014_GL0114265" 1594.51268958756 "88HP"
"16118" "585054.EFER_3705" 683.362581251811 "88HP"
"16331" "MH0014_GL0048505" 19732.7180396508 "88HP"
"16917" "O2.UC47-1_GL0068127" 5375.44692166852 "88HP"
"17230" "550694.ERIG_00722" 6556.20860076225 "88HP"
"1758" "MH0348_GL0011327" 1670.15370901771 "88HP"
"17632" "511145.b4038" 16701.5370901771 "88HP"
"17721" "MH0014_GL0016574" 8127.59754431812 "88HP"
"18312" "V1.CD35-0_GL0011543" 2201.65065088132 "88HP"
"1866" "656420.ERJG_02923" 735.314122516569 "88HP"
"18817" "MH0336_GL0013317" 2722.68870955446 "88HP"
"19122" "MH0264_GL0002674" 1514.92427651004 "88HP"
"19914" "926026.ECO5101_24206" 1555.53049423093 "88HP"
"20612" "V1.CD20-0_GL0104496" 1326.35775264065 "88HP"
"21021" "199310.c2420" 8060.17403527777 "88HP"
"22123" "331111.EcE24377A_1651" 9345.44503009233 "88HP"
"22523" "290338.CKO_01253" 6874.09831163553 "88HP"
"22729" "NLM022_GL0081863" 8691.61624080644 "88HP"
"2308" "656420.ERJG_02953" 3209.10873423124 "88HP"
"23226" "679205.HMPREF9347_00630" 7728.62077708904 "88HP"
"23310" "941429.SDB_03930" 891.763935817966 "88HP"
"23416" "V1.CD20-0_GL0120434" 4181.33493896595 "88HP"
"23619" "932676.SGB_03031" 2105.67225993381 "88HP"
"23716" "MH0014_GL0045989" 3015.31690528377 "88HP"
"23913" "550694.ERIG_00719" 1809.19014317026 "88HP"
"24412" "V1.UC61-0_GL0003543" 1822.3002166715 "88HP"
"24820" "198214.SF0505" 2753.40251716058 "88HP"
"25733" "670893.ECEPECA14_4498" 8671.63551381608 "88HP"
"26017" "550694.ERIG_00712" 5644.1318431571 "88HP"
"26729" "199310.c0680" 10160.7042384108 "88HP"
"26923" "MH0330_GL0002177" 10317.0227651555 "88HP"
"28129" "199310.c1093" 3970.69626158947 "88HP"
"28525" "585054.EFER_1094" 11035.5787057473 "88HP"
"28845" "754092.SFJ1713_4754" 30177.29158808 "88HP"
"28916" "MH0095_GL0050443" 4370.59704372816 "88HP"
"3339" "DLM024_GL0011541" 1106.20570337537 "88HP"
"34914" "656420.ERJG_01116" 2252.03668567761 "88HP"
"35318" "SZEY-10A_GL0084952" 3408.57962214759 "88HP"
"35514" "MH0014_GL0045991" 1519.50108701309 "88HP"
"35810" "585054.EFER_2505" 1139.62581525982 "88HP"
"37525" "MH0350_GL0090106" 7028.87226430434 "88HP"
"37820" "MH0008_GL0029082" 11002.1375581542 "88HP"
"3835" "ED19A_GL0006789" 1182.49575188401 "88HP"
"44633" "T2D-48A_GL0045471" 12487.7490875331 "88HP"
"44816" "T2D-110A_GL0071034" 4320.91803953035 "88HP"
"4496" "MH0427_GL0005502" 1300.74532707241 "88HP"
"458" "469595.CSAG_00386" 1318.93756940909 "88HP"
"46925" "MH0095_GL0021929" 9950.54578743644 "88HP"
"47822" "656419.ECJG_00018" 14631.4141033115 "88HP"
"47916" "HT25A_GL0010749" 2753.40251716058 "88HP"
"4867" "585054.EFER_2513" 2794.19366556296 "88HP"
"49216" "T2D-108A_GL0020278" 7037.61464274253 "88HP"
"51111" "N040A_GL0070366" 9049.37721233459 "88HP"
"52215" "405955.APECO1_1453" 3398.3436473063 "88HP"
"5289" "199310.c0668" 1467.76710058755 "88HP"
"52914" "585056.ECUMN_0675" 1467.76710058755 "88HP"
"54512" "ED19A_GL0002510" 2993.77892738889 "88HP"
"54624" "155864.Z0356" 5488.59470021296 "88HP"
"55815" "300267.SDY_0527" 7574.62138255019 "88HP"
"56028" "MH0351_GL0081105" 11154.2408423683 "88HP"
"5649" "754092.SFJ1713_4721" 1533.39896280894 "88HP"
"56624" "DOM003_GL0014052" 17962.6735643333 "88HP"
"5999" "MH0425_GL0127057" 1647.23207358515 "88HP"
"60514" "290338.CKO_00910" 5563.65995355457 "88HP"
"61526" "405955.APECO1_2115" 11379.0692262745 "88HP"
"61824" "T2D-176A_GL0069136" 7430.01497433787 "88HP"
"63423" "DLM005_GL0055322" 13048.357211827 "88HP"
"63524" "N043A_GL0092948" 4767.34464266666 "88HP"
"65226" "MH0397_GL0078261" 33900.1437366094 "88HP"
"66313" "MH0350_GL0196516" 1867.40665767822 "88HP"
"7196" "MH0392_GL0079747" 2704.05838602867 "88HP"
"73320" "NLM003_GL0010004" 2061.29040902186 "88HP"
"76521" "656374.ERCG_00868" 7144.24516763257 "88HP"
"77124" "V1.CD11-0_GL0015338" 5117.2732828624 "88HP"
"81111" "MH0448_GL0137412" 2357.60090531875 "88HP"
"82718" "O2.UC26-1_GL0047534" 3244.87006323441 "88HP"
"84812" "MH0336_GL0056238" 10551.5005552727 "88HP"
"86711" "MH0298_GL0101226" 3753.39447612935 "88HP"
"95314" "932676.SGB_03685" 3970.69626158947 "88HP"
"95915" "766145.SFVA6_0190" 8290.46472199999 "88HP"
"97915" "MH0330_GL0044530" 6531.88129612121 "88HP"
"9815" "O2.CD2-0_GL0069881" 8164.85162015151 "88HP"
"10077" "478008.ECH7EC869_2995" 14429.032863153 "88HP"
"10167" "766142.SD15574_0872" 6617.82710264912 "88HP"
"102112" "656420.ERJG_03724" 7117.28575190565 "88HP"
"10258" "409438.ECSE_2865" 32051.0449873398 "88HP"
"10285" "331111.EcE24377A_0501" 12573.8714950333 "88HP"
"10357" "199310.c0014" 8200.35097502173 "88HP"
"10364" "331111.EcE24377A_4739" 8200.35097502173 "88HP"
"10408" "1068608.IAE_07893" 8573.09420115908 "88HP"
"104211" "331112.EcHS_A3693" 17544.9369698139 "88HP"
"10446" "199310.c4252" 12267.1917024715 "88HP"
"1140" "945434.ECoL_01541" 117123.448114312 "86HP"
"5848" "N043A_GL0038371" 179404.37746681 "86HP"
"1141" "656390.ERLG_02458" 1382.63560512933 "85HP"
"490" "885275.i14_2241" 1408.63493213398 "85HP"
"770" "1033813.ECNA114_2046" 1147.5812430141 "85HP"
"1139" "945434.ECoL_01541" 2602.74329142917 "85HP"
"1247" "MH0121_GL0043134" 9860.30271129324 "85HP"
"1337" "MH0308_GL0030179" 725.533557378096 "85HP"
"1427" "216592.EC042_0333" 1305.96040328057 "85HP"
"1545" "926029.ECO7815_17577" 2031.49396065867 "85HP"
"1640" "MH0093_GL0027644" 726.045578237219 "85HP"
"1940" "405955.APECO1_1463" 6909.89496959646 "85HP"
"2624" "585054.EFER_2508" 1431.10653157021 "85HP"
"2840" "198214.SF0498" 6580.51013398561 "85HP"
"4126" "T2D-14A_GL0070332" 756.475429678044 "85HP"
"5847" "N043A_GL0038371" 18826.385289727 "85HP"
"6657" "MH0315_GL0094431" 10970.6863261366 "85HP"
"7354" "656383.EREG_03241" 15482.0408326341 "85HP"
"7922" "550677.ECEG_03383" 762.078951379363 "85HP"
"9348" "MH0025_GL0024003" 19757.6024431687 "85HP"
"10224" "DOF004_GL0030086" 10128.8974550422 "85HP"
"11118" "N089A_GL0090637" 899.830831803621 "85HP"
"11528" "MH0014_GL0016573" 3358.12238219096 "85HP"
"12216" "941429.SDB_03929" 3775.43700683354 "85HP"
"12539" "511145.b4494" 18174.5011748517 "85HP"
"13022" "199310.c2421" 2698.50907373676 "85HP"
"13225" "MH0014_GL0063410" 1369.45967968338 "85HP"
"15212" "656429.ERHG_02209" 5889.4115741661 "85HP"
"15322" "SZEY-48A_GL0031505" 2955.2792369469 "85HP"
"16021" "MH0014_GL0114265" 6709.60815888352 "85HP"
"16117" "585054.EFER_3705" 1118.26802648059 "85HP"
"16330" "MH0014_GL0048505" 12766.2130906251 "85HP"
"16916" "O2.UC47-1_GL0068127" 1529.82391726712 "85HP"
"17229" "550694.ERIG_00722" 7663.36375688745 "85HP"
"1757" "MH0348_GL0011327" 1561.75572578693 "85HP"
"17631" "511145.b4038" 18350.6297779964 "85HP"
"17720" "MH0014_GL0016574" 1564.72484313633 "85HP"
"18311" "V1.CD35-0_GL0011543" 3602.82461449777 "85HP"
"18816" "MH0336_GL0013317" 4455.46158582029 "85HP"
"19015" "MH0014_GL0062676" 1239.52600525559 "85HP"
"19121" "MH0264_GL0002674" 3718.57801576677 "85HP"
"19913" "926026.ECO5101_24206" 2121.25068940647 "85HP"
"20611" "V1.CD20-0_GL0104496" 2170.47802608046 "85HP"
"20811" "409438.ECSE_0020" 3472.76484172874 "85HP"
"21020" "199310.c2420" 2637.96560092856 "85HP"
"22122" "331111.EcE24377A_1651" 5561.11667222778 "85HP"
"22522" "290338.CKO_01253" 1874.81837696973 "85HP"
"22728" "NLM022_GL0081863" 16119.5501697294 "85HP"
"2307" "656420.ERJG_02953" 2387.02223749916 "85HP"
"23225" "679205.HMPREF9347_00630" 10215.1008376383 "85HP"
"23618" "932676.SGB_03031" 3938.01563392207 "85HP"
"23715" "MH0014_GL0045989" 3947.45931649742 "85HP"
"23912" "550694.ERIG_00719" 2960.59448737306 "85HP"
"24819" "198214.SF0505" 8010.1729196079 "85HP"
"25312" "MH0097_GL0089165" 3025.90171871218 "85HP"
"2546" "N089A_GL0090635" 1512.95085935609 "85HP"
"25732" "670893.ECEPECA14_4498" 12670.03182712 "85HP"
"26016" "550694.ERIG_00712" 5644.32540049054 "85HP"
"26310" "T2D-14A_GL0109835" 3094.15514093877 "85HP"
"26728" "199310.c0680" 15068.3792659101 "85HP"
"26922" "MH0330_GL0002177" 2110.37248074285 "85HP"
"28128" "199310.c1093" 11371.02014295 "85HP"
"28524" "585054.EFER_1094" 8755.80071797566 "85HP"
"28844" "754092.SFJ1713_4754" 55967.0781893004 "85HP"
"28915" "MH0095_GL0050443" 9902.95107942167 "85HP"
"34816" "550677.ECEG_02340" 1842.63865855906 "85HP"
"34913" "656420.ERJG_01116" 2456.85154474541 "85HP"
"35317" "SZEY-10A_GL0084952" 4338.34101839457 "85HP"
"35513" "MH0014_GL0045991" 3729.81239043676 "85HP"
"3589" "585054.EFER_2505" 2486.54159362451 "85HP"
"36910" "585054.EFER_2922" 3787.01810194653 "85HP"
"37524" "MH0350_GL0090106" 9585.15451269075 "85HP"
"37819" "MH0008_GL0029082" 1929.01234567901 "85HP"
"37910" "MH0014_GL0062674" 3858.02469135802 "85HP"
"3834" "ED19A_GL0006789" 1935.05940632377 "85HP"
"38510" "550694.ERIG_00720" 2580.0792084317 "85HP"
"4288" "DLF008_GL0044305" 2707.38574832142 "85HP"
"44632" "T2D-48A_GL0045471" 14093.2408816732 "85HP"
"44815" "T2D-110A_GL0071034" 3535.41781567746 "85HP"
"4677" "T2D-14A_GL0131134" 8849.9491127926 "85HP"
"46924" "MH0095_GL0021929" 8141.63484027593 "85HP"
"4759" "300267.SDY_3092" 3714.1031926431 "85HP"
"47821" "656419.ECJG_00018" 14964.4594089039 "85HP"
"47915" "HT25A_GL0010749" 3003.81484485296 "85HP"
"51110" "N040A_GL0070366" 7014.59034792368 "85HP"
"52214" "405955.APECO1_1453" 3177.78095555873 "85HP"
"53811" "679206.HMPREF9346_01231" 4860.50354816759 "85HP"
"54623" "155864.Z0356" 4082.56581096087 "85HP"
"55814" "300267.SDY_0527" 2479.05201051118 "85HP"
"56027" "MH0351_GL0081105" 9956.19275189168 "85HP"
"5648" "754092.SFJ1713_4721" 4182.14058683797 "85HP"
"56623" "DOM003_GL0014052" 5039.05265810028 "85HP"
"58510" "SZEY-26A_GL0002091" 2615.60996024273 "85HP"
"61525" "405955.APECO1_2115" 4655.23341340335 "85HP"
"61823" "T2D-176A_GL0069136" 12158.6232697344 "85HP"
"63422" "DLM005_GL0055322" 14558.5837409737 "85HP"
"63523" "N043A_GL0092948" 7801.37694303045 "85HP"
"65225" "MH0397_GL0078261" 19164.0442185105 "85HP"
"7057" "V1.CD3-0-PT_GL0050839" 9746.58869395712 "85HP"
"7155" "DLM012_GL0014603" 5472.37544873479 "85HP"
"73319" "NLM003_GL0010004" 7870.65146506555 "85HP"
"76520" "656374.ERCG_00868" 15198.279087168 "85HP"
"77123" "V1.CD11-0_GL0015338" 16748.0141640348 "85HP"
"80914" "1072459.CE10_3491" 6390.1030084605 "85HP"
"81110" "MH0448_GL0137412" 3858.02469135802 "85HP"
"81210" "SZEY-73A_GL0001051" 10288.0658436214 "85HP"
"82717" "O2.UC26-1_GL0047534" 3982.47710075667 "85HP"
"83814" "945360.SGF_03545" 4061.07862248213 "85HP"
"84811" "MH0336_GL0056238" 14388.9032777922 "85HP"
"8506" "ED13A_GL0021411" 8633.3419666753 "85HP"
"86710" "MH0298_GL0101226" 9213.19329279528 "85HP"
"89416" "SZEY-79A_GL0050484" 6746.2726843419 "85HP"
"9008" "N022A_GL0005851" 10203.0405060708 "85HP"
"9489" "DOF004_GL0074902" 6363.75206821942 "85HP"
"95313" "932676.SGB_03685" 10829.5429932857 "85HP"
"95914" "766145.SFVA6_0190" 13566.6802333469 "85HP"
"9778" "T2D-13A_GL0014483" 10288.0658436214 "85HP"
"97914" "MH0330_GL0044530" 10688.8995777885 "85HP"
"9814" "O2.CD2-0_GL0069881" 8016.67468334135 "85HP"
"102111" "656420.ERJG_03724" 11646.8669927789 "85HP"
"10336" "331112.EcHS_A3375" 21889.5017949391 "85HP"
"10385" "670890.ECLT68_5193" 13717.4211248285 "85HP"
"5846" "N043A_GL0038371" 104652.553522306 "81HP"
"6656" "MH0315_GL0094431" 82280.1474460242 "81HP"
"7353" "656383.EREG_03241" 117988.133764833 "81HP"
"17630" "511145.b4038" 131773.139363272 "81HP"
"1137" "656390.ERLG_02458" 2412.61275345703 "80HP"
"489" "885275.i14_2241" 3862.53992900652 "80HP"
"1246" "MH0121_GL0043134" 5566.52160311369 "80HP"
"1544" "926029.ECO7815_17577" 3342.26833067066 "80HP"
"1939" "405955.APECO1_1463" 3536.81827827686 "80HP"
"2839" "198214.SF0498" 9858.21423378262 "80HP"
"5845" "N043A_GL0038371" 32309.7930982881 "80HP"
"6655" "MH0315_GL0094431" 20589.5345267776 "80HP"
"7350" "656383.EREG_03241" 11503.243914784 "80HP"
"7415" "MH0025_GL0080556" 5786.73564455555 "80HP"
"9347" "MH0025_GL0024003" 32505.7372626269 "80HP"
"10223" "DOF004_GL0030086" 11109.5557733028 "80HP"
"10429" "199310.c2426" 11125.2030349554 "80HP"
"11527" "MH0014_GL0016573" 9375.54202352324 "80HP"
"12538" "511145.b4494" 12458.8235880415 "80HP"
"13612" "656419.ECJG_04662" 13297.8016074383 "80HP"
"15321" "SZEY-48A_GL0031505" 11344.9108148199 "80HP"
"16020" "MH0014_GL0114265" 11447.6726881425 "80HP"
"16329" "MH0014_GL0048505" 20179.6565999008 "80HP"
"16915" "O2.UC47-1_GL0068127" 8809.17563734386 "80HP"
"17629" "511145.b4038" 17986.0967472144 "80HP"
"22016" "MH0014_GL0094926" 10626.3150064821 "80HP"
"2265" "MH0260_GL0009173" 14460.2181323905 "80HP"
"2567" "O2.CD1-0-PT_GL0036567" 11673.2425933276 "80HP"
"2639" "T2D-14A_GL0109835" 11878.0363230351 "80HP"
"28127" "199310.c1093" 12471.9381391868 "80HP"
"28523" "585054.EFER_1094" 21007.6972202615 "80HP"
"28843" "754092.SFJ1713_4754" 25276.4612954186 "80HP"
"28914" "MH0095_GL0050443" 16896.0302776863 "80HP"
"2965" "216592.EC042_2094" 17078.6900644721 "80HP"
"3045" "V1.UC3-2_GL0016222" 13238.3700918743 "80HP"
"35612" "1072459.CE10_4045" 14318.2371386435 "80HP"
"3636" "888828.HMPREF9417_0419" 14449.1966246677 "80HP"
"42212" "MH0425_GL0148624" 20650.7036727276 "80HP"
"5119" "N040A_GL0070366" 17952.0321700416 "80HP"
"53810" "679206.HMPREF9346_01231" 18658.805090122 "80HP"
"56622" "DOM003_GL0014052" 38688.4611664571 "80HP"
"567" "MH0338_GL0007650" 25898.0136223552 "80HP"
"61524" "405955.APECO1_2115" 21444.9615062941 "80HP"
"61822" "T2D-176A_GL0069136" 28723.2514720666 "80HP"
"63421" "DLM005_GL0055322" 22355.3608155236 "80HP"
"63522" "N043A_GL0092948" 22461.3103928483 "80HP"
"65224" "MH0397_GL0078261" 23232.0416318186 "80HP"
"487" "885275.i14_2241" 34928.3967865875 "79HP"
"5844" "N043A_GL0038371" 102516.787123892 "79HP"
"6654" "MH0315_GL0094431" 84631.0088016249 "79HP"
"42211" "MH0425_GL0148624" 311235.605353252 "79HP"
"1136" "656390.ERLG_02458" 12340.8797813196 "78HP"
"483" "885275.i14_2241" 8643.89617445852 "78HP"
