#	alien-11-0-0	alien-11-2-0	alien-11-60-0	alien-11-7-0	scavenger-11-392-0	scavenger-11-0-0	scavenger-11-7-0	scavenger-11-60-0	daisy-11-0-0	daisy-11-2-0	daisy-11-7-0	daisy-11-60-0	peacemaker-11-0-0	peacemaker-11-7-0	peacemaker-11-60-0	peacemaker-11-2-0	peacemaker-11-392-1	peacemaker-11-600-0	peacemaker-11-392-3	peacemaker-11-773-0	tigress-11-0-0	tigress-11-7-0	tigress-11-60-0	tigress-11-2-0	halbarad-11-0-0	halbarad-11-2-0	halbarad-11-7-0	halbarad-11-392-0	peacemaker-11-392-2	scavenger-11-2-0	alien-11-392-1	alien-11-392-3	alien-11-392-2	alien-11-600-0	alien-11-637-0	alien-11-630-0	alien-11-632-0	alien-11-773-0	bugkiller-11-0-0	bugkiller-11-60-0	bugkiller-11-392-2	bugkiller-11-392-1	bugkiller-11-773-0	bugkiller-11-392-3	bugkiller-11-600-0	bugkiller-11-7-0	bugkiller-11-2-0	alien-11-376-0	alien-11-377-0	alien-11-378-0	alien-11-380-0
alien-11-637-0	0.6218	0.5872	0.5273	0.5753	0.7037	0.6390	0.6728	0.6619	0.6974	0.7884	0.7958	0.7219	0.6449	0.6378	0.6204	0.6514	0.6971	0.6684	0.7163	0.6551	0.7331	0.6916	0.7397	0.8088	0.7678	0.8145	0.7573	0.7613	0.8678	0.8108	0.6810	0.6544	0.6251	0.2862	0.0000	0.2894	0.3997	0.5531	0.7959	0.8592	0.8059	0.8103	0.7768	0.8701	0.8295	0.8083	0.7854	0.9498	0.9143	0.9281	0.9209
alien-11-630-0	0.6297	0.6004	0.5704	0.6089	0.7260	0.6986	0.7045	0.7378	0.7394	0.7902	0.7994	0.7587	0.7242	0.7060	0.6795	0.7168	0.7441	0.7250	0.7734	0.6986	0.7720	0.7410	0.7911	0.8207	0.7682	0.8120	0.7786	0.7892	0.8698	0.8141	0.5806	0.5680	0.5140	0.2915	0.2894	0.0000	0.2676	0.5073	0.7989	0.8615	0.8305	0.8594	0.7862	0.9085	0.8497	0.8296	0.8174	0.9533	0.8345	0.8635	0.8638
alien-11-632-0	0.6387	0.6139	0.6150	0.6901	0.7233	0.7348	0.7275	0.7558	0.7575	0.7932	0.8022	0.7484	0.7494	0.7353	0.7199	0.7224	0.7425	0.7483	0.7873	0.7286	0.8135	0.7860	0.8150	0.8554	0.8267	0.8474	0.8437	0.8289	0.8694	0.8155	0.5496	0.5378	0.4823	0.4151	0.3997	0.2676	0.0000	0.5770	0.8236	0.8668	0.8365	0.8532	0.7868	0.8996	0.8659	0.8422	0.8721	0.9477	0.7844	0.8221	0.8233
alien-11-773-0	0.5636	0.5586	0.6020	0.6160	0.6267	0.6547	0.6541	0.7161	0.6692	0.6612	0.7115	0.6187	0.6797	0.6630	0.6128	0.6777	0.6406	0.6436	0.6852	0.6650	0.6419	0.6420	0.6455	0.7348	0.7106	0.7256	0.7387	0.7149	0.8016	0.7968	0.7784	0.7716	0.7555	0.6157	0.5531	0.5073	0.5770	0.0000	0.8003	0.8689	0.8268	0.8678	0.7304	0.9159	0.8221	0.8080	0.8393	0.9532	0.8896	0.9086	0.9089
bugkiller-11-0-0	0.7136	0.7133	0.6998	0.7630	0.7272	0.7729	0.8150	0.8003	0.7415	0.7780	0.7800	0.7744	0.7769	0.7755	0.7191	0.7692	0.7516	0.7074	0.7308	0.7530	0.7502	0.7176	0.7492	0.7400	0.7059	0.7408	0.7769	0.7656	0.7849	0.8194	0.9096	0.9043	0.8954	0.8267	0.7959	0.7989	0.8236	0.8003	0.0000	0.1988	0.2370	0.3803	0.3395	0.4403	0.3301	0.4539	0.5673	0.9858	0.9853	0.9873	0.9866
bugkiller-11-60-0	0.7613	0.7553	0.7705	0.8164	0.7753	0.8170	0.8534	0.8513	0.8068	0.8428	0.8386	0.8356	0.8299	0.8221	0.7824	0.8239	0.8050	0.7615	0.7669	0.8186	0.7854	0.7534	0.7820	0.7567	0.7535	0.7501	0.8105	0.7902	0.8315	0.8407	0.9355	0.9328	0.9265	0.8744	0.8592	0.8615	0.8668	0.8689	0.1988	0.0000	0.2211	0.3033	0.3614	0.4238	0.3817	0.4574	0.6177	0.9918	0.9896	0.9908	0.9905
bugkiller-11-392-2	0.7548	0.7504	0.7479	0.7966	0.7584	0.8140	0.8397	0.8293	0.7336	0.7981	0.7941	0.7838	0.8075	0.7976	0.7571	0.7931	0.7594	0.7365	0.7257	0.7650	0.7417	0.7116	0.7358	0.7304	0.7780	0.7712	0.7973	0.7866	0.7976	0.8256	0.9247	0.9222	0.9171	0.8371	0.8059	0.8305	0.8365	0.8268	0.2370	0.2211	0.0000	0.2401	0.3219	0.3196	0.3205	0.4545	0.6677	0.9844	0.9851	0.9872	0.9863
bugkiller-11-392-1	0.8265	0.8233	0.7968	0.8466	0.8231	0.8511	0.8657	0.8343	0.7458	0.8458	0.8529	0.8151	0.8141	0.7974	0.7916	0.8029	0.8014	0.7826	0.7813	0.7792	0.7793	0.7462	0.7457	0.8289	0.8563	0.8550	0.8539	0.8361	0.8618	0.8400	0.9388	0.9366	0.9356	0.8323	0.8103	0.8594	0.8532	0.8678	0.3803	0.3033	0.2401	0.0000	0.4424	0.3580	0.4468	0.3975	0.7461	0.9959	0.9958	0.9957	0.9942
bugkiller-11-773-0	0.6389	0.6149	0.6741	0.6548	0.6762	0.6884	0.7212	0.7800	0.7030	0.7183	0.7371	0.7084	0.7278	0.7145	0.6834	0.6942	0.6783	0.6762	0.6283	0.7154	0.6204	0.6169	0.6141	0.7510	0.7416	0.7928	0.7716	0.7529	0.8189	0.8564	0.9262	0.9234	0.9204	0.8372	0.7768	0.7862	0.7868	0.7304	0.3395	0.3614	0.3219	0.4424	0.0000	0.5315	0.4371	0.3850	0.6763	0.9841	0.9815	0.9837	0.9833
bugkiller-11-392-3	0.8974	0.8911	0.8846	0.9139	0.8804	0.9201	0.9255	0.9070	0.8129	0.8752	0.8729	0.8637	0.8987	0.8919	0.8782	0.8965	0.8625	0.8586	0.8312	0.8535	0.8402	0.8102	0.8298	0.8370	0.9263	0.9176	0.9132	0.8993	0.8624	0.8465	0.9598	0.9584	0.9579	0.8827	0.8701	0.9085	0.8996	0.9159	0.4403	0.4238	0.3196	0.3580	0.5315	0.0000	0.3175	0.6449	0.8093	0.9983	0.9982	0.9977	0.9971
